DATASET_YR	REPRJ_ID	INUN_ID	FT_N	PT_N	TOT_N	UG_FT_N	UG_PT_N	UG_TOT_N	FT_DEG_P	UG_RATIO	GRAD_STUD	FT_MEN_N	FT_WMN_N	PT_MEN_N	PT_WMN_N	TOT_MEN_N	TOT_WMN_N	FT_DEG_TERM_N	PT_DEG_TERM_N	TOT_DEG_TERM_N	UG_RATIO_FAC_N	UG_RATIO_STUD_N
2018	12	9738	66	53	119					14.00											84	1176
2018	12	9739	39	55	94					8.00		20	19	21	34	41	53	35	13	48	55	447
2018	12	9740	52	158	210					12.00		18	34	75	83	93	117			4	105	1210
2018	12	9742	181	126	307					14.00		77	104	70	56	147	160	163	41	204	143	2064
2018	12	9743	18	32	50					19.00		12	6	10	22	22	28	18	14	32	26	470
2018	12	9745	338	188	526					18.00		160	178	66	122	226	300	279	31	310	401	7232
2018	12	9747	334	2	336					19.00		149	185	1	1	150	186	240	0	240	336	6427
2018	12	9748	282	279	561					14.00		125	157	90	189	215	346	249	83	332	369	5164
2018	12	9754	64	100	164					10.00		37	27	58	42	95	69	41	16	57	92	945
2018	12	9755																				
2018	12	9758	115	70	185					13.00		63	52	38	32	101	84	108	30	138	138	1802
2018	12	9759	146	27	173					10.00		84	62	17	10	101	72	130	13	143	155	1579
2018	12	9760	71	142	213					9.00		43	28	85	57	128	85	55	50	105	118	1089
2018	12	9766	389	127	516					13.00		267	122	97	30	364	152	361	52	413	431	5647
2018	12	9767	211	230	441					17.00		94	117	99	131	193	248	169	53	222	288	4954
2018	12	9772	69	89	158					16.00		20	49	37	52	57	101	24	14	38	99	1569
2018	12	9774																				
2018	12	9776																				
2018	12	9781	40	97	137					23.00		15	25	39	58	54	83					
2018	12	9782	352	347	699					12.00		175	177	150	197	325	374	273	74	347	445	5240
2018	12	9783	219	24	243					14.00		118	101	12	12	130	113	207	8	215	179	2293
2018	12	9784	106	213	319					20.00		45	61	89	124	134	185	10	30	40		
2018	12	9785	1171	547	1718					6.00		742	429	329	218	1071	647	1092	430	1522	965	5469
2018	12	9787	112	292	404					15.00		59	53									
2018	12	9788																				
2018	12	9792																				
2018	12	9793																				
2018	12	9794																				
2018	12	9795																				
2018	12	9796																				
2018	12	9798																				
2018	12	9800																				
2018	12	9801																				
2018	12	9802																				
2018	12	9803																				
2018	12	9805	720	308	1028					7.00		456	264	170	138	626	402	493	21	514	308	2097
2018	12	9807	22	16	38					11.00		14	8	9	7	23	15	11	1	12	38	430
2018	12	9808	179	291	470					15.00		97	82	133	158	230	240	162	56	218		
2018	12	9809	23	126	149					13.00		13	10	53	73	66	83	6	12	18	65	835
2018	12	9810	128	139	267					16.00												
2018	12	9811																				
2018	12	9814	77	28	105					12.00		44	33	17	11	61	44	56	5	61	105	1034
2018	12	9816	399	645	1044					17.00		225	174	295	350	520	524	348			614	10621
2018	12	9817								29.00												
2018	12	9832	4	7	11					5.00		2	2	4	3	6	5	1	1	2	7	35
2018	12	9836																				
2018	12	9845																				
2018	12	9848																				
2018	12	9863																				
2018	12	9864	33	32	65					20.00		25	8	22	10	47	18	4	5	9	44	872
2018	12	9875	27		27					15.00		14	13			14	13					
2018	12	9876																				
2018	12	9877	12	21	33					30.00		8	4	7	14	15	18	12	21	33	26	554
2018	12	9881	46	69	115					8.00		7	39	20	49	27	88	1	3	4		
2018	12	9884																				
2018	12	9885																				
2018	12	9892								8.00												
2018	12	9899																				
2018	12	9900	22	21	43					25.00		1	21	4	17	5	38	6	0	6	43	1072
2018	12	9902	11	17	28							7	4	11	6	18	10	8	7	15		
2018	12	9907																				
2018	12	9908																				
2018	12	9911								25.00												
2018	12	9912	37	17	54							19	18	8	9	27	27					
2018	12	9915																				
2018	12	9916																				
2018	12	9918	5	4	9					16.00			5		4		9					
2018	12	9919																				
2018	12	9921																				
2018	12	9924	11	12	23					20.00		7	4	4	8	11	12	3	1	4		
2018	12	9926																				
2018	12	9927								20.00												
2018	12	9929								17.00												
2018	12	9932			48																	
2018	12	9933	10							12.00		10									10	123
2018	12	9952	0	30	30					14.00		0	0	14	16	14	16				10	145
2018	12	9955	13	24	37					16.00		9	4	15	9	24	13	0	0	0	21	336
2018	12	9958																				
2018	12	9959																				
2018	12	9960								9.00												
2018	12	9962																				
2018	12	9975																				
2018	12	9977	16	9	25					16.00		4	12	3	6	7	18	0	0	0		
2018	12	9978	20	9	29					3.00								1			29	99
2018	12	9979	17	112	129					19.00		8	9	49	63	57	72	0	6	6	55	1030
2018	12	9985																				
2018	12	9988																				
2018	12	9990																				
2018	12	9993	7	4	11					17.00		2	5	2	2	4	7	1	3	4		
2018	12	9996								15.00												
2018	12	9997	59	4	63					30.00		59		4		63						
2018	12	9998	82	382	464					17.00		29	53	102	280	131	333	13	30	43	464	8007
2018	12	9999	31	15	46					10.00		29	2	14	1	43	3	1	0	1	46	503
2018	12	10005	4	34	38					8.00		4		19	15	23	15		4			
2018	12	10007	4	8	12					18.00		1	3	3	5	4	8					
2018	12	10009	5	12	17					9.00											1	9
2018	12	10015																				
2018	12	10016																				
2018	12	10019																				
2018	12	10020																				
2018	12	10021	11	16	27					21.00		8	3	9	7	17	10	0	1	1	14	292
2018	12	10022	3	49	52					5.00		2	1	27	22	29	23	2	16	18	52	276
2018	12	10025	5	18	23					15.00		5	0	17	1	22	1					
2018	12	10027								34.00												
2018	12	10029																				
2018	12	10030	18	1	19					22.00		13	5	1	0	14	5					
2018	12	10032	8	18	26					15.00		3	5	11	7	14	12	0	0	0		
2018	12	10042																				
2018	12	10043																				
2018	12	10046																				
2018	12	10048								21.00											20	420
2018	12	10049	41	24	65					13.00		17	24	9	15	26	39				49	630
2018	12	10054								26.00												
2018	12	10055																				
2018	12	10056								22.00												
2018	12	10058								17.00												
2018	12	10061								23.00												
2018	12	10062	13	20	33							5	8	13	7	18	15					
2018	12	10067																				
2018	12	10070																				
2018	12	10071	98	32	130					18.00												
2018	12	10072								12.00												
2018	12	10074	78	75	153					12.00		46	32	37	38	83	70	4	5	9	133	1875
2018	12	10075																				
2018	12	10077																				
2018	12	10079	204	15	219					21.00		117	87	9	6	126	93	162	10	172	208	4376
2018	12	10080																				
2018	12	10081								16.00												
2018	12	10082	16	10	26					9.00		1	15	0	10	1	25	3	0	3	18	157
2018	12	10083								19.00												
2018	12	10084	103	136	239					18.00		46	57	64	72	110	129	5	10	15	239	4462
2018	12	10087	132	165	297					13.00		37	95	46	119	83	214	106	47	153	192	2525
2018	12	10088			163											87	76					
2018	12	10090	10	41	51					13.00		6	4	24	17	30	21	6	15	21	51	232
2018	12	10102								22.00												
2018	12	10103	465	295	760					22.00		252	213	150	145	402	358	342	0	342	563	12603
2018	12	20835																				
2018	12	20901	903	293	1196					11.00		553	350	135	158	688	508	763	109	872	709	7791
2018	12	21048	166	473	639					17.00		78	88	233	240	311	328	45	70	115	317	5508
2018	12	21050																				
2018	12	21219																				
2018	12	21558																				
2018	12	21564			457											238	219					
2018	12	21607	302	526	828					16.00		167	135	231	295	398	430	230	159	389	477	7631
2018	12	21678																				
2018	12	21679																				
2018	12	21680	126	45	171					15.00		77	49	11	34	88	83			110		
2018	12	52885	59	94	153					18.00												
2018	12	52886																				
2018	12	52887	178	204	382					10.00												
2018	12	52889																				
2018	12	52925	43	49	92					10.00		7	36	12	37	19	73	11	8	19	59	572
2018	12	52951	53	35	88					18.00		20	33	18	17	38	50					
2018	12	52953	31	56	87					16.00		30	1	47	9	77	10	19	29	48		
2018	12	52957																				
2018	12	52974	88	23	111					11.00		56	32	14	9	70	41	2	0	2	111	1256
2018	12	52990	17	70	87					26.00		15	2	47	23	62	25				40	1030
2018	12	52991																				
2018	12	52992																				
2018	12	53001								11.00												
2018	12	53002	16	32	48					10.00		14	2	24	8	38	10	13	5	18	27	261
2018	12	53003								13.00												
2018	12	53004																				
2018	12	53006	6	29	35					7.00		4	2	21	8	25	10	2	5	7	35	232
2018	12	53008	0	50	50					11.00				35	15	35	15		45	45	45	472
2018	12	53011																				
2018	12	53026								12.00				12	57							
2018	12	53027																				
2018	12	53028			55																	
2018	12	53030	56	30	86					13.00												
2018	12	53079																				
2018	12	53092								4.00			12	1	15			1				
2018	12	53112	17	13	30					9.00		2	15	0	13	2	28					
2018	12	53113	5	4	9							0	5	0	4	0	9	5		5		
2018	12	53115	5	6	11					15.00		5	0	5	1	10	1	0	0	0		
2018	12	53117								5.00												
2018	12	53173			139					9.00											139	1274
2018	12	53175	27	81	108					18.00		12	15	41	40	53	55				57	1044
2018	12	64270	49	107	156					21.00		18	31	42	65	60	96	7	5	12	85	1778
2018	12	126875	26	16	42					6.00		3	23	4	12	7	35	2	3	5	31	170
2018	12	126876	102	88	190					9.00												
2018	12	126881	11	23	34					6.00		6	5	11	12	17	17	1	0	1	15	100
2018	12	126882	15	35	50					18.00												
2018	12	126897	11	31	42							9	2	24	7	33	9	8	21	29		
2018	12	126913								21.00												
2018	12	126942																				
2018	12	127094	65							11.00		14	51								65	731
2018	12	127095	26	102	128																	
2018	12	127642	1093	561	1654					41.00		258	835	137	424	395	1259				1280	52480
2018	12	127860																				
2018	12	127864	126	63	189					24.00												
2018	12	127865																				
2018	12	128007																				
2018	12	128827	77	102	179					11.00		58	19	75	27	133	46	30	21	51	111	1026
2018	12	129379	7							10.00		5	2									
2018	12	129380								25.00												
2018	12	129381								11.00												
2018	12	129382	2	23	25					17.00		1	1	11	12	12	13	2	21	23	10	176
2018	12	129385																				
2018	12	129388	85	45	130					24.00		34	51	20	25	54	76	1	0	1	100	2432
2018	12	129406	26	35	61																	
2018	12	129411	34	48	82																	
2018	12	129419	92	73	165					24.00		48	44	46	27	94	71	10	2	12	102	2438
2018	12	129420	41	39	80																	
2018	12	129425	39	24	63																	
2018	12	129535								25.00												
2018	12	129539	93	385	478							32	61	182	203	214	264	93	385	478		
2018	12	130334	158	11319	11477							104	54	6405	4914	6509	4968	37	2246	2283		
2018	12	130743	31	98	129											49	80					
2018	12	130859	159	293	452					11.00		69	90	102	191	171	281	138	62	200	257	2901
2018	12	130897																				
2018	12	130993								25.00												
2018	12	130998																				
2018	12	131054																				
2018	12	131055																				
2018	12	131057																				
2018	12	131058																				
2018	12	131061																				
2018	12	131119																				
2018	12	131121								17.00												
2018	12	131128	91	138	229					10.00		59	32	79	59	138	91	32	35	67	137	1319
2018	12	131239	423	760	1183							167	256	314	446	481	702	114	11	125		
2018	12	131332	21	11	32					14.00		5	16	6	5	11	21	4	4	8		
2018	12	131339																				
2018	12	131344																				
2018	12	132163																				
2018	12	132164																				
2018	12	132187																				
2018	12	132243																				
2018	12	132246																				
2018	12	132460																				
2018	12	132467																				
2018	12	132474	23	34	57					25.00											34	864
2018	12	132488	15	21	36					11.00		5	10	14	7	19	17	3	1	4		
2018	12	132489																				
2018	12	132507																				
2018	12	132509																				
2018	12	132510																				
2018	12	132511	11	6	17					31.00		3	8	3	3	6	11				13	407
2018	12	132512																				
2018	12	132513	14	9	23					30.00		5	9	4	5	9	14	0	0	0		
2018	12	132514																				
2018	12	132520	8	21	29					10.00		2	6	12	9	14	15	0	4	4	29	304
2018	12	132525																				
2018	12	132526	6	5	11					11.00											11	118
2018	12	132527																				
2018	12	132544								11.00												
2018	12	132546																				
2018	12	132564																				
2018	12	132582																				
2018	12	132586																				
2018	12	132587																				
2018	12	132599																				
2018	12	132603																				
2018	12	132614	16	11	27							2	14	9	2	11	16	0	0	0		
2018	12	132618								20.00												
2018	12	132635																				
2018	12	132644																				
2018	12	132648								22.00												
2018	12	132649	17	0	17					18.00		17	0	0	0	17	0					
2018	12	132652																				
2018	12	132653																				
2018	12	132655																				
2018	12	132659	20	158	178							10	10	79	79	89	89	2	31	33		
2018	12	132662	35	244	279							18	17	145	99	163	116	19	53	72		
2018	12	132664	29	289	318							17	12	175	114	192	126	5	72	77		
2018	12	132670	49	469	518							18	31	270	199	288	230	5	78	83		
2018	12	132671	30	369	399							18	12	223	146	241	158	9	99	108		
2018	12	132693																				
2018	12	132694																				
2018	12	132697																				
2018	12	132698																				
2018	12	132699																				
2018	12	132700																				
2018	12	132701																				
2018	12	132702																				
2018	12	132730	18	59	77																	
2018	12	132731								16.00												
2018	12	132734																				
2018	12	132738	10	11	21					12.00		9	1	3	8	12	9					
2018	12	132741								22.00												
2018	12	132742																				
2018	12	132745	18	32	50					24.00		1	17	10	22	11	39				29	674
2018	12	132753	3	5	8					26.00											5	130
2018	12	132770	8	6	14					15.00		3	5	4	2	7	7	0	0	0		
2018	12	132777	19	17	36					26.00		3	16	4	13	7	29				15	384
2018	12	132779																				
2018	12	132790								24.00												
2018	12	132793																				
2018	12	132796																				
2018	12	132835								22.00												
2018	12	132837								15.00												
2018	12	132851								24.00												
2018	12	132881																				
2018	12	132885																				
2018	12	132918																				
2018	12	132930																				
2018	12	132931																				
2018	12	132938	36	44	80					14.00		5	31	11	33	16	64				71	1019
2018	12	132951																				
2018	12	133034	735	624	1359																	
2018	12	135441																				
2018	12	135475																				
2018	12	135485																				
2018	12	135488																				
2018	12	135489																				
2018	12	135490																				
2018	12	135491																				
2018	12	135498	70	1443	1513					14.00		45	25	750	683	795	708				548	7772
2018	12	135512	11	2	13					35.00		2	9	1	1	3	10				12	413
2018	12	138025	2	35	37					17.00		2	0	19	16	21	16	2	11	13	13	217
2018	12	138029																				
2018	12	138035	92	325	417					23.00		38	54	196	129	234	183					
2018	12	138037																				
2018	12	138093	141	334	475					70.00		85	56	196	138	281	194	101	214	315	252	17589
2018	12	138095	90	222	312					10.00		27	63					27	38	65	164	1647
2018	12	138219	6	23	29					31.00		5	1	13	10	18	11				14	425
2018	12	138220																				
2018	12	138244			396																	
2018	12	138451			8					15.00						7	1			4		
2018	12	138511			157															10		
2018	12	139022																				
2018	12	139249																				
2018	12	139290								15.00												
2018	12	139301																				
2018	12	139423																				
2018	12	139467																				
2018	12	139493																				
2018	12	139496								10.00												
2018	12	139577																				
2018	12	139578																				
2018	12	139579																				
2018	12	139646																				
2018	12	139647																				
2018	12	139656																				
2018	12	139659																				
2018	12	139665																				
2018	12	139672																				
2018	12	139676																				
2018	12	139681																				
2018	12	139684																				
2018	12	139699	18	34	52					14.00		4	14	10	24	14	38				29	406
2018	12	139740																				
2018	12	139763																				
2018	12	139844																				
2018	12	139866																				
2018	12	139869	27	45	72					15.00		14	13	20	25	34	38	1	0	1		
2018	12	139872								29.00												
2018	12	139878	29	51	80					11.00		18	11	16	35	34	46	2	2	4	46	664
2018	12	139880																				
2018	12	139882																				
2018	12	139884																				
2018	12	139890	54	113	167					19.00		28	26	50	63	78	89				167	2934
2018	12	139899																				
2018	12	139903	141	161	302					22.00		76	65	86	75	162	140				195	4343
2018	12	139920	84	150	234					18.00											234	4215
2018	12	139924																				
2018	12	140006	10							9.00		9	1					3			10	81
2018	12	140031																				
2018	12	140119																				
2018	12	140162	154	122	276																1	22
2018	12	140180	154	122	276																22	1
2018	12	140236																				
2018	12	140269																				
2018	12	140313	11	9	20							1	10	1	8	2	18	11	9	20		
2018	12	140373								18.00												
2018	12	140451	17	33	50					11.00		7	10	14	19	21	29					
2018	12	140472																				
2018	12	140485	4	4	8					22.00		0	4	3	1	3	5					
2018	12	140494																				
2018	12	140539	6	26	32					8.00											32	265
2018	12	140545								13.00												
2018	12	140552	51	13	64					16.00		51	0	8	5	59	5					
2018	12	140615																				
2018	12	140618	12	11	23					15.00		4	8	2	9	6	17	1			23	350
2018	12	140656			96					20.00												
2018	12	140659								12.00												
2018	12	140695																				
2018	12	140698	74	139	213					12.00												
2018	12	140706								16.00												
2018	12	140766								24.00												
2018	12	140829																				
2018	12	140855																				
2018	12	140856																				
2018	12	140891																				
2018	12	140916																				
2018	12	140934								35.00												
2018	12	141060																				
2018	12	141076																				
2018	12	141141																				
2018	12	141153																				
2018	12	141222	19	36	55					33.00											31	1019
2018	12	141249	20	2	22																	
2018	12	141324																				
2018	12	141335																				
2018	12	141382																				
2018	12	141411																				
2018	12	141510	5	23	28					5.00											28	151
2018	12	141527																				
2018	12	141534								8.00												
2018	12	141535								17.00												
2018	12	141568																				
2018	12	141655																				
2018	12	141682																				
2018	12	141699																				
2018	12	141721	21	91	112							10	11	47	44	57	55					
2018	12	141765	15	22	37					11.00		4	11	5	17	9	28	3	2	5	37	415
2018	12	141788																				
2018	12	141800																				
2018	12	141801																				
2018	12	141828																				
2018	12	141931																				
2018	12	141974	1		1					10.00		1	0	0	0	1	0			0	1	10
2018	12	142019																				
2018	12	142053																				
2018	12	142069								24.00												
2018	12	142081	37	16	53					10.00		26	11	3	13	29	24	8	2	10	1	10
2018	12	142134																				
2018	12	142186								19.00												
2018	12	142247																				
2018	12	142250																				
2018	12	142290	12	54	66					7.00		2	10	15	39	17	49	2	17	19	30	203
2018	12	142296	12	9	21					14.00		6	6	2	7	8	13	0	1	1	15	205
2018	12	142302																				
2018	12	142310	28	35	63							1	27	6	29	7	56					
2018	12	142311																				
2018	12	142314	30	60	90					20.00		9	21	23	37	32	58	3	5	8	50	1011
2018	12	142322																				
2018	12	142347																				
2018	12	142354	9	19	28					16.00		5	4	10	9	15	13	1	0	1	13	246
2018	12	142363																				
2018	12	142382																				
2018	12	142425	2	10	12					10.00		1	1	5	5	6	6	1	2	3	5	51
2018	12	142427																				
2018	12	142430	18	55	73					10.00								3				
2018	12	142453	7	20	27					8.00		5	2					4	12	16	27	211
2018	12	142457																				
2018	12	142497																				
2018	12	142504	11	24	35					7.00		7	4	9	15	16	19				35	236
2018	12	142515																				
2018	12	142521								21.00												
2018	12	142524	15	31	46					19.00		8	7	16	15	24	22	2	1	3	25	485
2018	12	142529	2	15	17					8.00		2	0	11	4	13	4		9	9	17	99
2018	12	142946	16	309	325							12	4	184	125	196	129	6	114	120		
2018	12	142947	15	166	181							14	1	110	56	124	57	7	71	78		
2018	12	143257																				
2018	12	143620																				
2018	12	143622	0	100	100					15.00												
2018	12	143635	19	16	35					20.00		4	15	5	11	9	26	0	0	0	24	497
2018	12	143636																				
2018	12	143723								16.00												
2018	12	143725	34	63	97					18.00											55	994
2018	12	143748																				
2018	12	154540	3	36	39					17.00		1	2	24	12	25	14				15	262
2018	12	154737	99	219	318					19.00											171	3203
2018	12	154975	159	130	289					9.00											202	1724
2018	12	155095																				
2018	12	155146																				
2018	12	155459	8	36	44					7.00		7	1	25	11	32	12	3	13	16	14	98
2018	12	155936	142	516	658					37.00		74	68	207	309	281	377	59	83	142	314	11717
2018	12	156093	232	263	495					18.00		127	105	119	144	246	249	111	75	186	320	5641
2018	12	156479	14	41	55					10.00		10	4	28	13	38	17	12	17	29		
2018	12	158049			34					16.00												
2018	12	158066																				
2018	12	158070																				
2018	12	158071																				
2018	12	158072																				
2018	12	158073																				
2018	12	158093																				
2018	12	158118																				
2018	12	158126																				
2018	12	158132																				
2018	12	158160																				
2018	12	158173																				
2018	12	158174	5	27	32					10.00		3	2	18	9	21	11	2	5	7		
2018	12	158175																				
2018	12	158176																				
2018	12	158177																				
2018	12	158179																				
2018	12	158180	14	1	15					12.00		13	1	1	0	14	1				15	170
2018	12	158192								22.00												
2018	12	158203	9	5	14					15.00		1	8	3	2	4	10				14	205
2018	12	158218	10	14	24					28.00		1	9	2	12	3	21				15	411
2018	12	158299																				
2018	12	158300																				
2018	12	158301																				
2018	12	158329	3	30	33					18.00		2	1	15	15	17	16				13	232
2018	12	158330	13	12	25					17.00		8	5	4	8	12	13				17	292
2018	12	158331	5	12	17					7.00		3	2	7	5	10	7	5				
2018	12	158871																				
2018	12	158874	2	17	19					6.00		1	1	9	8	10	9				19	104
2018	12	158875	2	10	12					11.00		0	2	7	3	7	5	1	0	1	2	57
2018	12	158876	2	4						14.00		2		2	2							
2018	12	158877																				
2018	12	158878																				
2018	12	158894			962																	
2018	12	159154																				
2018	12	159155																				
2018	12	159161			22											0	22			1		
2018	12	159166																				
2018	12	159169	28	9	37					11.00		16	12	5	4	21	16	17	3	20	31	345
2018	12	159172	177	387	564					25.00												
2018	12	159177	28	101	129					14.00		14	14	57	44	71	58	1	9	10	71	994
2018	12	159183	44	30	74					16.00		30	14	18	12	48	26	38	17	55	54	857
2018	12	159248																				
2018	12	159251	13	5	18					7.00		1	12	0	5	1	17	0	0	0	18	116
2018	12	159253	30	25	55					14.00		24	6	18	7	42	13	26	11	37	38	546
2018	12	159362	13	15	28					19.00		8	5	6	9	14	14	0	0	0		
2018	12	159378	8	14	22					6.00		5	3	6	8	11	11	2	1	3	22	140
2018	12	159389	22	9	31					5.00		2	20	3	6	5	26	2	0	2	25	135
2018	12	159699																				
2018	12	159743	12	10	22					7.00						18	4	9	6	15	22	168
2018	12	159744	14	27	41					17.00		9	5	11	16	20	21	14	10	24	41	720
2018	12	159751								24.00												
2018	12	159936																				
2018	12	159939																				
2018	12	159941																				
2018	12	159942																				
2018	12	159956																				
2018	12	159957																				
2018	12	159958																				
2018	12	160002								20.00												
2018	12	160284																				
2018	12	160400			46					3.00						37	9			13	46	116
2018	12	160467			32																	
2018	12	160486																				
2018	12	160489																				
2018	12	161698	71	196	267					18.00												
2018	12	161705	67	26	93					14.00		48	19	15	11	63	30	57	17	74	76	1060
2018	12	161730	16	30	46					29.00		15	1	25	5	40	6	2	0	2	16	449
2018	12	161739	14	4	18					13.00		14		2	2	16	2			6		
2018	12	161742	6	2	8					12.00		6		2		8					6	64
2018	12	161743																				
2018	12	161751																				
2018	12	161752																				
2018	12	161761																				
2018	12	161777																				
2018	12	161801																				
2018	12	161806																				
2018	12	161835																				
2018	12	161846	7	2	9					9.00		1	6	0	2	1	8	0	0	0	1	8
2018	12	161849								10.00												
2018	12	161875	24	2	26					25.00		4	20	0	2	4	22	3	0	3	25	623
2018	12	161879																				
2018	12	161976																				
2018	12	161990																				
2018	12	161994	8	45	53					15.00								4	8	12		
2018	12	162011																				
2018	12	162013	10	57	67					17.00		3	7	24	33	27	40	1	9	10	29	416
2018	12	162019																				
2018	12	162048																				
2018	12	162051								19.00												
2018	12	162128																				
2018	12	162141																				
2018	12	162148																				
2018	12	162202																				
2018	12	162203																				
2018	12	162204																				
2018	12	162261																				
2018	12	162265																				
2018	12	162668	19	22	41					10.00		18	1	13	9	31	10	17	12	29	26	256
2018	12	162674																				
2018	12	162675																				
2018	12	162676																				
2018	12	162677																				
2018	12	162678																				
2018	12	162679																				
2018	12	162680																				
2018	12	162681																				
2018	12	162682																				
2018	12	162683																				
2018	12	162684																				
2018	12	162685																				
2018	12	162686																				
2018	12	162687	56	164	220					18.00												
2018	12	162689	38	63	101					11.00		17	21	32	31	49	52	33	36	69	101	760
2018	12	162701	154	122	276																1	22
2018	12	162706	18	107	125							9	9	36	71	45	80					
2018	12	162812																				
2018	12	162813																				
2018	12	162816	352	51	403					15.00		263	89	18	33	281	122	282	0	282		
2018	12	162824	17	31	48					10.00		8	9	15	16	23	25	5	5	10		
2018	12	162826																				
2018	12	162829	6	12	18					12.00		6	0	10	2	16	2	5	4	9	11	134
2018	12	162833	7	17	24					5.00		6	1	14	3	20	4	7	11	18	11	56
2018	12	162840	8	28	36					8.00		4	4	18	10	22	14	3	11	14	17	135
2018	12	162872	4	18	22					11.00		3	1	10	8	13	9	2	3	5	12	126
2018	12	162886	17	6	23					1.00		10	7	4	2	14	9	9	1	10		
2018	12	162901																				
2018	12	163026	91	138	229					10.00		59	32	79	59	138	91	32	35	67	137	1319
2018	12	163149	90	30	120					22.00		49	41	14	16	63	57				100	2223
2018	12	163258																				
2018	12	163317																				
2018	12	163342																				
2018	12	163343																				
2018	12	163784																				
2018	12	163947	44	24	68					8.00		27	17	12	12	39	29	43	14	57	52	412
2018	12	164003								34.00												
2018	12	164634	35	52	87							23	12	26	26	49	38	5	0	5		
2018	12	164636	75	130	205					22.00		25	50	66	64	91	114	10	15	25	118	2566
2018	12	164637																				
2018	12	164639																				
2018	12	164688								10.00												
2018	12	164787								16.00												
2018	12	164793																				
2018	12	164796																				
2018	12	164806																				
2018	12	164810																				
2018	12	164812								12.00												
2018	12	164829	257	88	345					16.00		120	137	53	35	173	172	196	7	203	286	4644
2018	12	164830	218	129	347					20.00		103	115	66	63	169	178	182	15	197	261	5338
2018	12	164834																				
2018	12	164836																				
2018	12	164837																				
2018	12	164838																				
2018	12	164840																				
2018	12	164852	8	21	29					31.00											15	465
2018	12	164879																				
2018	12	165109	31	241	272							10	21	131	110	141	131	3	26	29		
2018	12	165111																				
2018	12	165119	89	205	294					15.00								89				
2018	12	166010																				
2018	12	166029																				
2018	12	166048																				
2018	12	166073	4	4	8					2.00		4	0	2	2	6	2	3	1	4	8	13
2018	12	166112	41	18	59					8.00		26	15	10	8	36	23	39	9	48	47	361
2018	12	166981																				
2018	12	167044																				
2018	12	167092																				
2018	12	167109																				
2018	12	167364								15.00												
2018	12	167702																				
2018	12	168456	91	138	229					10.00		59	32	79	59	138	91	32	35	67	137	1319
2018	12	168465																				
2018	12	168473	15	25	40							14	1	20	5	34	6					
2018	12	168474																				
2018	12	168506																				
2018	12	168518																				
2018	12	168550																				
2018	12	168552																				
2018	12	168554																				
2018	12	168556																				
2018	12	168582																				
2018	12	168650																				
2018	12	168652																				
2018	12	168698																				
2018	12	168710								22.00												
2018	12	168722																				
2018	12	168746																				
2018	12	168758																				
2018	12	168760																				
2018	12	168776																				
2018	12	168786																				
2018	12	168788																				
2018	12	168835	48	33	81					6.00		37	11	22	11	59	22	5	4	9	59	366
2018	12	168839								10.00												
2018	12	168840								8.00												
2018	12	169865	109	186	295					32.00											295	9456
2018	12	169904																				
2018	12	169905																				
2018	12	169906																				
2018	12	169911																				
2018	12	169912																				
2018	12	169923	5	7	12					22.00											7	158
2018	12	169967																				
2018	12	170180	315	58	373					18.00		182	133	31	27	213	160	260	28	288	334	6170
2018	12	170211								10.00												
2018	12	170219																				
2018	12	170317																				
2018	12	170349	190	78	268					12.00		111	79	41	37	152	116			60	268	3183
2018	12	170350	374	38	412					18.00		254	120								387	6964
2018	12	171152																				
2018	12	171178																				
2018	12	171188	12	41	53					22.00		2	10	11	30	13	40					
2018	12	171189	12	42	54					22.00		3	9	13	29	16	38					
2018	12	171199																				
2018	12	171200																				
2018	12	171202	13	15	28					24.00		4	9	7	8	11	17				18	437
2018	12	171203	8	14	22					42.00		1	7	2	12	3	19				13	537
2018	12	171508																				
2018	12	171531	554	81	635					19.00		210	344	29	52	239	396	397	39	436	516	9554
2018	12	171615																				
2018	12	171621																				
2018	12	171626																				
2018	12	171650																				
2018	12	171651																				
2018	12	171652																				
2018	12	171653																				
2018	12	171654																				
2018	12	171655																				
2018	12	171656																				
2018	12	171657																				
2018	12	171658																				
2018	12	171659																				
2018	12	171660																				
2018	12	171661								12.00												
2018	12	171662																				
2018	12	171675																				
2018	12	171681								19.00												
2018	12	171746																				
2018	12	171753																				
2018	12	171754																				
2018	12	171760																				
2018	12	171761																				
2018	12	173860																				
2018	12	173908																				
2018	12	173911																				
2018	12	173913																				
2018	12	173915																				
2018	12	173916																				
2018	12	173919																				
2018	12	173923																				
2018	12	175574																				
2018	12	175835			613											321	292					
2018	12	175906																				
2018	12	175949																				
2018	12	175950																				
2018	12	175965																				
2018	12	175970																				
2018	12	175979								14.00												
2018	12	175985																				
2018	12	176000																				
2018	12	176005																				
2018	12	176006																				
2018	12	176007																				
2018	12	176008																				
2018	12	176018	6	27	33					17.00		5	1	23	4	28	5		1		15	256
2018	12	176019	7	25	32					14.00		7	0	18	7	25	7	2	1	3	15	200
2018	12	176030																				
2018	12	176035																				
2018	12	176079																				
2018	12	176081																				
2018	12	176082																				
2018	12	176093	103	13	116							79	24	12	1	91	25	9	2	11		
2018	12	176095																				
2018	12	176103																				
2018	12	176108																				
2018	12	176110																				
2018	12	176121																				
2018	12	176131																				
2018	12	176134																				
2018	12	176153																				
2018	12	176174																				
2018	12	176176	11	39	50					42.00											24	1005
