DATASET_YR	REPRJ_ID	INUN_ID	FT_N	PT_N	TOT_N	UG_FT_N	UG_PT_N	UG_TOT_N	FT_DEG_P	UG_RATIO	GRAD_STUD	FT_MEN_N	FT_WMN_N	PT_MEN_N	PT_WMN_N	TOT_MEN_N	TOT_WMN_N	FT_DEG_TERM_N	PT_DEG_TERM_N	TOT_DEG_TERM_N	UG_RATIO_FAC_N	UG_RATIO_STUD_N
2018	12	6161																				
2018	12	6162	70	152	222							30	40	59	93	89	133	12	0	12		
2018	12	6163	151	72	223					18.00		70	81	37	35	107	116	98	25	123		
2018	12	6165	97	243	340					19.00		59	38	95	148	154	186	14	13	27	340	6365
2018	12	6168	124	360	484					10.00		60	64	173	187	233	251	96	42	138	244	1393
2018	12	6169	198	301	499					16.00		106	92	136	165	242	257	197			298	4628
2018	12	6170								8.00											106	725
2018	12	6171	419	108	527					14.00		228	191	43	65	271	256	333	12	345	455	6416
2018	12	6173	637	507	1144					17.00		326	311	216	291	542	602	522	262	784	806	13713
2018	12	6174																				
2018	12	6175	114	76	190					9.00		47	67	32	44	79	111				139	1221
2018	12	6177	760	559	1319					17.00		371	389	210	349	581	738	621	126	747	946	15662
2018	12	6178	158	167	325					14.00		84	74	69	98	153	172	100	25	125	214	2062
2018	12	6179																				
2018	12	6180	52	130	182					21.00		14	38	43	87	57	125	3	7	10	95	2074
2018	12	6181	156	174	330					19.00		79	77	76	98	155	175	116	30	146	208	3992
2018	12	6182								20.00												
2018	12	6184	4	23	27					16.00		4	0	19	4	23	4	2	6	8	11	170
2018	12	6185																				
2018	12	6186	109	61	170					17.00		57	52	33	28	90	80	24	29	53	129	2180
2018	12	6187	17	70	87					13.00												
2018	12	6189	483	193	676					21.00		249	234	85	108	334	342	370	0	370	547	11432
2018	12	6190	34	37	71					20.00		16	18	17	20	33	38	9			46	936
2018	12	6191	121	443	564					24.00		67	54	200	243	267	297				269	6390
2018	12	6192	231	598	829													52	74	126		
2018	12	6194																				
2018	12	6195	221	132	353					19.00		113	108	52	80	165	188	166	0	166	354	6742
2018	12	6196	592	552	1144					15.00		303	289	229	323	532	612				776	11935
2018	12	6197	70	71	141					15.00		43	27	35	36	78	63	60	21	81	94	1388
2018	12	6198	390	284	674					18.00		205	185	101	183	306	368	314	113	427	484	8786
2018	12	6200								15.00												
2018	12	6201	18	49	67					15.00												
2018	12	6203	147	37	184					12.00		77	70	14	23	91	93	123	18	141	158	1930
2018	12	6204	295	346	641					23.00		190	105	226	120	416	225	230	30	260	401	9042
2018	12	6206																				
2018	12	6212	429	680	1109					16.00		181	248	290	390	471	638	53	69	122	769	11972
2018	12	6215																				
2018	12	6216	152	132	284					9.00		58	94	47	85	105	179	108	38	146	196	1805
2018	12	6217	317	54	371					19.00		161	156	22	32	183	188	261	16	277	335	6213
2018	12	6218	186	350	536					31.00		84	102	172	178	256	280	56	73	129	303	9310
2018	12	6219	49	129	178					17.00		19	30	58	71	77	101	7	9	16	92	1576
2018	12	6222	145	335	480					21.00								22		22		
2018	12	6224	36	45	81					9.00		22	14	21	24	43	38				81	751
2018	12	6225	333	650	983					15.00												
2018	12	6226	135	358	493					19.00		46	89	140	218	186	307	13	26	39	254	4910
2018	12	6227	49	149	198					12.00		14	35	55	94	69	129	9	24	33	99	1169
2018	12	6231	13	24	37					10.00		8	5	12	12	20	17	3	7	10		
2018	12	6232																				
2018	12	6233								14.00											99	1357
2018	12	6235	128	55	183					11.00		68	60	21	34	89	94	121	18	139	146	1648
2018	12	6237																				
2018	12	6238	153	228	381					14.00		59	94	116	112	175	206	125	46	171	200	2780
2018	12	6239	69	91	160					11.00		32	37	28	63	60	100	62	22	84	96	1016
2018	12	6243	433	166	599					12.00		217	216	78	88	295	304	373	81	454	474	5661
2018	12	6245			1231					13.00								58	85	143	1231	15423
2018	12	6246	35	78	113					24.00		15	20	35	43	50	63	6	11	17	113	2560
2018	12	6247								26.00												
2018	12	6248	324	108	432							239	85	59	49	298	134	245	28	273		
2018	12	6249	105	1159	1264							67	38	834	325	901	363	81	732	813		
2018	12	6250	109	55	164					17.00		82	27	35	20	117	47				134	2296
2018	12	6251	202	252	454					13.00		116	86	127	125	243	211	144	123	267	285	3769
2018	12	6253																				
2018	12	6254	50	29	79					15.00		29	21	16	13	45	34	37	4	41	57	889
2018	12	6255	90	101	191					13.00		35	55	39	62	74	117	79	60	139	131	1739
2018	12	6259	20	19	39					10.00		15	5	11	8	26	13	3	4	7		
2018	12	6260	95	52	147					11.00		44	51	34	18	78	69	80	16	96	93	1000
2018	12	6261	1066	156	1222					9.00		627	439	95	61	722	500	1025	117	1142	753	6842
2018	12	6264	247	31	278					17.00		125	122	12	19	137	141	202	11	213	248	4285
2018	12	6265	177	736	913					15.00		61	116	287	449	348	565				394	5786
2018	12	6266	105	421	526					14.00		40	65	192	229	232	294	76	142	218	206	2849
2018	12	6268	53	52	105					18.00											72	1263
2018	12	6273								19.00												
2018	12	6274								19.00												
2018	12	6275								19.00												
2018	12	6276	59	23	82					12.00		38	21	12	11	50	32	42	7	49	59	622
2018	12	6283	18	48	66					12.00		10	8	21	27	31	35	13	37	50	34	402
2018	12	6284	118	483	601					29.00		63	55	269	214	332	269					
2018	12	6285	9	16	25					11.00		6	3	10	6	16	9	4	3	7	25	146
2018	12	6286	41	33	74					13.00		21	20	22	11	43	31	31	10	41	52	654
2018	12	6293								14.00												
2018	12	6296	135	234	369					24.00		60	75					24			264	6329
2018	12	6297	155	68	223					21.00		68	87	35	33	103	120	142	34	176	163	3423
2018	12	6298								32.00												
2018	12	6299	270	319	589					12.00		123	147	157	162	280	309	248	137	385	328	3957
2018	12	6301	153	300	453					13.00		78	75	169	131	247	206	128	116	244		
2018	12	6303	172	510	682					14.00		96	76	254	256	350	332	148	157	305		
2018	12	6307	173	152	325					15.00		87	86	75	77	162	163	107	30	137	223	3423
2018	12	6308	17	13	30					11.00		14	3	9	4	23	7	10	5	15	21	220
2018	12	6310																				
2018	12	6312	0	11	11					7.00											11	71
2018	12	6313	39	258	297					13.00											297	2320
2018	12	6314	1	11	12					5.00											12	65
2018	12	6315	0	40	40					7.00											40	290
2018	12	6316	232	884	1116					15.00		104	128	425	459	529	587				1116	8846
2018	12	6317	266	67	333					15.00		141	125	22	45	163	170	215	22	237	288	4401
2018	12	6318	275	285	560					19.00		119	156	97	188	216	344	30	0	30	369	6898
2018	12	6319	26	72	98					21.00		17	9	37	35	54	44	9	3	12	50	1060
2018	12	6321	79	136	215					14.00		32	47	54	82	86	129	54	36	90	107	1495
2018	12	6322																				
2018	12	6323	551	365	916					16.00		311	240					256	55	311	744	11636
2018	12	6324	78	38	116					16.00								59	11	70	91	1439
2018	12	6326	217	57	274					16.00		109	108	23	34	132	142	144	20	164	240	3766
2018	12	6327	35	153	188					16.00		13	22	72	81	85	103	22		22	86	1376
2018	12	6328	46	34	80					13.00		26	20	19	15	45	35	37	10	47	59	746
2018	12	6329	210	108	318					13.00		108	102					168			246	3237
2018	12	6331	22	63	85					15.00		14	8	41	22	55	30	10	14	24	43	650
2018	12	6333	121	128	249					16.00		56	65	64	64	120	129	90	36	126	163	2551
2018	12	6335	54	152	206					16.00		27	27	57	95	84	122	13	12	25	95	1512
2018	12	6336								26.00												
2018	12	6337	543	132	675					16.00		288	255	62	70	350	325	397	0	397	541	8473
2018	12	6338	826	495	1321					24.00		458	368	215	280	673	648	684	176	860	939	22187
2018	12	6342	34	18	52					13.00		27	7					15	7		40	500
2018	12	6345	89	153	242					8.00		27	62	45	108	72	170	43	33	76		
2018	12	6347	306	220	526					15.00		236	70	151	69	387	139	282	132	414	298	4378
2018	12	6348	1275	1165	2440					25.00		732	543	575	590	1307	1133	1107	526	1633	1502	38072
2018	12	6349	401	779	1180					21.00		185	216	399	380	584	596	198	147	345	660	13717
2018	12	6350	28							12.00												
2018	12	6351	105	68	173					12.00		65	40					79			127	1546
2018	12	6352	79	71	150					31.00		45	34	44	27	89	61	15	7	22	103	3274
2018	12	6353	139	148	287					15.00		70	69	61	87	131	156	123	58	181	187	2847
2018	12	6354	1448	326	1774					22.00		873	575	150	176	1023	751	1341	195	1536	1638	36199
2018	12	6355	129	148	277					21.00		55	74	61	87	116	161	38	31	69	178	3886
2018	12	6357	75	126	201					11.00		19	56	39	87	58	143	52	51	103		
2018	12	6358								29.00												
2018	12	6359	184	354	538							72	112	169	185	241	297	47				
2018	12	6361	735	887	1622					15.00		423	312	473	414	896	726	684	426	1110	815	12444
2018	12	6365																				
2018	12	6368	11	17	28					4.00		6	5	6	11	12	16	2	1	3	28	100
2018	12	6370								13.00												
2018	12	6371								11.00												
2018	12	6372								12.00												
2018	12	6373	315	229	544					16.00		174	141	108	121	282	262	192	55	247	300	4763
2018	12	6375	183	81	264					15.00		89	94	45	36	134	130	157	30	187	210	3064
2018	12	6376																				
2018	12	6377																				
2018	12	6378			600																	
2018	12	6379	129	13	142					16.00		76	53	5	8	81	61	91	9	100	142	2229
2018	12	6381	74	111	185					8.00		26	48	49	62	75	110				102	772
2018	12	6382	315	498	813					11.00		185	130	277	221	462	351				481	5343
2018	12	6384	198	132	330					14.00		85	113	52	80	137	193				265	3802
2018	12	6386	183	75	258					16.00		83	100	19	56	102	156	146	13	159	207	3328
2018	12	6387	242	31	273					9.00		124	118	17	14	141	132	230	14	244	256	2270
2018	12	6388	75	48	123					11.00		42	33	25	23	67	56	65	15	80	89	980
2018	12	6389	23	24	47					9.00		14	9	11	13	25	22	22	23	45	37	347
2018	12	6390																				
2018	12	6392	94	233	327					13.00		47	47					87	46	133	150	1953
2018	12	6394	61	753	814					11.00											312	3487
2018	12	6396	35	40	75					16.00		15	20	12	28	27	48	3	3	6	48	768
2018	12	6397	326	362	688							146	180	198	164	344	344	143	59	202		
2018	12	6398	102	307	409					15.00		41	61	145	162	186	223	30	51	81	409	6220
2018	12	6400	93	64	157					13.00		66	27	33	31	99	58	74	23	97	100	1286
2018	12	6401	16	42	58					8.00								10	15	25	30	251
2018	12	6402								28.00												
2018	12	6403	83	396	479					13.00		47	36	154	242	201	278	70	87	157	213	2863
2018	12	6404	25	17	42					10.00		19	6	9	8	28	14	10	4	14	21	221
2018	12	6405	61	221	282					10.00		36	25	92	129	128	154	44	39	83	135	1330
2018	12	6407	6	137	143					27.00												
2018	12	6408	249	141	390					15.00		140	109	54	87	194	196	193	33	226	390	5396
2018	12	6411																				
2018	12	6413	352	587	939					26.00		174	178	282	305	456	483					
2018	12	6414			702					8.00												
2018	12	6415	54	91	145					24.00		29	25									
2018	12	6417	235	92	327					10.00		146	89	44	48	190	137	232	50	282	266	2687
2018	12	6418	149	154	303					17.00		63	86	56	98	119	184				200	3390
2018	12	6421	181	88	269					7.00		70	111	23	65	93	176	128	8	136	211	1441
2018	12	6422	53	44	97					16.00		27	26	17	27	44	53	9	9	18	69	1110
2018	12	6423	238	165	403					12.00		123	115	89	76	212	191	185	45	230	293	3596
2018	12	6424	62									31	31					5				
2018	12	6425	165	135	300					13.00		86	79	65	70	151	149	121				
2018	12	6426	100	60	160					18.00		49	51	29	31	78	82	11	6	17		
2018	12	6427	20	35	55					19.00		13	7	19	16	32	23	4	0	4	32	600
2018	12	6429								15.00												
2018	12	6432	242	457	699					10.00		103	139	202	255	305	394	23		23	394	3824
2018	12	6434	74	250	324					30.00		28	46	92	158	120	204	12	26	38		
2018	12	6436	114	32	146					15.00		81	33	24	8	105	41	99	0	99	125	1834
2018	12	6438	89	258	347					15.00		38	51	105	153	143	204	16	19	35		
2018	12	6439	68	141	209					12.00		46	22	79	62	125	84	57	44	101	108	1302
2018	12	6440																				
2018	12	6441	131	95	226					17.00		40	91	27	68	67	159					
2018	12	6442	195	409	604					14.00								155	9	164	155	2229
2018	12	6443	1290	1402	2692					17.00		729	561	728	674	1457	1235	1172			1686	27954
2018	12	6445	87	79	166					11.00		43	44	27	52	70	96	74	35	109	113	1238
2018	12	6446	1044	1122	2166					11.00		584	460	772	350	1356	810	837	268	1105	952	10441
2018	12	6447																				
2018	12	6450	330	76	406					17.00		145	185	37	39	182	224	271	16	287	406	6952
2018	12	6451	1115	170	1285					22.00		818	297	112	58	930	355	52	5	57	1172	25712
2018	12	6452	125	765	890					15.00											380	5712
2018	12	6453																				
2018	12	6454	87	197	284					12.00		33	54	71	126	104	180	80	61	141	153	1811
2018	12	6455	781	85	866					22.00		404	377	33	52	437	429	663	35	698	835	18090
2018	12	6456	119	47	166					18.00		57	62	12	35	69	97	87	9	96	135	2375
2018	12	6457	1157	390	1547					23.00		628	529	188	202	816	731	1066	241	1307	1126	25552
2018	12	6459	69	303	372					19.00		23	46	146	157	169	203				372	7035
2018	12	6460	227	78	305					9.00		126	101	47	31	173	132	222	33	255	253	2403
2018	12	6461	465	1128	1593					17.00		259	206	587	541	846	747			588	841	14223
2018	12	6462	277	646	923							127	150	284	362	411	512					
2018	12	6463								28.00												
2018	12	6464								16.00												
2018	12	6465	63	67	130					15.00		43	20	33	34	76	54	36	1	37	85	1251
2018	12	6466								28.00												
2018	12	6467	12	77	89							4	8	20	57	24	65	9	65	74		
2018	12	6468								12.00												
2018	12	6469																				
2018	12	6471	30	459	489					16.00		25	5	337	122	362	127	30	123	153		
2018	12	6472	128	406	534					33.00		54	74	249	157	303	231				263	8626
2018	12	6473	18	38	56					26.00		11	7	26	12	37	19	18	5	23	31	810
2018	12	6474	442	328	770					12.00		239	203	160	168	399	371	372	7	379	430	5143
2018	12	6476	94	137	231					11.00		55	39	53	84	108	123	80		80	140	1549
2018	12	6479	122	75	197					21.00		60	62	30	45	90	107					
2018	12	6481	66	35	101					11.00		29	37	18	17	47	54	43	9	52	76	838
2018	12	6483	129	46	175					10.00		50	79	20	26	70	105	118	21	139	144	1454
2018	12	6484	230	240	470							91	139	99	141	190	280	136	34	170		
2018	12	6485	7	14	21					17.00		5	2	9	5	14	7	3	3	6	12	200
2018	12	6486	49	135	184					22.00		32	17	75	60	107	77	35	41	76	84	1896
2018	12	6488	63	20	83					17.00		34	29	7	13	41	42	47	4	51	70	1174
2018	12	6490																		1371		
2018	12	6495	160	16	176					26.00		88	72	6	10	94	82	112	1	113	160	3836
2018	12	6496																				
2018	12	6498	63	311	374					15.00		41	22	196	115	237	137	41	94	135	77	1189
2018	12	6500	245	669	914					21.00		116	129	331	338	447	467				468	9828
2018	12	6501	1183	585	1768					17.00		577	606	259	326	836	932	923	95	1018	1289	21918
2018	12	6502	89	133	222					13.00		41	48	54	79	95	127	55	40	95	133	1673
2018	12	6503	10	0	10					17.00		5	5	0	0	5	5					
2018	12	6506	70	64	134					19.00		33	37					70	64	134	102	1966
2018	12	6507	105	135	240					26.00		32	73	56	79	88	152				150	3960
2018	12	6509																				
2018	12	6510	10	13	23					10.00		8	2	6	7	14	9	7	1	8		
2018	12	6512								13.00											95	1214
2018	12	6513	40	23	63					14.00		25	15	14	9	39	24	37	7	44		
2018	12	6514	134	302	436					23.00												
2018	12	6515	63	21	84					12.00		43	20					33				
2018	12	6516	58	110	168					13.00		35	23					42	22	64	94	1235
2018	12	6517	332	487	819					14.00		136	196	183	304	319	500	34	49	83		
2018	12	6520																				
2018	12	6521	177	32	209					9.00		96	81	18	14	114	95	175	16	191	188	1678
2018	12	6523								29.00												
2018	12	6530	155	91	246					13.00		102	53	45	46	147	99	131	14	145	185	2334
2018	12	6532	115	79	194					15.00												
2018	12	6533	101	84	185					12.00		48	53	45	39	93	92	86	21	107	129	1515
2018	12	6534	314	79	393					20.00		159	155	50	29	209	184					
2018	12	6535								11.00												
2018	12	6536	141	188	329					19.00		50	91	84	104	134	195				206	3806
2018	12	6537	7	2	9					28.00		4	3	2	0	6	3				9	232
2018	12	6538	184	40	224					11.00		88	96	23	17	111	113	167	12	179	197	2180
2018	12	6539																				
2018	12	6540	82	221	303					11.00		23	59	51	170	74	229	42	40	82	156	1748
2018	12	6542																				
2018	12	6543	78	143	221					17.00		26	52	59	84	85	136	14	0	14	117	2022
2018	12	6545	54	51	105					11.00		30	24	30	21	60	45	4	1	5	71	744
2018	12	6546																				
2018	12	6547	187	39	226					9.00		92	95	18	21	110	116	184	25	209	200	1890
2018	12	6549	147	150	297					13.00		67	80	71	79	138	159	133	33	166	161	2111
2018	12	6550	95	15	110					10.00		70	25	11	4	81	29	88	11	99	110	1046
2018	12	6551	114	48	162					10.00		50	64	17	31	67	95				130	1256
2018	12	6552	288	79	367					13.00		147	141	35	44	182	185	241	32	273	341	4417
2018	12	6553	62	76	138					14.00											138	1152
2018	12	6554	87	12	99					12.00		49	38	9	3	58	41	86	7	93	92	1086
2018	12	6555	36	154	190					12.00											87	1021
2018	12	6558	302	113	415					14.00		198	104	44	69	242	173	225	25	250	354	4908
2018	12	6559	134	94	228					12.00		83	51	44	50	127	101	121	41	162	152	1833
2018	12	6560	99	220	319					21.00		42	57	100	120	142	177	16	18	34	173	3492
2018	12	6563	321	792	1113					17.00		111	210	312	480	423	690	224	193	417	585	9904
2018	12	6564	29	141	170					16.00		17	12	74	67	91	79	23	38	61	76	1256
2018	12	6570								35.00												
2018	12	6571	106	68	174					11.00		58	48	28	40	86	88	86	9	95	129	1186
2018	12	6573	975	195	1170					6.00		630	345	113	82	743	427	841	156	997	1040	6699
2018	12	6575	106	9	115					8.00		61	45	5	4	66	49	106	8	114	109	844
2018	12	6576																				
2018	12	6577	77	42	119					13.00		46	31	27	15	73	46	60	5	65	91	1148
2018	12	6578	137	28	165					9.00		69	68	13	15	82	83	136	27	163	146	1295
2018	12	6580	152	207	359					12.00		80	72	106	101	186	173				225	2802
2018	12	6581	116	210	326					17.00		64	52	84	126	148	178	14	24	38	211	3541
2018	12	6582																				
2018	12	6583	80	90	170					25.00		37	43	38	52	75	95	7	7	14	110	2766
2018	12	6599	70	183	253					19.00												
2018	12	6600	204	790	994					21.00												
2018	12	6604																				
2018	12	6612	58	66	124					13.00		29	29	29	37	58	66	46	19	65	80	1066
2018	12	6613	40	115	155					12.00		26	14	55	60	81	74				78	923
2018	12	6614	16	3	19					11.00		3	13	1	2	4	15	16	3	19		
2018	12	6615	20	30	50					9.00											20	182
2018	12	6617																				
2018	12	6618	165	87	252					19.00		88	77	32	55	120	132					
2018	12	6619	177	80	257					15.00		94	83	29	51	123	134	117	13	130	204	3096
2018	12	6620	104	32	136					11.00		56	48	16	16	72	64	95	23	118	115	1232
2018	12	6622	116	119	235					21.00		63	53	73	46	136	99				235	5299
2018	12	6623								24.00												
2018	12	6625	8	28	36					11.00		6	2	20	8	26	10	6	11	17	17	191
2018	12	6626	4	14	18							3	1	11	3	14	4	1	5	6	18	69
2018	12	6627	51	109	160					21.00		27	24	61	48	88	72	4	10	14	160	3219
2018	12	6628																				
2018	12	6630	38	15	53					8.00		18	20	7	8	25	28	9	4	13	53	442
2018	12	6631								17.00												
2018	12	6632	47	76	123					15.00		24	23	33	43	57	66	4	5	9	72	1111
2018	12	6633																				
2018	12	6635	144	216	360					19.00		59	85	87	129	146	214	37	45	82	360	6743
2018	12	6636	305	157	462					14.00		162	143	69	88	231	231	247	43	290	314	4434
2018	12	6637	38	66	104					12.00		20	18	39	27	59	45	25	21	46	60	702
2018	12	6639	209							17.00		89	120					145				
2018	12	6640	312	1098	1410					24.00		134	178	532	566	666	744	78	146	224	678	16303
2018	12	6641	137	62	199					10.00		104	33	39	23	143	56	130			158	1515
2018	12	6642	13	34	47																	
2018	12	6643								17.00												
2018	12	6644	79	63	142					10.00		33	46					75			100	978
2018	12	6645	21	7	28					15.00		16	5	5	2	21	7	10	2	12		
2018	12	6646	221	23	244					10.00		112	109	12	11	124	120	216	13	229	229	2224
2018	12	6647	8	14	22					13.00		6	2	11	3	17	5	3	3	6	8	104
2018	12	6649	173	108	281					16.00												
2018	12	6650	493	743	1236					13.00		269	224	388	355	657	579	449	336	785	660	8759
2018	12	6651	70	28	98					10.00		27	43	13	15	40	58	69	15	84	79	782
2018	12	6652																				
2018	12	6653	17	13	30					2.00		12	5	9	4	21	9	12	8	20	19	36
2018	12	6654	23	50	73					14.00		11	12	25	25	36	37	16	16	32	39	560
2018	12	6657	77	233	310					15.00		24	53	108	125	132	178	60		60	310	3081
2018	12	6658	51	118	169					8.00												
2018	12	6659	128	321	449					15.00		48	80	130	191	178	271	52	160	212	235	3526
2018	12	6660	8	13	21					2.00		7	1	12	1	19	2	5	3	8	21	40
2018	12	6664	105	143	248					10.00		41	64	62	81	103	145	98	50	148	153	1527
2018	12	6666	238	110	348					11.00		124	114	46	64	170	178	196			284	3062
2018	12	6667	57	101	158					12.00											158	1870
2018	12	6668	148	204	352					21.00											1	21
2018	12	6669	67	57	124					13.00		39	28	32	25	71	53	68	17	85	84	1059
2018	12	6670	80	298	378					16.00		38	42	144	154	182	196				179	2865
2018	12	6671	151	128	279					14.00		82	69	58	70	140	139	123	67	190	194	2760
2018	12	6672	830	1545	2375					24.00		406	424	719	826	1125	1250					
2018	12	6674	144	99	243					14.00		66	78	42	57	108	135	8	0	8	177	2458
2018	12	6675	199	602	801					14.00		68	131	209	393	277	524	59		59	400	5408
2018	12	6676	83	58	141					10.00		50	33	43	15	93	48	45	21	66	102	987
2018	12	6677	1149	371	1520					10.00		627	522	205	166	832	688	891	271	1162	902	9026
2018	12	6678	84	577	661					35.00		45	39	272	305	317	344					
2018	12	6679								20.00												
2018	12	6680																				
2018	12	6682	258	316	574					22.00		136	122	130	186	266	308	253	80	333	363	7865
2018	12	6683																				
2018	12	6684	47	54	101					15.00		25	22	31	23	56	45	35	23	58	65	953
2018	12	6685	65	47	112					13.00		39	26	26	20	65	46	48	11	59	71	918
2018	12	6686																				
2018	12	6689	49	82	131					15.00		38	11	56	26	94	37	30	19	49	77	1147
2018	12	6690																				
2018	12	6691	141	200	341					15.00		73	68	86	114	159	182	96	68	164	181	2799
2018	12	6692																				
2018	12	6693	102	259	361					18.00		56	46	111	148	167	194	17	18	35	187	3433
2018	12	6695																				
2018	12	6696	597	174	771					14.00		314	283	77	97	391	380				654	9250
2018	12	6699	157	428	585					12.00		72	85	211	217	283	302	133	164	297	138	3596
2018	12	6700	166	365	531					18.00		80	86	124	241	204	327	30	26	56	288	5165
2018	12	6701	75	16	91					12.00		47	28	5	11	52	39	64	2	66	80	953
2018	12	6707	14	68	82					19.00												
2018	12	6708	41	60	101					12.00												
2018	12	6709	31	98	129					33.00												
2018	12	6711	423	377	800					13.00		311	112	276	101	587	213	400			432	5577
2018	12	6712																				
2018	12	6713	878	412	1290					17.00		420	458	150	262	570	720	727	118	845	1015	17553
2018	12	6716	91	179	270					16.00		43	48	85	94	128	142				151	3206
2018	12	6717	142	51	193					10.00		82	60	23	28	105	88	136	26	162	159	1647
2018	12	6718	85	223	308					9.00		26	59					72			115	1084
2018	12	6721			283					28.00						148	135				283	7828
2018	12	6722	334	377	711					15.00								164	50	214	407	6043
2018	12	6723	36	58	94					12.00								5	2	7		
2018	12	6724	54	236	290					13.00											804	10184
2018	12	6725								12.00												
2018	12	6728	57	473	530					20.00		29	28	263	210	292	238	25		25	215	4398
2018	12	6730	460	224	684					21.00		246	214	83	141	329	355	372	53	425	535	11478
2018	12	6731	352	334	686					17.00		164	188	112	222	276	410	250	68	318	463	8045
2018	12	6732	2114	342	2456					17.00		1283	831	184	158	1467	989	1779	120	1899	2180	36722
2018	12	6733	123	118	241					16.00		44	79	51	67	95	146	75	21	96	162	2513
2018	12	6734	258	195	453					13.00		132	126	88	107	220	233	201	49	250	322	4328
2018	12	6735	117	170	287					14.00		45	72	60	110	105	182	89	41	130	173	2393
2018	12	6736	165	199	364					14.00		78	87	78	121	156	208	121	50	171	231	3161
2018	12	6737	569	109	678					16.00		295	274	42	67	337	341				597	9416
2018	12	6740	403	398	801					17.00		227	176	188	210	415	386	343	37	380	536	8872
2018	12	6741	2414	1114	3528					17.00		1384	1030	503	611	1887	1641	2042	402	2444	1248	21171
2018	12	6742	214	224	438					14.00		100	114	90	134	190	248	169	69	238	288	3893
2018	12	6744	53	143	196					15.00											100	1465
2018	12	6745	131	364	495					18.00											251	4421
2018	12	6746	59	162	221					12.00											112	1376
2018	12	6747	89	308	397					15.00											191	2867
2018	12	6748	116	352	468					15.00											232	3597
2018	12	6749	187	759	946					23.00											434	9835
2018	12	6750	106	268	374					14.00											194	2637
2018	12	6751	137	312	449					16.00											240	3785
2018	12	6752	54	149	203					20.00											103	2071
2018	12	6753	54	129	183					13.00											97	1258
2018	12	6754	77	213	290					17.00											147	2438
2018	12	6755	98	189	287					19.00											161	3069
2018	12	6756	40	87	127					13.00											69	892
2018	12	6758																				
2018	12	6759	239	620	859					22.00		110	129	242	378	352	507	112	86	198	444	9816
2018	12	6763	4	6	10					4.00		4	0	5	1	9	1	4	4	8		
2018	12	6769								7.00												
2018	12	6777	34	55	89					17.00		10	24	24	31	34	55					
2018	12	6781			1300															1300		
2018	12	6782																				
2018	12	6783																				
2018	12	6784	49	124	173																	
2018	12	6785	169	390	559																	
2018	12	6786																				
2018	12	6787																				
2018	12	6789	235	372	607																	
2018	12	6791	67	216	283																	
2018	12	6793																				
2018	12	6794																				
2018	12	6795																				
2018	12	6796	68	91	159																	
2018	12	6798	53	70	123																	
2018	12	6799																				
2018	12	6800	136	188	324																	
2018	12	6801																				
2018	12	6802																				
2018	12	6803																				
2018	12	6804																				
2018	12	6805	27	91	118																	
2018	12	6806	68	79	147																	
2018	12	6807																				
2018	12	6808	79	184	263					30.00		29	50	84	100	113	150	79	184	263	133	4033
2018	12	6809	88	210	298					24.00										55		
2018	12	6810	32	118	150					21.00		14	18	41	77	55	95	14	23	37	146	1789
2018	12	6811	94	178	272					25.00		57	37	98	80	155	117	51	34	85	164	4199
2018	12	6812	42	95	137					11.00		16	26	35	60	51	86	17	20	37	42	439
2018	12	6813	44	121	165					12.00		20	24	48	73	68	97	13	20	33	165	1927
2018	12	6814	98	186	284					30.00		39	59	89	97	128	156	50	46	96	160	4769
2018	12	6815	105	225	330					13.00		47	58	85	140	132	198	66	57	123	330	4340
2018	12	6816	191	415	606							84	107	185	230	269	337	110	167	277		
2018	12	6821																				
2018	12	6825								7.00												
2018	12	6826	5	15	20					5.00		5	0	9	6	14	6	2	6	8	20	83
2018	12	6828																				
2018	12	6829																				
2018	12	6830	59	60	119					5.00		28	31	35	25	63	56	33	23	56	136	637
2018	12	6842	105	121	226							44	61	55	66	99	127					
2018	12	6844																				
2018	12	6846	171	159	330					15.00		93	78	94	65	187	143	159		159	224	3457
2018	12	6848	99	328	427					18.00												
2018	12	6850	91	86	177					18.00		48	43					4				
2018	12	6852	1561	313	1874					19.00		990	571	148	165	1138	736	1458	183	1641	1520	29195
2018	12	6854	36	48	84					10.00		16	20	22	26	38	46	21	0	21		
2018	12	6856																				
2018	12	6858	94	250	344																	
2018	12	6859	60	54	114					17.00		25	35	25	29	50	64	4	4	8		
2018	12	6861	43	34	77					17.00								2	0	2		
2018	12	6862	167	186	353					19.00												
2018	12	6893	517	268	785					10.00		264	253	124	144	388	397	416	85	501	606	6270
2018	12	6907	87	320	407					18.00		39	48	128	192	167	240				194	3481
2018	12	6909	88	197	285														0		157	4926
2018	12	6910	370	205	575					17.00						205	370					
2018	12	6911								15.00												
2018	12	6912	315	158	473					18.00		163	152	55	103	218	255				473	8514
2018	12	6913	227	185	412					11.00		115	112	73	112	188	224	150	63	213	212	2412
2018	12	6914	86	141	227					15.00		41	45	69	72	110	117	4		4		
2018	12	6915	1044	497	1541					16.00		533	511	218	279	751	790	810	131	941		
2018	12	6916	34	38	72					10.00		13	21	22	16	35	37	0	0	0	67	689
2018	12	6917	6	19	25					23.00		2	4	6	13	8	17	1	1	2	13	294
2018	12	6918	72	39	111					12.00		33	39	16	23	49	62	48	11	59	71	884
2018	12	6919	72	234	306					16.00		29	43	100	134	129	177				130	2139
