DATASET_YR	REPRJ_ID	INUN_ID	EN_SYS_N	EN_FRSH_FT_MEN_N	EN_FRSH_FT_WMN_N	EN_FRSH_PT_MEN_N	EN_FRSH_PT_WMN_N	EN_OTH_1ST_FT_MEN_N	EN_OTH_1ST_FT_WMN_N	EN_OTH_1ST_PT_MEN_N	EN_OTH_1ST_PT_WMN_N	EN_DEG_FT_MEN_N	EN_DEG_FT_WMN_N	EN_DEG_PT_MEN_N	EN_DEG_PT_WMN_N	EN_CRDT_FT_MEN_N	EN_CRDT_FT_WMN_N	EN_CRDT_PT_MEN_N	EN_CRDT_PT_WMN_N	GRS_BACH_INIT_N	GRS_BACH_EXCLUDE_N	GRS_BACH_ADJUST_N	GRS_4YR_N	GRS_5YR_N	GRS_6YR_N	GRS_BACH_TOT_N	GRS_BACH_TOT_P	GRS_ASSOC_INIT_N	GRS_ASSOC_EXCLUDE_N	GRS_ASSOC_ADJUST_N	GRS_2YR_LESS_N	GRS_2YR_LESS_150_N	GRS_2YR_MORE_N	GRS_2YR_MORE_150_N	GRS_TFER_TOT_N	GRS_TFER_2YR_N	GRS_TFER_4YR_N	FRSH_GPA_SUBMIT_P	EN_TFER_N	EN_UG_FT_MEN_N	EN_UG_FT_WMN_N	EN_UG_PT_MEN_N	EN_UG_PT_WMN_N	EN_FP_FT_MEN_N	EN_FP_FT_WMN_N	EN_FP_PT_MEN_N	EN_FP_PT_WMN_N	EN_GRAD_FT_MEN_N	EN_GRAD_FT_WMN_N	EN_GRAD_PT_MEN	EN_GRAD_PT_WMN_N	EN_TOT_FT_MEN_N	EN_TOT_FT_WMN_N	EN_TOT_PT_MEN_N	EN_TOT_PT_WMN_N	EN_TOT_UG_N	EN_TOT_N	EN_ALIEN_N	EN_BLACK_N	EN_NATIVE_N	EN_ASIAN_N	EN_HISPANIC_N	EN_WHITE_N	EN_UNKNOWN_N	EN_ETHNIC_TOT_N	EN_OLD_P	EN_NRES_P	UG_STATE_N	UG_COUNTRY_N	FRSH_HS_RANK_SUBMIT_P	FRSH_HS_RANK_50_P	FRSH_HS_RANK_25_P	FRSH_HS_RANK_10_P	FRSH_GPA	FULBRIGHT_N	MARSHALL_N	RHODES_N	FRSH_WSTNGHOUSE_N	FRSH_NAT_MERIT_N	FRSH_PRES_N	FRSH_VALED_N	FRSH_STUD_GOVT_N	RETENTION_FRSH_P	ASSOC_TO_4YR_P	BACH_TO_GRAD_P	BACH_TO_GRAD_BUS_P	BACH_TO_GRAD_ENG_P	BACH_TO_GRAD_LAW_P	BACH_TO_GRAD_THEO_P	BACH_TO_GRAD_DENT_P	BACH_TO_GRAD_ART_SCI_P	BACH_TO_GRAD_MED_P	BACH_TO_GRAD_VET_P	BACH_TO_GRAD_EDU_P	BACH_TO_GRAD_OTH_P	CERTIF_DIPLOMA_N	DEG_ASSOC_N	DEG_BACH_N	CERTIF_POST_BACH_N	DEG_MASTER_N	CERTIF_POST_MASTER_N	DEG_DOCTOR_N	DEG_FP_N	CERTIF_FP_N	EN_AGE_UP_21_P	EN_AGE_22_24_P	EN_AGE_25_29_P	EN_AGE_30_45_P	EN_AGE_46_UP_P	ACAD_YR	ACAD_YR_OUTCOME	GRS_COHORT_YR	RETENTION_COHORT_YR	DEG_DOCTOR_OTH_N	DEG_DOCTOR_PROF_N	DEG_DOCTOR_RESEARCH_N	EN_GRAD_ALL_FT_MEN_N	EN_GRAD_ALL_FT_WMN_N	EN_GRAD_ALL_PT_MEN_N	EN_GRAD_ALL_PT_WMN_N	EN_NONRES_ALIEN_N	EN_HISPANIC_ETHNICITY_N	EN_BLACK_NONHISPANIC_N	EN_WHITE_NONHISPANIC_N	EN_NATIVE_NONHISPANIC_N	EN_ASIAN_NONHISPANIC_N	EN_ISLANDER_NONHISPANIC_N	EN_MULTIRACE_NONHISPANIC_N	EN_RACE_ETHNICITY_UNKNOWN_N	EN_RACE_ETHNICITY_TOT_N	FRSH_GPA_WEIGHTED	GRS_BACH_INIT_PELL_N	GRS_BACH_EXCLUDE_PELL_N	GRS_BACH_ADJUST_PELL_N	GRS_4YR_PELL_N	GRS_5YR_PELL_N	GRS_6YR_PELL_N	GRS_BACH_PELL_N	GRS_BACH_PELL_P	GRS_BACH_INIT_STAFFORD_N	GRS_BACH_EXCLUDE_STAFFORD_N	GRS_BACH_ADJUST_STAFFORD_N	GRS_4YR_STAFFORD_N	GRS_5YR_STAFFORD_N	GRS_6YR_STAFFORD_N	GRS_BACH_STAFFORD_N	GRS_BACH_STAFFORD_P	GRS_BACH_INIT_NO_AID_N	GRS_BACH_EXCLUDE_NO_AID_N	GRS_BACH_ADJUST_NO_AID_N	GRS_4YR_NO_AID_N	GRS_5YR_NO_AID_N	GRS_6YR_NO_AID_N	GRS_BACH_TOT_NO_AID_N	GRS_BACH_TOT_NO_AID_P
2018	12	9271		2836	3347	7	5	370	351	18	40	10678	11730	1150	1003	317	362	1438	1781	5351	0	5351	3403	737	148	4288	80.00												2268	14201	15790	2613	2829									18409	21296	5899	6244	35433	51848									7.00	27.20	51	101	52.10	99.30	84.30	50.10										93.00															7807	259	3485											2011				984	702	4208	5506	3286	3415	2816	1304	1421	21350	84	3010	30	1273	247	31535		1197	0	1197	624	180	40	844	71.00	1091	0	1091	688	144	29	861	79.00	3063	0	3063	2091	413	79	2583	84.00
2018	12	9272		151	201	3	1	56	49	0	1	444	593	28	27	10	22	19	22	462	0	462	229	36	6	271	59.00											98.00	92	661	865	50	51									661	865	50	51	1627	1627									3.00	17.00	32	24	72.00	84.00	49.00	24.00	3.59					1		11		80.00		20.00													367													2011										188	75	33	944	120	53	0	203	11	1627		152	0	152	58	11	4	73	48.00	105	0	105	52	9	1	62	59.00	205	0	205	119	16	1	136	66.00
2018	12	9273		121	105	6	7	38	26	15	17	440	452	306	341	34	65	374	476	247	0	247	78	31	1	110	45.00											84.00	245	633	648	701	841									633	648	701	841	2823	2823									46.00	30.00	45	17	53.00	68.00	37.00	11.00	3.21									65.00													20		401													2011										95	67	122	1465	8	43	3	32	39	1874																									
2018	12	9276		1581	2065	31	17	523	706	29	119	5549	6937	466	514	70	80	22	28	3542	8	3534	1365	612	146	2123	60.00											99.00	1377	7723	9788	548	678									9208	11530	926	1472	18737	23136									7.00	44.00	51	66	53.00	80.00	52.00	26.00	3.6									85.30													0	0	4172	0	942	16										2011			0	481	105	1485	1742	378	794	304	624	2363	14429	53	323	19	415	7	18537		971	2	969	263	145	51	459	47.00	430	1	429	150	68	15	233	54.00	2141	5	2136	952	399	80	1431	67.00
2018	12	9277										72	311	32	97																								326	72	311	32	97									789	992	69	242	512	2092										0.00	1	0																													152	42	56																																																							
2018	12	9278		1872	2224	18	20	587	428	31	18	8138	8882	632	605	37	29	136	160	6051	5	6046				4125	68.20												996	10634	11563	817	803									12623	14063	1766	2418	23817	30870									4.00	21.00	50	67	53.00	89.00	60.00	29.00										87.00															6331		1740	266										2011				313	500	1989	2500	949	1615	862	931	1779	18629	50	614	11	775	166	23817		1402	2	1400				748		1270	0	1270				828		3379	3	3376				2549	
2018	12	9279		466	729	8	9	0	0	0	0	2317	3016	606	753	68	73	1505	2158	1109	0	1109	246	194	150	590	53.00											95.05	1292	2851	3818	2119	2920									4481	5428	2985	4050	11708	16944									1.00	24.00	39	55	67.00	84.00	56.00	31.00	3.38									75.00													6		1741	71	1245											2010				480	120	1630	1610	866	1130	466	958	1446	7189	41	685	18	430	475	11708																									
2018	12	9280		1086	328	10	2	220	82	34	12	3347	1051	539	161	9	5	23	11	1068	0	1068	242	346	98	686	64.00											100.00	401	4662	1466	606	186									5623	1721	1194	346	6920	8884									6.00	17.00	50	38	68.00	94.00	72.00	39.00	3.64									81.00		13.00											8		1320	432	625											2011					88	961	255	588	160	242	256	215	5596	21	251	1	199	139	6920		323		323	59	85	35	179	55.00	333		333	71	109	30	210	63.00	412		412	112	152	33	297	72.00
2018	12	9281		216	253	8	5	141	144	39	36	1969	2522	915	1144	130	117	2493	3680	480	2	478	196	58	12	266	56.00											84.00	1425	2456	3036	3455	4865									2805	3702	4064	6169	13812	16740									36.00	11.00	34	44	66.00	88.00	58.00	27.00										74.00		11.00											37		2071	123	826	17										2011				43	106	349	666	609	1304	240	247	1249	4684	26	379	10	242	285	7362		201	1	200	70	23	6	99	50.00	72		72	27	10	2	39	54.00	207	1	206	99	25	4	128	62.00
2018	12	9286																																						1816	2724	401	579									1924	2992	433	653	5520	6002									7.00	11.00	10	41					3.12									83.00																																																																								
2018	12	9287		656	900	60	65	397	354	114	141	2287	2797	515	672	18	35	123	189	1700	5	1695	420	293	109	822	48.00											98.00	857	3358	4086	812	1067									3828	4831	1287	1919	9323	11865									22.00	28.00	56	68	74.00	73.00	42.00	17.00	3.55									69.20													95	284	1737	53	452	17										2010				349	56	470	745	475	852	208	432	98	7121	297	109	21	406	631	9323		639	1	638	114	107	53	274	43.00	335	1	334	83	60	18	161	48.00	726	3	723	223	126	38	387	54.00
2018	12	9288		178	304	1	4	78	103	9	19	429	1007	61	136	0	2	8	7		0																	98.00		685	1416	79	166									713	1545	137	322	2346	2717											33	29	0.00				3.44									78.00															510		150	20										2011						28	129	58	156	55	123	374	1605	8	22	1	78	80	2346																		497	0	497	131	98	21	250	50.00
2018	12	9289																		3626			2211	444	106	2761	76.00													8545	17559	3026	6777									11940	23106	3898	8857	35907	47801									44.00	2.00	13	130																31.00											5761		5374	1449	2117	6										2010				936	406	3395	5547	872	2080																																			
2018	12	9290		2513	2370	10	12	498	359	30	24	7164	6630	780	564	0	0	0	0	4056	0	4056	1574	1005	177	2756	68.00											94.00	811	10175	9359	820	600									11602	10651	1912	1914	20954	26079									7.00	23.00	53	107	94.00	85.00	53.00	26.00	3.56					46				82.80		20.00													3958		953	10										2011				113	299	1427	1292	1092	1314	1862	1293	582	15664	52	573	18	655	255	20954		990		990	265	243	48	556	56.00	791		791	298	188	43	529	67.00	2275		2275	1011	574	86	1671	73.00
2018	12	9291		846	948	50	45	413	402	160	129	3203	3634	1187	1136	41	24	60	57	1603	0	1603	228	328	116	672	42.00											90.00	1361	4503	5008	1457	1367									4920	5454	2291	2562	12335	15227									22.00	7.00	42	62	82.00	75.00	40.00	15.00	3.4									75.00		24.00													2254	99	717	7										2007			21			417	446	834	1195	424	1068	796	8895	55	333	14	366	384	12335																									
2018	12	9292		0	0	0	0	0	0	0	0	106	789	15	81	0	0	12	10																				421	106	789	27	91									1134	1933	101	457	1013	3625									38.00	10.00	20	10																													364	10	162	12														254	39	1028	1144	74	366	10	34	10	898	6	24	1	0	8	991																									
2018	12	9294		1596	2277	38	47	56	121	3	3	6380	8433	2674	3156	32	63	190	210	2701	1	2700	363	479	281	1123	42.00											98.00	2465	8064	10894	2905	3416									9193	12515	3871	4892	25279	30471									22.00	11.00	54		84.00	84.00	54.00	23.00	3.36									74.00													52		4053		1068	5										2011				205	155	1129	1621	966	1476	897	7338	1979	8016	57	3920	238	2582	252	25279		1135	1	1134	126	183	133	442	39.00	429	0	429	36	78	43	157	37.00	1137	0	1137	201	218	105	524	46.00
2018	12	9295		1532	1788	19	15	104	167	4	3	5672	6280	1142	1204	14	15	187	202	2839	4	2835	749	620	190	1559	55.00											100.00	1279	7322	8250	1352	1424									7940	9113	2141	2463	18348	21657									11.00	28.00	45	60	71.00	86.00	54.00	25.00	3.4									81.00													36		3587	19	632	7										2011				61	117	618	863	789	1039	280	3785	598	10461	133	1454	105	1233	299	18348		816	0	816	155	186	63	404	50.00	405	1	404	96	82	19	197	49.00	1618	3	1615	498	352	108	958	59.00
2018	12	9298																		1694		1694	463	401	134	998	59.00													3021	2645	257	310									3495	3013	481	678	6233	7667									22.00		12	72																													1356		215											2008					38	474	368	224	368																																			
2018	12	9299																																																																																																																																																									
2018	12	9301		225	426	0	0	23	64	1	3	438	1149	11	20	6	30	408	1619	566	1	565	305	31	5	341	60.40											99.00	88	692	1669	420	1642									1718	3889	546	2138	4423	8291									3.00	70.00	39	6					3.35									77.50		28.00													542	5	751	120										2011				381	59	1026	2220	126	496	14	6	108	2984	23	235	4	40	1009	4423		147	0	147	72	7	2	81	55.00	283	1	282	152	15	1	168	60.00	136	0	136	81	9	2	92	68.00
2018	12	9302		1283	1732	3	0	100	79	1	0	4265	5167	138	78	15	5	65	36	2802	0	2802	1903	213	34	2150	77.00											92.00	544	5663	6983	207	114									6333	7854	580	597	12967	15364									2.00	53.00	45	41	60.00	86.00	49.00	20.00	3.47							14		86.00		18.00											0	84	2743	34	768	2										2011				1	62	670	871	373	483	487	449	149	10674	21	330	2	240	615	12967		594	0	594	362	51	6	419	71.00	1174	0	1174	798	86	12	896	76.00	1034	0	1034	743	76	16	835	81.00
2018	12	9303		643	796	8	2	101	91	25	20	1512	1687	149	113	1	0	29	39	1275	0	1275	666	85	14	765	60.00											99.65	237	2257	2574	211	174									2789	3112	598	485	5216	6984									7.90	56.00	42	36	53.00	75.00	39.00	15.00	3.37									78.87													101	33	1156	43	926	5										2011					0	532	538	387	311	298	601	610	3177	17	159	7	57	290	5216		360	0	360	155	22	4	181	50.28	531	0	531	298	30	8	336	63.28	384	0	384	213	33	2	248	64.58
2018	12	9304		1357	1813	22	29	194	187	35	50	5078	6273	1578	2297	63	95	203	242	3267	8	3259	623	736	216	1575	48.33											85.00	1665	6692	8368	1838	2618									8284	10189	3281	4524	19516	26278									22.00	13.00							3.39																						21	0	4027	0	1242	86										2011			19	342	169	1592	1821	1443	1906	373	9184	460	6145	1073	736	35	664	243	18913		1570	2	1568	228	340	112	680	43.37	278	1	277	51	63	22	136	49.10	1419	5	1414	344	333	82	759	53.68
2018	12	9305		441	722	495	815																																109	441	722	495	815									441	722	495	815	2473	2473									41.00	11.00																56.00													60	144																								10	318	13	152	1884	23	1	51	21	2473																									
2018	12	9306		33	29	6	8	4	6	11	24	54	54	111	201	7	4	97	95									78	0	78					28		7		23	98	93	225	328									98	93	225	328	744	744									48.00	1.00																57.00	35.00												0	70														2009										0	321	10	315	36	19	3	15	25	744																									
2018	12	9307																																					53																	2170	2170									36.00	0.00																													7	100																																																										
2018	12	9309		506	442	9	3	256	271	68	71	1617	1615	556	503	14	16	222	303	1044		1044	147	130	60	337	32.00											97.00	669	2393	2344	855	880									2743	2736	1141	1344	6472	7964													87.00	64.00	34.00	15.00	3.21									62.00															1182	8	492											2011					43	350	392	286	464	289	809	955	3343	20	558	5	289	204	6472		517		517	50	57	26	133	26.00	99		99	10	11	4	25	25.00	428		428	87	62	30	179	42.00
2018	12	9311		403	705	7	13	258	256	26	16	1398	2100	256	356	20	10	161	236	916	0	916	154	186	64	404	44.10											98.49	598	2079	3071	450	621									2235	3270	813	1139	6221	7457									11.00	17.00	42	38	0.00				3.43									75.80															1089	40	343	32										2011						156	199	363	518	157	182	878	4211	51	34	8	151	117	5789		406	0	406	47	68	37	152	37.40	104	0	104	13	15	1	29	27.90	406	0	406	94	103	26	223	54.90
2018	12	9312		253	394	1	0	77	93	7	8	1026	1358	147	133	45	39	97	148	537	1	536	227	93	11	331	61.80											88.10	355	1401	1884	252	289									1402	1884	265	301	3826	3852									13.00	11.00	44	26	75.00	88.00	44.00	15.00	3.4							0		74.50		15.00													753	2	6											2011						1	0	13	12	52	238	174	2974	22	77	3	160	126	3826		198	0	198	75	43	6	124	62.60	126	1	125	62	13	2	77	61.60	213	0	213	90	37	3	130	61.00
2018	12	9313		1695	2660	0	1	154	162	13	20	5615	7989	193	181	3	25	91	60	4025	5	4020	3383	224	54	3661	91.10											93.80	789	7467	10836	297	262									10354	14754	2383	2420	18862	29911									3.00	16.00	52	93	71.00	99.50	96.40	78.10	4.67							256		96.50		25.90											0		4557	0	2187	0										2011			0	683	566	2887	3918	2086	2158	502	1463	1487	11615	83	1994	10	837	692	18683	X	792	0	792	633	50	7	690	87.10	388	0	388	325	25	5	355	91.50	2845	5	2840	2425	149	42	2616	92.10
2018	12	9314		1837	1518	12	6	705	474	36	39	8518	7540	1470	1467	0	5	154	133	3142	2	3140	906	648	147	1701	54.17											86.00	2943	11060	9537	1672	1645									12259	10839	2844	3375	23914	29317									16.00	4.00	41	92	20.00	83.00	50.00	17.00	4.01									83.30															5086	329	1563	35										2011				8	129	1199	1302	1172	1730	600	2329	3950	13732	82	1571	28	1067	555	23914	X	779	0	779	204	161	45	410	52.63	455	0	455	134	100	18	252	55.38	1908	2	1906	568	387	84	1039	54.51
2018	12	9315		938	1830	7	16	412	648	26	34	3442	6712	578	1345	72	82	117	180	2505	0	2505	715	496	118	1329	53.00											99.00	1870	4864	9272	728	1575									5343	10445	1277	2857	16439	19922									18.00	5.00	43	38	92.00	77.00	39.00	13.00	3.7									76.00															3116	50	843	7										2011				22	127	479	1173	549	1282	271	1493	4603	7822	64	869	9	783	74	15988		1162	0	1162	302	228	63	593	51.00	997	0	997	304	180	43	527	53.00	346	0	346	109	88	12	209	60.00
2018	12	9316		766	1371	3	5	363	333	5	25	3778	5622	463	1449	36	77	71	135	1979	2	1977	1067	328	38	1433	72.00											99.00	1939	4943	7403	542	1614									5205	7995	825	2462	14502	16487									19.00	12.00	51	53	81.00	93.00	62.00	25.00	4.18									86.60		17.40													3484	16	681	1										2011					22	262	592	283	848	222	999	650	11291	66	273	15	527	459	14502	X	439	0	439				284	65.00	359	0	359				263	73.00	1181	2	1179				886	75.00
2018	12	9318		964	956	13	6	76	45	164	12	3477	2982	1110	546	9	16	347	277	2072	2	2070	528	454	128	1110	54.00											98.00	867	4526	3999	1634	841									5271	5004	2173	1958	11000	14406									17.00	61.00	57	72	64.00	75.00	43.00	17.00	3.47									81.00		21.00											87		2189	74	789	1										2011				181	91	745	1005	539	1117	507	362	250	8422	128	173	8	356	145	10351		437	0	437	88	80	28	196	45.00	555	1	554	123	118	41	282	51.00	1080	1	1079	317	256	59	632	59.00
2018	12	9319		126	164	8	8	20	34	6	20	113	155	22	71	0	3	149	199									146	0	146		40	38	0					162	259	356	185	298									259	356	185	298	1098	1098									21.00	18.00	29	7														57.00													97	292	0	0	0	0										2013										37	80	43	816	25	8	1	55	33	1098																									
2018	12	9320		707	1326	7	7	298	373	17	23	1901	3633	221	587	30	51	323	472	2267	3	2264	639	366	76	1081	47.70											99.60	830	2936	5383	568	1089									3232	6122	992	2622	9976	12968									11.16	15.60	50	35	83.00	74.00	36.00	13.00	3.37							20		71.00		25.90													1887		661											2011				26	82	296	739	424	1533	108	1896	414	5557	35	184	13	423	470	9100		803	2	801	182	131	24	337	42.10	458	0	458	136	58	13	207	45.20	1006	1	1005	321	177	39	537	53.40
2018	12	9321		732	1081	11	10	397	417	44	37	2661	3788	351	307	6	18	60	85	1897	0	1897	756	460	61	1277	67.30											96.30	895	3796	5304	466	439									3941	5697	827	1442	10005	11907									7.70	5.80	32	65	75.00	82.00	46.00	17.00	3.52									81.10		15.00													2126		439											2011			14			145	393	361	1003	373	390	271	8185	34	136	7	203	406	10005		397	0	397	141	102	16	259	65.20	485	0	485	186	108	18	312	64.30	1015	0	1015	429	250	27	706	69.60
2018	12	9322		879	1281	73	58	140	169	38	30	3409	4269	1622	1994	29	47	82	135	1927	2	1925	503	404	126	1033	54.00											100.00	1556	4457	5766	1815	2217									4742	6347	2211	3009	14255	16309									20.00	3.50	47	54	83.00	79.00	43.00	15.00	3.89					0				81.00														331	3341	29	595	2										2010				58	15	285	581	396	792	236	1681	1336	9506	25	668	11	738	54	14255		564	1	563	154	112	39	305	54.00	184	0	184	39	42	6	87	47.00	1179	1	1178	310	250	81	641	54.00
2018	12	9324		1038	1013	0	0	11	4	0	0	3418	3025	10	9	26	22	0	0	2020	4	2016	1857	56	7	1920	95.00												184	4493	4064	10	9									6678	5577	84	128	8576	12467									0.00	92.00	52	68		100.00	98.00	91.00										98.00		22.00													2146		1062											2011				206	239	2185	1513	74	119	527	898	329	5876	13	423	5	408	48	8527		239	0	239	197	19	2	218	91.00	595	0	595	557	11	3	571	96.00	1186	4	1182	1103	26	2	1131	96.00
2018	12	9325		1904	2081	230	258	280	193	81	52	7265	7118	1145	929	83	130	124	159	3673	2	3671	1455	856	166	2477	67.50											99.00	1077	9532	9522	1580	1398									11019	11070	3214	3224	22032	28527									10.00	36.00	56	120	71.00	92.00	65.00	36.00	3.63					314		258		92.10															4347	96	1719											2010				158	213	1487	1548	1634	1826	911	2067	1011	13112	838	1363	22	1802	410	21536		931	2	929	260	201	48	509	54.80	474	0	474	172	102	13	287	60.50	2268	0	2268	1023	553	105	1681	74.10
2018	12	9326		0	0	0	0	0	0	0	0	88	649	9	40	0	0	0	0																				296	88	649	9	40									928	1784	116	311	786	3139									31.00	17.00	43	14																													473		241	70														466	43	840	1135	107	271	2	73	24	529	35	46	1	14	62	786																									
2018	12	9328		1709	2154	31	44	565	582	73	91	5947	6831	572	564	8	5	84	80	4021	1	4020	2088	695	118	2901	72.00											99.70	1196	8229	9572	760	779									9745	11199	939	1004	19340	22887									7.00	43.00	51	80	20.00	88.00	56.00	20.00	3.55					8				86.00															5168	169	932	102										2011				105	200	1516	1627	179	225	2262	2298	427	11161	108	1093	67	1463	284	19163		1008		1008	446	155	42	643	64.00	773		773	404	117	18	539	70.00	2240	1	2239	1238	423	58	1719	77.00
2018	12	9329		0	0	0	0	0	0	0	0	29	177	99	522	0	0	0	0																					29	177	99	522									683	971	346	895	827	2895																																									354	79	254	5														228	43	654	794	247	373	7	74	4	642	2	38	0	33	27	827																									
2018	12	9332																		4666		4666	1558	1288	299	3145	67.00											100.00	1421	10431	16132	2353	2742									14425	20937	3199	4014	31658	42575									18.00	21.00	13	166					3.34									87.30													46		7652	71	1840											2008					238	3994	4805	846	1272																																			
2018	12	9334		1138	1274	0	0	0	0	0	0	3633	3737	143	108	0	0	0	0	2409	5	2404	2057	202	42	2301	96.00											97.00	150	4771	5011	143	108									9733	10526	629	1019	10033	21907									0.00	81.30	54	102	30.00	99.70	99.60	95.70	3.85									98.00															2910	66	3836	34										2011				698	585	4962	5515	486	911	1261	1044	715	4278	12	2081	3	460	179	10033	X	385	3	382	295	53	10	358	94.00	179	0	179	147	19	3	169	94.00	1845	2	1843	1615	130	29	1774	96.00
2018	12	9335		71	122	0	0	679	915	0	0	748	1112	0	0	24	47	0	0																					1522	2196	0	0									2133	3246	0	0	3718	5379									82.00																																1008		819	24																																																						
2018	12	9336		1903	2109	3	4	144	90	20	16	6830	7276	399	340	8	30	74	80	3707	6	3701	2395	593	72	3060	83.00											99.80	718	8885	9505	496	440									12190	13607	1292	1553	19326	28642									5.00	28.10	50	56	49.00	99.00	86.00	52.00	4.14									93.00		33.00											972	12	4527	369	2280	15										2011				657	416	3305	4102	796	1113	787	707	976	13730	13	1910	8	790	213	19134	X	578	2	576	289	110	21	420		1135	0	1135	735	172	17	924		1994	4	1990	1371	311	34	1716	
2018	12	9337		143	204	0	1	28	23	1	1	393	442	26	42	0	0	13	23	310	0	310	96	37	13	146	47.00											99.00	67	564	669	40	67									564	669	40	67	1340	1340									9.00	24.00	27	16	54.00	73.00	35.00	13.00	3.3							10		69.00		30.00												47	225													2011										38	67	164	923	6	29	1	39	73	1340		159	0	159	51	17	7	75	47.00	107	0	107	32	16	4	52	49.00	44	0	44	13	4	2	19	43.00
2018	12	9338		195	235	2	1	37	34	5	9	428	505	33	37	1	1	0	0	442	0	442	146	78	13	237	53.60											99.30	99	661	775	40	47									661	775	40	47	1523	1523									8.00	4.00			66.00	73.00	31.00	9.00	3.4									76.00													11		263													2011										16	89	92	1148	1	69	2	53	51	1521		173	0	173	50	25	7	82	47.40	130	0	130	40	29	2	71	54.60	139	0	139	56	24	4	84	60.40
2018	12	9339		379	335	0	1	59	27	2	4	1083	823	27	25	1	1	1	1	744	0	744	235	141	20	396	53.00											99.70	98	1522	1186	30	31									1522	1186	30	31	2769	2769									6.00	2.00	14	12	76.00	72.00	37.00	13.00	3.51							8		79.00													9	27	470													2010										56	42	110	2345	5	44	3	65	95	2765	X																								
2018	12	9340		57	95	2	6	26	29	2	13	34	72	13	37	0	0	1	1									197										92.00	16	117	196	18	57									117	196	18	57	388	388									14.00	8.00	15	0	77.00	68.00	26.00	9.00	3.1							1																55														2012											16	54	297	0	6	0	7	6	386																									
2018	12	9343		373	568	0	0	0	0	0	0	1149	1608	20	23	0	0	10	19	816	0	816	576	55	7	638	78.00											99.80	81	1522	2176	30	42									1590	2245	178	325	3770	4338									2.00	70.00	55	35	43.00	96.00	77.00	45.00	3.65									91.70															854		208											2008				11		68	69	148	283	115	421	40	2273	6	436	57	307	86	3741																									
2018	12	9344																																					381	1139	1765	203	358									1269	2163	258	510	3465	4200									19.00	17.00	12	39														77.00													74		500	6	62																																																							
2018	12	9345																																																						3076	3076																																																																																																		
2018	12	9346																																																						4352	4352																																																																																																		
2018	12	9347		646	583	5	12	47	37	4	11	1413	1575	309	285	0	0	0	0	754		754	19	158	80	257	34.00											100.00	527	2106	2195	318	308									2106	2195	318	308	4927	4927									10.00	1.00		6					3.6									84.50		30.00												27	486													2010											4927								4927																									
2018	12	9348																																					137																	4321	4321									9.00	0.00																														124	410																																																									
2018	12	9349		285	586	2	1	19	47	0	1	703	1775	83	233	11	32	15	37	812	0	812				338	42.00											100.00	67	1018	2440	100	272									1018	2440	100	272	3830	3830									0.06	0.01	1						3.67									89.00														2	495													2001																																												
2018	12	9351		270	287	0	0	149	193	5	5	217	318	38	62	4	10	20	45	585	0																		3	640	808	63	112									640	808	63	112	1623	1623									8.40		1						2.5									59.00														59	94													2002																																												
2018	12	9352		261	406	4	1	197	321	4	7	773	1377	100	175	10	11	24	52	539	3	536				275	51.00											100.00	42	1241	2115	132	235									1241	2115	132	235	3723	3723									6.00	0.00	2	1					3.72									80.00														72	471													2011										0	3360	66	29		1	6	20	241	3723		457	3	454				228	50.00	5		5				5	100.00	77		77				42	55.00
2018	12	9353																																					235																	12758	13852									5.00	0.00																															1523		187																																																							
2018	12	9354																																					184																	535	2381									28.00																																																																																									
2018	12	9355		367	445	0	0					959	1257	88	113					881	0	881	102	139	93	334	38.00											100.00	329	1326	1702	88	113									1326	1702	88	113	3229	3229									5.00		1						3.64									84.00														48	409													2008											3229								3229																									
2018	12	9356																		2980	4	2976	334	676	391	1401	47.00											100.00	429																	15356	18966									7.00	0.30		34	100.00				3.6									91.40															2334	11	358	5										2009				177	89	970	1744	312	584																																			
2018	12	9358		252	338	2	1	26	26	1	0	673	1075	8	11	0	0	0	0	686	2	684	490	38	6	534	78.10											99.83	43	951	1439	11	12									1009	1582	21	89	2413	2701									6.00	79.00	46	10	44.01	90.80	65.52	33.72	3.51									85.90															568		72											2011				39		58	143	10	77	14	204	29	1714	2	148	8	207	87	2413		136	1	135	87	9	1	97	71.90	208	1	207	152	9	0	161	77.80	342	0	342	251	20	5	276	80.70
2018	12	9359																																																																		10	102																																																																																						
2018	12	9360		229	296	0	0	78	76	4	2	826	1193	380	368	3	8	18	12	568	0	568	371	38	2	411	72.00											100.00	110	1136	1573	402	382									1778	2401	538	498	3493	5215											43	14	53.28	90.49	67.61	38.03	3.65									85.00		19.32											205		859	27	587	22										2009					14	642	828	136	116	49	935	156	1640	28	201	22	159	262	3452																									
2018	12	9361		827	1089	60	120	1027	1414	250	359	2496	4030	478	797	60	87	78	202	1490	0	1490	386	320	142	848	56.90											92.00	524	4410	6620	866	1478									4888	7110	1174	2104	13374	15276									26.20	16.00	12	109					3.7									83.30													565		1813		382											2011					47	478	490	308	626																																			
