DATASET_YR	REPRJ_ID	INUN_ID	EN_SYS_N	EN_FRSH_FT_MEN_N	EN_FRSH_FT_WMN_N	EN_FRSH_PT_MEN_N	EN_FRSH_PT_WMN_N	EN_OTH_1ST_FT_MEN_N	EN_OTH_1ST_FT_WMN_N	EN_OTH_1ST_PT_MEN_N	EN_OTH_1ST_PT_WMN_N	EN_DEG_FT_MEN_N	EN_DEG_FT_WMN_N	EN_DEG_PT_MEN_N	EN_DEG_PT_WMN_N	EN_CRDT_FT_MEN_N	EN_CRDT_FT_WMN_N	EN_CRDT_PT_MEN_N	EN_CRDT_PT_WMN_N	GRS_BACH_INIT_N	GRS_BACH_EXCLUDE_N	GRS_BACH_ADJUST_N	GRS_4YR_N	GRS_5YR_N	GRS_6YR_N	GRS_BACH_TOT_N	GRS_BACH_TOT_P	GRS_ASSOC_INIT_N	GRS_ASSOC_EXCLUDE_N	GRS_ASSOC_ADJUST_N	GRS_2YR_LESS_N	GRS_2YR_LESS_150_N	GRS_2YR_MORE_N	GRS_2YR_MORE_150_N	GRS_TFER_TOT_N	GRS_TFER_2YR_N	GRS_TFER_4YR_N	FRSH_GPA_SUBMIT_P	EN_TFER_N	EN_UG_FT_MEN_N	EN_UG_FT_WMN_N	EN_UG_PT_MEN_N	EN_UG_PT_WMN_N	EN_FP_FT_MEN_N	EN_FP_FT_WMN_N	EN_FP_PT_MEN_N	EN_FP_PT_WMN_N	EN_GRAD_FT_MEN_N	EN_GRAD_FT_WMN_N	EN_GRAD_PT_MEN	EN_GRAD_PT_WMN_N	EN_TOT_FT_MEN_N	EN_TOT_FT_WMN_N	EN_TOT_PT_MEN_N	EN_TOT_PT_WMN_N	EN_TOT_UG_N	EN_TOT_N	EN_ALIEN_N	EN_BLACK_N	EN_NATIVE_N	EN_ASIAN_N	EN_HISPANIC_N	EN_WHITE_N	EN_UNKNOWN_N	EN_ETHNIC_TOT_N	EN_OLD_P	EN_NRES_P	UG_STATE_N	UG_COUNTRY_N	FRSH_HS_RANK_SUBMIT_P	FRSH_HS_RANK_50_P	FRSH_HS_RANK_25_P	FRSH_HS_RANK_10_P	FRSH_GPA	FULBRIGHT_N	MARSHALL_N	RHODES_N	FRSH_WSTNGHOUSE_N	FRSH_NAT_MERIT_N	FRSH_PRES_N	FRSH_VALED_N	FRSH_STUD_GOVT_N	RETENTION_FRSH_P	ASSOC_TO_4YR_P	BACH_TO_GRAD_P	BACH_TO_GRAD_BUS_P	BACH_TO_GRAD_ENG_P	BACH_TO_GRAD_LAW_P	BACH_TO_GRAD_THEO_P	BACH_TO_GRAD_DENT_P	BACH_TO_GRAD_ART_SCI_P	BACH_TO_GRAD_MED_P	BACH_TO_GRAD_VET_P	BACH_TO_GRAD_EDU_P	BACH_TO_GRAD_OTH_P	CERTIF_DIPLOMA_N	DEG_ASSOC_N	DEG_BACH_N	CERTIF_POST_BACH_N	DEG_MASTER_N	CERTIF_POST_MASTER_N	DEG_DOCTOR_N	DEG_FP_N	CERTIF_FP_N	EN_AGE_UP_21_P	EN_AGE_22_24_P	EN_AGE_25_29_P	EN_AGE_30_45_P	EN_AGE_46_UP_P	ACAD_YR	ACAD_YR_OUTCOME	GRS_COHORT_YR	RETENTION_COHORT_YR	DEG_DOCTOR_OTH_N	DEG_DOCTOR_PROF_N	DEG_DOCTOR_RESEARCH_N	EN_GRAD_ALL_FT_MEN_N	EN_GRAD_ALL_FT_WMN_N	EN_GRAD_ALL_PT_MEN_N	EN_GRAD_ALL_PT_WMN_N	EN_NONRES_ALIEN_N	EN_HISPANIC_ETHNICITY_N	EN_BLACK_NONHISPANIC_N	EN_WHITE_NONHISPANIC_N	EN_NATIVE_NONHISPANIC_N	EN_ASIAN_NONHISPANIC_N	EN_ISLANDER_NONHISPANIC_N	EN_MULTIRACE_NONHISPANIC_N	EN_RACE_ETHNICITY_UNKNOWN_N	EN_RACE_ETHNICITY_TOT_N	FRSH_GPA_WEIGHTED	GRS_BACH_INIT_PELL_N	GRS_BACH_EXCLUDE_PELL_N	GRS_BACH_ADJUST_PELL_N	GRS_4YR_PELL_N	GRS_5YR_PELL_N	GRS_6YR_PELL_N	GRS_BACH_PELL_N	GRS_BACH_PELL_P	GRS_BACH_INIT_STAFFORD_N	GRS_BACH_EXCLUDE_STAFFORD_N	GRS_BACH_ADJUST_STAFFORD_N	GRS_4YR_STAFFORD_N	GRS_5YR_STAFFORD_N	GRS_6YR_STAFFORD_N	GRS_BACH_STAFFORD_N	GRS_BACH_STAFFORD_P	GRS_BACH_INIT_NO_AID_N	GRS_BACH_EXCLUDE_NO_AID_N	GRS_BACH_ADJUST_NO_AID_N	GRS_4YR_NO_AID_N	GRS_5YR_NO_AID_N	GRS_6YR_NO_AID_N	GRS_BACH_TOT_NO_AID_N	GRS_BACH_TOT_NO_AID_P
2018	12	5834		181	396	0	0	73	106	1	1	536	1133	27	36	0	1	16	16	595	1	594	274	65	9	348	58.60											100.00	181	790	1636	44	53									884	1960	300	806	2523	3950									6.00	12.00	31	33	37.00	63.00	24.00	8.00	3.2									75.00													15		558	23	486	690										2011						94	324	256	753	57	187	366	1479	5	65	4	256	104	2523		238	1	237	91	24	3	118	49.80	210		210	101	30	4	135	64.30	147		147	82	11	2	95	64.60
2018	12	5835		160	322	0	0	0	0	0	0	504	1186	101	396	2	5	14	29	484	0	484	282	37	5	324	67.00											99.00	373	666	1513	115	425									949	2356	244	776	2719	4325									30.00	14.00	50	32	71.00	85.00	55.00	25.00	3.46							17		80.10													2		836	119	386											2011				160		283	843	129	351	67	102	77	2290	27	65	2	80	9	2719		124	0	124	54	7	2	63	51.00	173	0	173	112	14	1	127	73.00	187	0	187	116	16	2	134	72.00
2018	12	5837		768	730	0	0	142	88	4	2	2271	1939	94	47	3	4	36	71	1324	1	1323	864	136	16	1016	77.00											97.00	236	3184	2761	134	120									3676	3410	1356	1436	6199	9878									2.00	19.00	46	78	48.00	88.00	55.00	23.00	3.6					0	0	0	0	88.40		16.00											17	0	1373	192	1116	28										2011				123	262	492	649	1222	1316	162	273	152	4869	9	229	1	195	88	5978																									
2018	12	5839																																					1096																	11310	11310									45.00	0.00																														411																																																										
2018	12	5841		333	339	166	221	636	1002	599	1325					36	56	1287	2473									966		966		33		147	115				0	1005	1397	2052	4019									1005	1397	2052	4019	8473	8473									43.00	4.00																													272	880														2011										37	1038	39	3213	41	43	23	67	120	4621																									
2018	12	5843		182	271	0	3	40	20	3	3	555	918	22	21	2	7	28	15	410	7	403	268	29	8	305	76.00											98.46	122	779	1216	53	42									854	1299	270	336	2090	2759									4.00	80.00	50	10	36.00	81.00	50.00	25.00	3.63									84.00		20.00												33	474		150											2010						75	83	217	294	13	221	14	1678	5	39	1	43	76	2090																									
2018	12	5845		107	135	50	83	120	241	198	273	92	227	70	246	15	29	22	39									301	0	301	70	34			113					334	632	340	641									334	632	340	641	1947	1947									32.00		9	2	100.00																										232	290														2014										82	80	266	1340	12	20	4	64	79	1947																									
2018	12	5846		16	75	0	0	3	13	1	1	56	165	3	6	0	2	8	0	76	0	76	40	10	0	50	66.00											64.00	20	75	255	12	7									76	258	13	7	349	354									4.00	78.00	33	41	35.00	97.00	50.00	22.00	3.71									76.00		21.00													82		4											2011						1	3	1	0	75	10	4	226	1	9	0	8	16	349		32	0	32	13	3	0	16	50.00	17	0	17	8	4	0	12	71.00	27	0	27	19	3	0	22	81.00
2018	12	5847		739	709	469	432	162	131	284	340	1777	1807	3153	3534	2057	2143	3914	4520									1609	17	1592				555	179				5240	4735	4790	7820	8826									4735	4790	7820	8826	26171	26171									37.00	3.00		51																											1850	2123														2014										192	9655	1019	6283	83	2107	54	471	492																										
2018	12	5849		658	697	344	329	0	0	0	0	1348	1600	2138	2960	71	60	414	527									753	10	743		13		185	63		56		364	2077	2357	2896	3816													11146	11146									35.00	1.00	20															71.00													328	904														2013										141	7206	285	1764	37	307	15	260	59	10074																									
2018	12	5851		391	427	0	0	1	0	0	0	1060	1141	0	0	0	0	10	21	751	0	751	684	8	1	693	92.00												16	1452	1568	10	21									1452	1568	10	21	3051	3051									0.00	59.00	52	24	23.00	100.00	90.00	57.00								11		95.00		13.00													667													2011										96	315	132	2122	3	142	2	105	103	3020		133	0	133	120	4	1	125	94.00	295	0	295	274	3	0	277	94.00	323	0	323	290	1	0	291	90.00
2018	12	5852		113	120	147	181	43	29	52	79	365	451	1021	1587													274		274					35			92.82	203	521	600	1220	1847													4188	4188									33.38	0.00	3	0	88.99	34.93	11.00	1.44	2.85									54.00													253	412														2010										0	1145	680	2209	15	113	7	19	0	4188																									
2018	12	5853		145	128	32	28	0	2	0	1	0	0	0	0	209	209	142	99									232	0	232	6	4	0	10	6	3			3	354	339	174	128									354	339	174	128	995	995									21.00	0.00	0	0																											43	87	0	0	0	0										2013			0	0	0	70	60	0	0	4	0	0	0	3	0	998	0	0	995																									
2018	12	5854																																					159																	651	651									5.00	43.00																															72																							76	67	39	430	6	2	1	25	5	651																									
2018	12	5856																																					634																	7634	7634									47.00	0.00																														364																																																										
2018	12	5857		649	560	1936	2247	0	0	0	0	1171	1628	1120	1556	530	609	532	911																				7103	2350	2797	3588	4714									2350	2797	3588	4714	13449	13449									41.00	0.06	15	6																											482	735																																																										
2018	12	5858																																					209																	3045	3045									54.00	0.00																														48																																																										
2018	12	5859		48	40	10	2	38	30	20	15	88	57	43	59	0	0	0	0	55	0	55				11	20.00											89.00	90	174	127	73	76									205	197	206	451	450	1059									33.00	48.00		10	86.00	44.00	0.07	14.00	2.63									56.00															70		169											2010						31	70	133	375	0	212	61	53	2	1	2	0	119	450																									
2018	12	5861		110	170	6	22	97	153	32	74	254	488	103	254	2	1	45	87	329	0	329				78	24.00											92.00	99	463	812	186	437									482	880	230	578	1898	2170									23.00	5.00	32	13	71.00	71.00	41.00	21.00	3.18									67.00														36	231		50											2011						19	68	44	141	109	165	1255	87	5	12	0	12	118	1763		235	0	235				46	20.00	31	0	31				4	13.00	63	0	63				28	44.00
2018	12	5862		638	891	1	1	8	10	1	1	1969	2676	29	18	3	4	15	20																			83.67	170	2618	3581	46	40									3483	4482	391	384	6285	8740									1.00	30.00	54	81	37.00	100.00	97.00	81.00	4.24									95.00															1591	5	652	6														208	85	865	901	345	344	392	587	459	3733	10	490	3	290	321	6285	X																								
2018	12	5864		252	316	0	0	7	5	0	0	633	746	5	6	1	2	0	7	571	0	571	399	34	4	437	76.50												12	893	1069	5	13									893	1069	5	13	1980	1980									0.00	63.00	43	37	51.00	92.00	75.00	45.00	3.68									86.00		24.00													472													2011										254	100	171	1292	22	101	0	0	22	1962																									
2018	12	5865		1610	1643	1237	1273	329	392	536	790	2971	3100	5103	6732	64	122	2363	3354									3232	1	3231	21	21	505	505	1111	283	705		1953	4974	5257	9239	12149									4974	5257	9239	12149	31619	31619									23.30	5.00	51	99														66.24	50.00												834	2819														2014										1008	6248	3644	15508	134	3292	67	1284	434	31619																									
2018	12	5866		238	295	0	0	21	28	0	0	698	804	0	0	0	0	4	13	536	1	535	441	21	1	463	87.00												22	957	1127	4	13									962	1135	4	13	2101	2114									0.00	83.00	52	55	25.00	100.00	90.00	69.00								14		96.00															539	1	25											2011						5	8	0	0	162	187	56	1370	11	89	0	181	28	2084																									
2018	12	5870																																																						1446	2606									30.00								2.4																																																																																	
2018	12	5871																																																						1209	1209									55.00								2.4																																																																																	
2018	12	5872		256	164	126	140	237	230	268	395	452	408	869	1320	75	53	384	470																					1020	855	1647	2325													5847	5847									70.00								2.4																																															9	706	53	3572	42	41	4	46	392	4865																									
2018	12	5874		68	63	13	27	37	62	20	79	72	133	17	46	20	25	269	250									133	0	133	21	20	23	22	58	22			113	197	283	319	402									197	283	319	402	1201	1201									35.00	23.00																47.00													131	152														2013										19	155	19	836	8	9	3	30	122	1201																									
2018	12	5876		688	288	1	0	105	34	8	2	2327	919	160	34	32	4	4	6	875	0	875	454	186	20	660	75.00											100.00	149	3152	1245	173	42									3924	1565	301	86	4612	5876									6.00	38.00	50	42	33.00	99.00	90.00	56.00	3.8					5		157		92.00		20.00													966		388	0										2010					115	772	320	128	44	314	333	47	3405	11	218	4	251	29	4612																									
2018	12	5877		2297	2668	39	34	792	680	103	78	7619	7858	1214	1360	24	31	374	732	4357	5	4352	1950	890	159	2999	68.90											99.86	1688	10732	11237	1730	2204									11883	12966	4025	4363	25903	33237									9.00	24.00	55	79	59.00	82.00	47.00	20.00	3.62					2		41		83.93		21.00													5332	136	1701											2011				136	223	1151	1729	2295	2159	877	2445	482	14248	96	486	35	681	354	19704		1071	3	1068	398	212	51	661	61.90	806	1	805	349	156	27	532	66.10	2480	1	2479	1203	522	81	1806	72.90
2018	12	5879																																					185	390	289	667	550									508	350	842	659	1896	2359									80.00	4.70																														59	211		222																																																							
2018	12	5880																																					1887																	6978	6978									41.00	2.00																58.00														804																																																										
2018	12	5881		36	43	1	0	28	18	1	1	159	169	25	7	1	0	6	2	106	0	106	66	12	0	78	74.00											95.06	48	224	230	33	10									307	331	207	120	497	965									5.00	48.00	27	15	73.00	63.00	34.00	17.00	3.65									78.00		46.00											4	16	114	10	143	3										2010			0	0	10	83	101	174	110	23	18	55	364	0	9	0	12	16	497																									
2018	12	5884																		85	0	85	0	0	39	39	46.00											100.00	150	241	118	0	0									241	118	0	0	359	359									10.00	42.00		5	80.00	44.00	23.00	8.00	3.2						1			81.00														4	40													2006										0	61	58	185	0	25	0	0	30	359																									
2018	12	5885		865	567	3	8	228	254	23	19	1845	2623	227	272	23	31	18	21	2088	0	2088	695	185	38	918	44.00											91.00	703	2961	3475	271	320									3040	3623	290	359	7027	7312									11.00	46.00	56	51	39.00	64.00	32.00	10.00	3.28									66.00															1871	23	139											2011						79	148	19	39	288	1025	914	3797	13	244	4	305	344	6934		841	0	841	212	80	14	306	36.00	624	0	624	249	57	12	318	51.00	623	0	623	234	48	12	294	47.00
2018	12	5886		74	98	0	2	72	55	19	30	232	324	36	86	0	1	2	10	109	0	109	35	11	3	49	45.00											100.00	136	378	478	57	128									391	500	97	208	1041	1196									18.00	12.00	28	14	63.00	76.00	38.00	18.00	3.43									78.00													7	29	158		75											2011						13	22	40	80	67	37	50	775	3	15	0	63	31	1041		9	0	9	5	0	0	5	56.00	37	0	37	10	5	1	16	43.00	63	0	63	20	6	2	28	44.00
2018	12	5888		0	159	0	0	1	14	15	0	64	564	274	286	0	0	0	2	193	0	193	88	7	0	95	49.00											96.00	206	65	737	289	288									103	829	291	290	1379	1513									49.00	11.00	27	21	95.00	72.00	34.00	9.00	3.72									71.00															317		89											2011						38	92	2	2	43	50	454	749	11	9	1	44	18	1379	X	125	0	125	58	3	0	61	49.00	32	0	32	14	3	0	17	53.00	36	0	36	16	1	0	17	47.00
2018	12	5889		0	0	0	0	0	0	0	0	7	147	0	15	0	0	0	0																			96.00	23	7	147	0	15									7	147	0	15	169	169									43.80	4.10	3	0	84.70	91.30	65.20	13.00	2.9									87.50		3.80													53																							0	6	13	131	1	4			14	169																									
2018	12	5890		95	133	23	28	14	21	19	33	123	207	109	278	1	2	212	326									288	0	288	0	0	95	95	55				87	233	363	363	665									233	363	363	665	1624	1624									28.00	0.02	3	1														61.00													16	296														2014										1	94	100	814	2	29	1	37	8	1086																									
2018	12	5891		115	113	107	129					241	248	571	900													270	11	259	7				31				281	356	361	678	1029									356	361	678	1029	2424	2424									38.00	1.00	2	0																											67	232														2012										0	376	45	1828	41	57	9	41	27	2424																									
2018	12	5892																																																																																																																																																									
2018	12	5893																																																						4633	4633									33.00																																																																																									
2018	12	5895		57	107			0	0			286	608	64	160	0	0	24	21	172	0	172	23	17	5	45	26.00												0	343	715	88	181									357	739	114	283	1327	1493									27.00	34.00																69.00														5	237		63											2005						14	24	26	102		122	773	118	6	87		8	167	1281																									
2018	12	5896		702	703	0	0	0	0	0	0	2524	2302	0	0	0	0	0	0	1391	35	1356	1189	69	32	1290	95.00												133	3226	3005	0	0													6231										0.00	78.00	52	93														99.00		17.40													1547													2011										973	762	720	2118	153	1386			119	6231																									
2018	12	5898		71	67	4	5	166	88	41	48	682	430	260	206	0	0	0	0																			14.00	480	919	585	305	259									919	585	305	259	2068	2068									51.00	57.00							3.83																								474	130																						424	202	112	1016	7	190	5	4	108	2068																									
2018	12	5900																																																						443	443																																							40	253																																																										
2018	12	5901		353	535	41	29	143	242	97	170	1362	1966	625	882	32	60	105	156	1088	31	1057	134	151	68	353	33.00											99.00	655	1890	2803	868	1237									2132	3173	1269	1878	6798	8452									25.00	15.00	31	35	80.00	67.00	37.00	13.00	3.13									76.00													191	45	1033	14	441	135										2011					12	242	370	401	641	83	418	2584	3394	27	164	9	119	0	6798		561	16	545	54	69	35	158	29.00	268	4	264	33	42	16	91	34.00	259	11	248	47	40	17	104	42.00
2018	12	5902		75	165	0	0	18	33	0	0	217	489	21	18	0	2	5	17	337	1	336	176	29	2	207	62.00												15	310	689	26	35									323	711	26	35	1060	1095									8.00	26.00	38	23														79.00															253		13											2010						13	22	0	0	77	67	104	680	2	41	1	51	37	1060																									
2018	12	5904		95	108	126	229	0	0	0	0	237	456	427	1011	7	7	228	297									336	0	326		72		14						339	571	781	1537									339	571	781	1537	3228	3228										12.50																53.00													907	427														2013										0	160	1177	1147	9	42	8	79	67	2689																									
2018	12	5905		927	971	1102	1055	360	431	609	804	1994	1807	4973	5677	262	273	2556	3308									1515	0	1515	113	113	185	185	299	87	361		3704	3543	3482	8316	10844									3543	3482	8316	10844	26185	26185									42.50	2.20	49	81														61.00													3256	2335														2013										321	1365	4980	16704	102	943	21	922	1751	27109																									
2018	12	5907																																																																																																																																																									
2018	12	5912		8	30	12	26	28	105	6	31	21	88	27	190	0	0	0	0									94	1	93	14		9		9	2	7	85.00	42	57	223	45	247									57	223	45	247	572	572									84.00	0.00	1	0																												122	14													2005																																												
2018	12	5913		40	65	4	30	10	30	1	26	26	94	41	202	2	0	14	10									163	10	153			26	20	3				58	78	189	60	268									78	189	60	268	595	595									64.00	1.00	2	0																												91	21													2005																																												
2018	12	5914		1091	995	991	962	153	170	117	176	1501	1661	2873	4105	59	39	486	768									2170	0	2170		47		257	612					2804	2865	4467	6011													16147	16147																																							629	1857														2013										2	538	2847	9728	67	506	17	376	2066	16147																									
2018	12	5915																																																						122	122									52.00																																																																																									
2018	12	5922		149	129	175	274	13	3	3	5	491	512	1259	2177	94	74	825	1196									358	0	358	50	50	43	43	28					747	718	2262	3652									747	718	2262	3652	7379	7379																																							518	631														2013										210	2053	1561	2586	136	584			466	7386																									
2018	12	5923																																					49																	6953	6953									56.00	1.00																														444																																																										
2018	12	5924																																					177																	2779	2779									33.00	2.00																														340																																																										
2018	12	5925		287	270	438	555	183	186	327	508	689	778	1379	2125	52	69	1127	1323									635	0	635		64			61					1211	1303	3271	4511									1211	1303	3271	4511	10296	10296										2.00																53.30													327	8328														2011										330	2055	1048	2536	89	378	18	312	1016	7782																									
2018	12	5926		532	501	693	748	319	281	500	753	1517	1789	2672	4238	234	233	1795	2161									1088	2	1086					129				2076	2602	2804	5660	7900									2602	2804	5660	7900	18966	18966									36.00	2.00	44	85														61.00													3646	1899														2013										456	3288	303	12454	120	696	45	703	901	18966																									
2018	12	5927		294	196	433	429	0	0	0	0	1170	1041	2125	2370	95	58	390	427									576	3	573	69	69	64	64	193				2021	1559	1295	2948	3226									1559	1295	2948	3226	9028	9028									53.00	6.00		27	0.00																										1305	716														2008										95	1167	205	6413	96	189	23	248	592	9028																									
2018	12	5928																																					0																	3401	3401									23.00	0.00																														191																																																										
2018	12	5929																																																						30194	30194									54.00			50	0.00														75.00												475	1881																																																										
2018	12	5930		24039	7192			0	0			194502	43030			0	0																							218541	50222											218541	50222			268763	268763									33.70																															24675																																																										
2018	12	5931		474	475	41	49	356	371	97	164	376	488	183	431	24	23	1229	1740																				213	1230	1357	1550	2384									1230	1357	1550	2384	6521	6521									31.00	0.30	15	2	0.00																										53	817																								2	308	346	4725	21	64	2	179	874	6521																									
2018	12	5933																										291		291		41			81		0		1274	361	501	1718	3771									361	501	1718	3771	6351	6351									46.00	4.00	25		0.00													57.00	36.00												59	516														2013																																												
2018	12	5934		22	86	2	23	0	0	0	0	108	439	17	90	4	7	0	2	58	0	58	19	4	1	24	41.00											70.00	174	134	532	19	115									176	701	31	154	800	1062									36.00	7.00	22	0					3.33									66.00													9	67	199		93											2011						42	169	12	39	2	33	68	526	0	17	0	17	26	689																									
2018	12	5935																																																						7900	7900									69.00		4	25	0.00																																																																																					
2018	12	5936																																																						4349	4349									55.00																																																																																									
2018	12	5938		14	0	0	0	0	0	0	0	53	0	0	0	0	0	0	0																			100.00	14	67	0	0	0									67	0	0	0	67	67									22.00	76.00	58	4														45.00															31																								12		50		5				67																									
2018	12	5939		202	226	1	5	86	86	31	51	420	672	22	28	1	3	9	10	581	0	581	105	73	24	202	35.00											98.00	86	709	987	63	94									738	1104	97	255	1853	2194									12.00	14.00	24	26	67.00	73.00	42.00	15.00	3.4									64.00													0	0	452	0	114	5										2011			0	0	0	29	117	34	161	106	23	114	1536	6	17	3	37	11	1853		309							28.00	58							22.00	214							49.00
2018	12	5940		135	192	0	0	52	83	5	9	350	485	31	53	0	2	9	5	343	0	343	108	48	7	163	48.00											99.69	108	537	762	45	67									652	974	1278	2796	1411	5700									23.00	25.00	39	9	40.00	78.00	45.00	25.00	3.05									67.00															351	27	1202	37										2011				17	17	115	212	1233	2729	33	419	193	655	4	38	4	43	22	1411		160	0	160	34	29	2	65	41.00	104	0	104	37	11	3	51	49.00	79	0	79	37	8	2	47	59.00
2018	12	5941		106	63	0	0	36	12	0	0	126	131	11	11	0	0	8	5	122	0	122	31	12	4	47	39.00											99.00	48	268	206	19	16									313	288	47	63	509	711									9.30								3.1									58.00														1	84		131	3										2005						45	82	28	47	8	18	52	395	0	5	0	26	5	509																									
2018	12	5942		248	297	0	0	0	0	0	0	604	872	6	8	10	35	8	26	674	0	674	469	25	4	498	74.00											94.00	52	862	1204	14	34									862	1204	16	50	2114	2132									1.00	30.00	38	26	80.00	82.00	55.00	27.00	3.54									84.00		24.00													519		9											2010						0	0	2	16	74	42	36	1770	16	29	1	38	108	2114																									
2018	12	5943		127	117	2	0	0	0	0	0	510	616	426	758	24	50	86	135	202	0	202	84	21	6	111	55.00											99.00	696	661	783	514	893									1239	2038	560	955	2851	4792									49.00	26.00	50	10					3.18									65.00		13.00											22	8	677	129	659	48										2011				26		578	1255	46	62	100	127	332	1768	10	237	8	108	161	2851		106	0	106	34	15	2	51	48.00	70	0	70	39	3	4	46	66.00	26	0	26	11	3	0	14	54.00
2018	12	5944																		135	0	135				62	46.00											99.00		266	758	26	79									296	1083	53	165	1129	1597											14	31					3.17									78.00																												2011						30	325	27	86	117	221	167	440	2	37	2	19	19	1024		55	0	55						39	0	39						41	0	41					
2018	12	5945		81	165	1	0	32	76	2	11	267	524	45	128	1	1	20	15	184	0	184	56	26	1	83	45.00											97.00	287	381	766	68	154									742	1929	113	327	1369	3111									28.00	42.00	36	13	65.00	79.00	44.00	16.00	3.42									70.00															262	1	670											2006						361	1163	45	173	18	110	89	814	12	52	22	48	167	1332																									
2018	12	5946		241	317	0	0	0	0	0	0	730	1291	232	697	1	36	55	109	554	0	554	215	77	9	301	54.30											99.30	85	972	1644	287	806													3709	7288									29.00	25.00			99.00	88.00	51.00	19.00	3.5									81.74													12	22	683		761	39										2011				137		594	1186	431	1368	92	35	425	2583	32	82	5	125	129	3508		150	0	150	49	21	3	73	48.70	245	0	245	105	33	2	140	57.10	159	0	159	61	23	4	88	55.30
2018	12	5947		96	132	3	11	48	61	17	42	302	536	82	195	7	10	11	14	159	0	159	37	14	4	55	35.00											99.44	76	453	739	113	262									462	769	361	912	1567	2504									36.00	6.00	29	2	63.00	73.00	38.00	14.00	3.3									61.00													0	1	302	0	582											2008						9	30	248	650	8	351	193	756	9	48	0	0	202	1567																									
2018	12	5949		182	166	0	0	25	11	0	0	379	467	0	3	0	1	195	255	315	1	314	152	56	1	209	67.00											100.00	36	586	645	195	258									787	1162	234	337	1684	2520									3.00	52.00	40	9	81.00	72.00	43.00	18.00	3.52									74.00															218		378											2011						201	517	39	79	22	70	46	960	2	15	3	10	105	1233		99	1	98	45	19	1	65	66.00	79		79	32	11	0	43	54.00	137		137	75	26	0	101	74.00
2018	12	5951		2331	2968	269	290	677	589	220	196	6603	7601	3330	3230	374	438	1578	1404	3422		3422				2320	67.80													9985	11596	5397	5120									13154	13828	6194	5970	32098	39146									22.13	8.42	12	159														85.39													85		5138	252	1446											2010					174	3169	2232	797	850																												3422		3422				2320	67.80
2018	12	5953		166	278	0	0	11	13	0	0	477	819	0	2	0	2	21	28	508	0	508	407	22	2	431	85.00												24	654	1112	21	30									654	1112	21	30	1817	1817									0.00	82.00	40	41	29.00	96.00	78.00	44.00										91.00															442													2011										133	137	67	1261	1	79	1	61	26	1766		82	0	82	68	4	0	72	88.00	149	0	149	123	4	0	127	85.00	277	0	277	216	14	2	232	84.00
2018	12	5957																																																						2250	2250									38.00																																																																																									
2018	12	5961																																					697																	8316	8316									44.00	0.00																														415																																																										
2018	12	5964		0	238	0	4	0	62	0	6	0	515	0	39	0	0	0	6	168	0	168	85	8	0	93	55.00											100.00	53	0	815	0	55									23	900	53	343	870	1319									11.00	24.00			85.00	88.00	50.00	18.00	3.97									70.00															143		140											2010						23	85	53	288	14	38	75	580	0	5	0	37	115	864																									
2018	12	5966		386	367	950	1226	124	137	215	324	732	904	1943	2671	29	14	126	179									897	3	894	21	6	109	44		78	162		778	1271	1422	3234	4400									1271	1422	3234	4400	10327	10327									22.95	0.90	28	15	0.00													98.62	1.90												258	730	0	0	0	0										2014				0	0					164	2334	890	6056	77	299	11	343	153	10327																									
2018	12	5968		120	71	0	0	6	9	0	0	429	211	4	3	8	5	0	1	203	0	203	126	33	10	169	83.00											100.00	18	563	296	4	4									597	310	26	8	867	941									3.00	50.00	30	18	1.00	99.00	85.00	51.00	3.75									95.00													1		186		44											2011						34	14	22	4	173	86	27	263	0	172	0	64	82	867		34		34	27	4	1	32	94.00	7		7	6	0	1	7	100.00	162		162	93	29	8	130	80.00
2018	12	5971		346	398	18	27	45	86	6	23	461	742	76	181	22	28	218	423																				160													874	1254	318	654	3100	3100									5.00	1.00	8	1																																																				0	27	1226	1706	0	4	1	14	90	3100																									
2018	12	5972		154	357	4	32	124	372	21	100	364	1208	100	396	7	13	16	30	588	0	588	21	38	30	89	15.00											85.00	265	649	1950	141	558									686	2047	216	851	3298	3800									41.00	7.00	25						2.62									61.00															378	4	69											2004						37	97	75	293																																			
2018	12	5975		150	150	0	0	18	14	0	0	339	327	3	3	3	2	0	0	343	0	343	224	10	0	234	68.00											100.00	35	510	493	3	3									510	493	3	3	1009	1009									1.00	81.00	46	21	54.00	83.00	50.00	25.00	3.46					0	0			81.00													0	0	213	0	0	0										2011			0	0	0					46	88	58	706	13	35	0	18	40	1004		135	0	135	90	4	0	94	70.00	107	0	107	76	4	0	80	75.00	101	0	101	58	2	0	60	59.00
2018	12	5976		1577	1772	0	0	31	49	0	0	5438	5948	0	0	40	52	0	0	3307	7	3300	2821	199	62	3082	93.40												614	7086	7821	0	0									11622	11394	0	0	14907	23016									1.00	65.00	56	88	24.00	100.00	98.00	86.00										97.00															3634		2717											2011				303	501	4536	3573	0	0	1602	1906	978	5700	57	2818	17	686	1143	14907		556	2	554	453	44	12	509	91.90	487	0	487	437	20	3	460	94.50	2264	5	2259	1931	135	47	2113	93.50
2018	12	5978		310	355	36	44	0	0	0	0	505	628	207	473	49	82	550	733									789	0	789	0	0	213	213	96			86.68	131	864	1065	793	1250									864	1065	793	1250	3972	3972									21.00	6.70	9	14					3.25									56.10													22	609														2011										6	96	159	3358	18	38	2	102	193	3972																									
