DATASET_YR	REPRJ_ID	INUN_ID	ADMS	COUNSEL	SAT1_VERB_200_P	SAT1_VERB_300_P	SAT1_VERB_400_P	SAT1_VERB_500_P	SAT1_VERB_600_P	SAT1_VERB_700_P	SAT1_MATH_200_P	SAT1_MATH_300_P	SAT1_MATH_400_P	SAT1_MATH_500_P	SAT1_MATH_600_P	SAT1_MATH_700_P	ACT_1_P	ACT_2_P	ACT_3_P	ACT_4_P	ACT_5_P	ACT_6_P	SAT1_VERB_MEAN	SAT1_MATH_MEAN	ACT_MEAN	SAT1_VERB_670_800_P	SAT1_MATH_600_800_P	SUBMIT_P	SUBMIT_SAT1_P	SUBMIT_ACT_P	PLACE_ONLY	ADMS_PLACE	ADMS_COUNSEL	SAT1_VERB_25TH_P	SAT1_VERB_75TH_P	SAT1_MATH_25TH_P	SAT1_MATH_75TH_P	ACT_COMP_25TH_P	ACT_COMP_75TH_P	ACT_WRITING	SAT_NEW	SAT1_WRITING_200_P	SAT1_WRITING_300_P	SAT1_WRITING_400_P	SAT1_WRITING_500_P	SAT1_WRITING_600_P	SAT1_WRITING_700_P	SAT1_WRITING_25TH_P	SAT1_WRITING_75TH_P	SAT1_WRITING_MEAN	ESSAY_ADMIS_ACT	ESSAY_ADMIS_SAT	ESSAY_ADVISING_ACT	ESSAY_ADVISING_SAT	ESSAY_AP_SUBST_ACT	ESSAY_AP_SUBST_SAT	ESSAY_AP_VALID_ACT	ESSAY_AP_VALID_SAT	ESSAY_NO_ACT	ESSAY_NO_SAT	ESSAY_NO_POLICY_ACT	ESSAY_NO_POLICY_SAT	ESSAY_PLACE_ACT	ESSAY_PLACE_SAT	ADMS_OPTIONAL	SAT_ESSAY
2018	12	5276	N																																																															
2018	12	5277	Y														0.00	1.00	21.00	53.00	23.00	2.00			21				30.00	76.00								18.00	24.00	ACTB											X	X											X	X		
2018	12	5278	N																																																															
2018	12	5281	Y		0.00	1.44	0.96	7.18	42.58	47.85	0.48	0.00	0.48	13.40	47.37	38.28	0.00	0.00	0.00	5.24	25.13	69.63							41.00	37.00				640.00	730.00	630.00	720.00	29.00	32.00	ACTB											X	X													X	SATB
2018	12	5286	Y																																																									X						SATB
2018	12	5287	N																																																															
2018	12	5290	Y		0.00	0.00	2.00	20.00	60.00	18.00	0.00	0.00	1.00	28.00	51.00	20.00	0.00	0.00	0.00	6.00	56.00	37.00	638	637	28				36.00	64.00				600.00	680.00	590.00	680.00	26.00	31.00	ACTB																			X	X						SATB
2018	12	5291	N																																																															
2018	12	5292	Y		0.00	3.15	22.11	43.16	30.53	1.05	0.00	5.26	29.47	48.42	13.68	3.17	0.00	0.00	7.15	57.14	28.57	7.14							65.00	10.00				500.00	610.00	470.00	580.00	20.00	25.00	ACTB													X	X									X	X	X	SATB
2018	12	5293	Y																																																															
2018	12	5295	N																																																															
2018	12	5296																																																									X	X						
2018	12	5297	Y																																																															
2018	12	5298	Y		0.00	0.00	11.00	46.00	38.00	5.00	0.00	1.00	14.00	51.00	29.00	5.00	0.00	0.00	4.00	36.00	49.00	11.00	584	564	24				86.00	29.00				540.00	630.00	520.00	610.00	22.00	27.00	ACTW																										SATW
2018	12	5300	Y		0.00	0.93	26.40	50.00	20.81	1.86	0.00	2.80	30.43	49.69	14.91	2.17	0.00	0.00	13.33	33.33	45.00	8.33	542	530	23				85.00	16.00				490.00	590.00	480.00	580.00	20.00	26.00																						X	X				SATB
2018	12	5302	N																																																															
2018	12	5303	Y		0.00	0.00	17.00	45.00	33.00	5.00	0.00	0.00	17.00	60.00	21.00	2.00	0.00	0.00	3.00	62.00	31.00	4.00	573	552	22				17.00	77.00				520.00	630.00	513.00	590.00	22.00	25.00	ACTB																			X	X						SATB
2018	12	5304	Y		0.00	2.00	19.00	51.00	23.00	5.00	0.00	2.00	20.00	55.00	21.00	2.00	0.00	0.00	0.00	38.00	51.00	11.00							17.00	94.00				530.00	610.00	520.00	600.00	22.00	27.00	ACTB																					X	X				SATB
2018	12	5305																																																																
2018	12	5306	N																																																															
2018	12	5307	N																																																															
2018	12	5308	Y																						24					100.00								23.00	26.00	ACTB																					X	X				SATB
2018	12	5309																																																																
2018	12	5310	Y		0.00	0.00	2.00	28.00	58.00	12.00	0.00	0.00	6.00	47.00	37.00	10.00	0.00	0.00	0.00	23.00	56.00	21.00			26				35.00	81.00				590.00	670.00	550.00	640.00	24.00	29.00	ACTB																			X	X						SATB
2018	12	5311	N																																																															
2018	12	5312	Y		0.00	0.00	21.40	21.40	42.90	14.30	0.00	0.00	21.40	28.60	42.90	7.10	0.00	0.00	0.80	21.10	51.20	26.80							4.00	38.00				510.00	650.00	530.00	660.00	24.00	30.00	ACTB																			X	X					X	SATB
2018	12	5313	N																																																															
2018	12	5315	Y														0.00	0.00	6.31	62.37	28.63	2.69								97.00								20.00	24.00	ACTB																			X	X						
2018	12	5316	N																																																															
2018	12	5317	Y														0.00	0.00	5.00	32.00	45.00	18.00			25				21.00	85.00						510.00	630.00	22.00	28.00	ACTB																				X						SATB
2018	12	5319	Y																										64.00	35.00				400.00	480.00	380.00	450.00	14.00	17.00	ACTB													X	X							X	X	X	X		SATB
2018	12	5320	Y														0.00	0.00	0.00	18.00	41.00	41.00							70.00	39.00								26.00	31.00	ACTB																			X	X					X	SATB
2018	12	5321	Y		0.00	0.10	1.00	25.10	61.50	12.20	0.00	0.00	0.60	14.30	52.80	32.20	0.00	0.00	0.00	2.80	60.10	37.10	630	660	29				66.00	39.00				590.00	670.00	620.00	710.00	27.00	31.00	ACTB												X							X							SATB
2018	12	5322	Y		0.00	0.00	27.30	50.00	18.20	4.50	0.00	0.00	29.50	43.20	22.70	4.50	0.00	0.00	0.00	46.60	47.10	6.30	547	554	24				10.00	88.00				480.00	590.00	490.00	610.00	22.00	27.00	ACTB																					X	X				SATB
2018	12	5323	N																																																															
2018	12	5325																																																																
2018	12	5327																																																																
2018	12	5328																																																									X	X						
2018	12	5329																																																																
2018	12	5330	N																																					ACTB																			X	X						
2018	12	5332	N																																																															
2018	12	5333	Y		0.00	0.00	3.70	34.70	45.80	15.70	0.00	0.50	5.10	50.00	39.40	5.10	0.00	0.00	0.30	22.90	59.50	17.30	618	592	26				39.00	61.00				570.00	660.00	550.00	640.00	24.00	29.00	ACTB																					X	X				SATB
2018	12	5336	Y																						17				11.00	3.00										ACTB																					X	X				
2018	12	5337	Y														0.00	0.00	13.00	64.00	21.00	2.00			22				29.00	78.00								17.00	23.00	ACTB																			X	X						
2018	12	5338	Y														0.00	0.00	40.00	46.00	14.00	0.00							63.00	48.00								17.00	22.00	ACTB																			X	X						
2018	12	5339	Y														0.00	0.00	6.00	54.00	32.00	8.00	540	550	23				5.00	89.00				540.00	630.00	520.00	600.00	20.00	25.00	ACTB																			X	X						SATB
2018	12	5340	Y														0.00	0.00	10.00	53.00	32.00	5.00			22				25.00	81.00								17.00	24.00	ACTB																										
2018	12	5342	N																																																															
2018	12	5343	Y		0.00	2.00	29.00	44.00	21.00	4.00	0.00	1.00	34.00	46.00	15.00	4.00	0.00	0.00	17.00	43.00	36.00	4.00	538	529	22				63.00	49.00				480.00	590.00	470.00	570.00	19.00	25.00	ACTB																			X	X	X	X				SATB
2018	12	5344	Y														0.00	0.00	3.40	61.00	29.90	5.70			24				8.00	90.00								20.00	25.50	ACTB																					X	X				SATB
2018	12	5345	Y														0.00	0.18	4.29	40.54	44.11	10.89			24				6.00	95.00								21.00	27.00	ACTB																			X	X						SATB
2018	12	5346	Y																						20				5.00	61.00				430.00	490.00	460.00	550.00	16.00	21.00	ACTB																					X	X				SATB
2018	12	5350	N																																																															
2018	12	5351	N																																																															
2018	12	5356	Y																										100.00	0.00																																				
2018	12	5357	N																																																															
2018	12	5359	Y														0.00	0.00	68.00	30.00	2.00	0.00	435	429	17				8.00	92.00				400.00	470.00	370.00	480.00	15.00	19.00	ACTC											X	X														SATC
2018	12	5360	N																																																										X	X				
2018	12	5363	Y																																																												X	X		
2018	12	5366	Y		0.80	3.00	15.30	40.50	32.80	7.60	0.80	3.80	13.00	39.70	36.60	6.10	0.00	0.00	3.20	40.90	43.70	12.20			24				75.00	48.00				543.00	658.00	520.00	640.00	21.00	28.00	ACTB																			X	X						SATB
2018	12	5367	Y														0.00	0.00	0.35	26.99	52.25	20.42			26				37.00	89.00								23.00	29.00	ACTB																			X	X					X	SATB
2018	12	5368	Y		0.61	9.15	42.07	38.41	9.15	0.61	0.61	7.32	36.59	39.63	15.24	0.61	0.00	0.00	24.75	59.41	14.85	0.99	489	504	20				66.90	47.60				420.00	530.00	440.00	560.00	17.00	22.00	ACTB																			X	X						SATB
2018	12	5369	Y														0.00	0.00	9.00	61.00	30.00	0.00			22				0.00	100.00								20.00	24.00																											
2018	12	5371	Y																																					ACTB																			X	X					X	SATB
2018	12	5372	Y														0.00	0.13	28.35	58.89	12.37	0.26			19					88.00								17.00	22.00	ACTB																			X	X						SATB
2018	12	5373	Y														0.00	0.00	22.00	57.00	19.00	2.00			21				2.00	98.00										ACTB																					X	X				SATB
2018	12	5374	N																																																															
2018	12	5376	N																																																															
2018	12	5377	N																																																															
2018	12	5378	Y																										1.00	88.00								18.00	24.00	ACTB																			X	X						
2018	12	5379	Y																																																															
2018	12	5380	Y																																																															
2018	12	5383	Y														0.00	0.00	0.00	51.00	49.00	0.00			21				0.00	100.00								19.00	24.00																											
2018	12	5384	N																																																															
2018	12	5386	Y														0.00	0.00	52.00	38.00	10.00	0.00			18				92.00	21.00										ACTB																					X	X				SATB
2018	12	5387	Y		0.00	2.50	25.10	53.90	17.30	1.20	0.10	3.10	29.40	52.80	13.80	0.80	0.00	0.00	15.10	52.60	31.60	0.70	534	524	22				94.00	15.00				490.00	580.00	480.00	570.00	19.00	24.00	ACTB																			X	X	X	X				SATB
2018	12	5388	Y		0.00	22.00	47.00	23.00	8.00	0.00	0.00	19.00	45.00	27.00	8.00	0.00	0.00	2.00	29.00	56.00	12.00	2.00	501	488	20				71.00	33.00				440.00	545.00	430.00	540.00	16.00	23.00	ACTB																			X	X						SATB
2018	12	5389	Y														0.00	0.00	29.00	59.00	10.00	2.00							11.00	87.00								17.00	22.00	ACTB																					X	X				SATB
2018	12	5391	Y		0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00	100.00	0.00	0.00	0.00	0.00	15.00	56.00	25.00	3.00	528	545	21				3.00	96.00				545.00	588.00	533.00	560.00	18.00	24.00	ACTB																			X	X						SATB
2018	12	5392	N																																																															
2018	12	5393	N																																																															
2018	12	5394	N																																																															
2018	12	5395	Y														0.00	0.00	17.00	53.00	28.00	3.00			21				9.00	91.00								18.00	24.00	ACTB																			X	X						SATB
2018	12	5397	N																																																															
2018	12	5398	N														0.00	0.00	13.00	37.00	43.00	7.00			23					98.00										ACTB																										
2018	12	5399	Y																										51.00	26.00								17.00	22.00																											
2018	12	5400	Y														0.00	0.10	8.00	48.80	36.70	6.40			23				80.31	51.67								20.00	26.00	ACTB																			X	X						SATB
2018	12	5403	N																																																															
2018	12	5405	N																																																															
2018	12	5406	N																																																															
2018	12	5407	Y		0.00	0.00	1.11	6.25	41.15	51.49	0.00	0.00	0.90	7.84	36.36	54.89	0.00	0.00	0.30	1.78	14.21	83.72							60.00	56.00				660.00	760.00	660.00	730.00	31.00	33.00	ACTB											X	X					X	X								SATB
2018	12	5410	Y		0.00	0.00	0.00	8.00	54.00	38.00	0.00	0.00	0.00	7.00	38.00	55.00	0.00	0.00	0.00	1.00	35.00	64.00	680	700	31				63.00	52.00				640.00	720.00	660.00	760.00	29.00	32.00	ACTB																			X	X						SATB
2018	12	5411	Y																				695	695	31				53.00	52.00				650.00	750.00	640.00	760.00	30.00	34.00	ACTB											X	X	X	X											X	SATB
2018	12	5412	Y																						20				83.00	20.00								15.00	19.00																											
2018	12	5414	Y		0.00	0.45	17.26	48.65	27.58	6.05	0.00	1.12	18.61	51.12	23.54	5.61	0.00	0.00	5.40	54.50	34.90	5.20	565	555	23				13.00	93.00				510.00	610.00	510.00	610.00	20.00	25.00	ACTB																			X	X						SATB
2018	12	5415	N																																																															
2018	12	5417	Y		0.00	0.00	9.00	38.00	46.00	7.00	0.00	0.00	12.00	45.00	33.00	10.00	0.00	0.00	0.00	37.00	50.00	13.00	593	586	25				11.00	94.00				550.00	640.00	530.00	650.00	22.00	28.00	ACTB																			X	X						SATB
2018	12	5419	N																																																															
2018	12	5421	Y		0.00	0.27	1.60	10.37	51.60	36.17	0.00	0.00	1.06	10.64	38.56	49.73	0.00	0.00	0.00	1.85	26.98	71.16	670	690	31				44.00	44.00				630.00	710.00	650.00	760.00	29.00	33.00	ACTB																					X	X			X	SATB
2018	12	5422	N																																																															
2018	12	5423																																																																
2018	12	5425	N																																																															
2018	12	5426	Y														0.00	0.00	13.00	58.00	27.00	2.00			22				7.00	88.00								20.00	26.00	ACTB																			X	X						
2018	12	5427	Y														0.00	1.00	26.00	54.00	18.00	0.00			20				69.00	57.00								17.00	22.00	ACTB																			X	X					X	
2018	12	5428																																																																
2018	12	5429	N																																																															
2018	12	5430	Y														0.00	0.00	46.40	46.40	3.60	3.60												430.00	530.00	440.00	530.00	14.00	18.00	ACTB																					X	X				SATB
2018	12	5431	Y														0.00	0.00	12.55	61.99	21.03	4.43							15.00	95.00								18.00	24.00	ACTB																			X	X						SATB
2018	12	5433	N																																																															
2018	12	5435	Y		0.00	0.40	22.60	49.60	24.50	2.90	0.20	2.10	32.10	50.20	13.70	1.70	0.00	0.00	16.30	48.10	28.90	6.70	551	524	22				90.00	25.00				500.00	600.00	470.00	570.00	18.00	25.00	ACTB																			X	X						SATB
2018	12	5436	Y		0.10	1.80	25.50	51.70	19.70	1.20	0.10	3.10	26.40	56.70	13.10	0.70	0.00	0.00	15.20	54.50	27.30	3.00			22				88.50	4.40								18.00	24.00	ACTB																			X	X					X	SATB
2018	12	5437	N																										0.01	0.01										ACTW																					X	X				
2018	12	5439	Y		0.00	0.06	2.28	15.54	51.43	30.69	0.00	0.00	2.21	19.96	52.34	25.42	0.00	0.00	0.18	5.56	46.14	48.12							28.00	94.00				610.00	710.00	600.00	700.00	27.00	32.00	ACTB																			X	X						SATB
2018	12	5440	Y														0.00	0.00	3.00	43.00	48.00	6.00			24				17.31	61.22								22.00	26.00																											
2018	12	5444	N																																																															
2018	12	5445	Y																																																															
2018	12	5446	N																																																															
2018	12	5447	N																																																															
2018	12	5451	N																																																															
2018	12	5452	N																																																															
2018	12	5456	Y														0.00	0.00	0.00	0.70	15.80	83.50			32				67.00	49.00								31.00	34.00	ACTW											X	X														SATW
2018	12	5457	Y		0.22	16.11	41.16	37.14	4.92	0.45	0.67	24.39	48.10	23.04	3.80	0.00	0.00	0.00	36.91	49.87	12.67	0.55	473	450	19				55.00	45.00				420.00	520.00	390.00	490.00	16.00	21.00	ACTB																			X	X						SATB
2018	12	5458																																																																
2018	12	5459	Y		0.00	4.00	15.00	42.00	35.00	4.00	0.00	4.00	26.00	51.00	15.00	4.00	0.00	0.00	5.41	52.03	35.81	6.76							16.00	84.00				510.00	630.00	480.00	580.00	20.00	26.00	ACTB																			X	X						SATB
2018	12	5461	Y																										40.00	3.00																																				
2018	12	5462	Y																																																															
2018	12	5463	Y																										100.00	0.00																																				
2018	12	5464	Y																										40.00	3.00																																				
2018	12	5465	Y																																																															
2018	12	5466	Y																																																															
2018	12	5467	Y		0.00	0.00	3.94	44.62	47.47	3.95	0.00	0.00	2.87	41.76	46.59	8.78	0.00	0.00	0.00	19.09	59.09	21.82	595	607	26				74.38	19.10								24.00	28.00	ACTB																			X	X					X	SATB
2018	12	5468	Y																																																															
2018	12	5469	Y																																																															
2018	12	5470	Y		0.00	0.00	0.00	8.08	38.89	53.03	0.00	0.00	0.51	6.57	36.87	56.06	0.00	0.00	0.00	0.81	32.52	66.67	688	705	31				56.00	35.00				650.00	730.00	660.00	770.00	29.00	33.00	ACTB																									X	SATB
2018	12	5472	Y		0.00	0.00	0.61	14.98	57.29	27.13	0.00	0.00	0.20	14.37	45.75	39.68	0.00	0.00	0.00	2.51	43.01	54.49	657	675	30				66.00	53.00				620.00	700.00	630.00	720.00	28.00	31.00	ACTB																			X	X						SATB
2018	12	5473	N																																																															
2018	12	5474	Y														0.00	0.00	13.00	55.00	26.00	6.00			22				12.00	88.00								19.00	24.00	ACTB																										
2018	12	5475	N																																																															
2018	12	5477	N																																																															
2018	12	5478	N														0.00	0.00	25.00	52.00	22.00	1.00																																												
2018	12	5479																																																																
2018	12	5480	Y		0.00	0.00	1.00	36.00	50.00	13.00	0.00	0.00	3.00	37.00	48.00	12.00	0.00	0.00	0.00	16.00	54.00	30.00	619	616	27				55.00	77.00				580.00	660.00	24.00	29.00	25.00	30.00	ACTB											X	X					X	X								SATB
2018	12	5481	N																																																															
2018	12	5482	Y																																																															
2018	12	5483																																																																
2018	12	5484	Y																										45.00	12.00								19.00	23.00	ACTB																					X	X			X	
2018	12	5485	N																																																															
2018	12	5486	Y		0.00	1.00	37.00	45.00	16.00	1.00	0.00	3.00	35.00	42.00	10.00	10.00	0.00	0.00	29.00	52.00	12.00	7.00	520	535	20				91.00	19.00				470.00	570.00	460.00	580.00	17.00	22.00	ACTC													X	X									X	X		SATC
2018	12	5487	N																																																															
2018	12	5488	Y		0.09	2.86	20.74	50.42	23.13	2.76	0.09	4.70	25.99	49.49	16.87	2.86	0.00	0.00	16.09	52.29	27.42	4.20			21				77.00	41.00				500.00	600.00	480.00	590.00	19.00	25.00	ACTB											X	X											X	X		SATB
2018	12	5489	Y																																					ACTC																										
2018	12	5491	N																																																															
2018	12	5493	N																																																															
2018	12	5495	N																																																															
2018	12	5496	Y														0.00	0.00	0.00	0.00	0.00	100.00							65.00	56.00				750.00	790.00	780.00	800.00	34.00	35.00	ACTW																					X	X				SATW
2018	12	5497	N																																																															
2018	12	5499	Y		0.00	0.00	10.00	53.50	32.70	3.80	0.00	0.70	12.00	55.00	26.00	6.30	0.00	0.00	4.20	40.50	45.10	10.20							62.00	41.00								21.00	27.00	ACTB											X	X														SATB
2018	12	5500	Y		0.00	1.00	9.00	54.00	33.00	3.00	0.00	2.00	9.00	42.00	42.00	5.00	0.00	0.00	7.00	34.00	48.00	11.00							84.00	48.00				530.00	610.00	540.00	640.00	21.00	27.00	ACTB																			X	X						SATB
2018	12	5501	Y		0.00	0.00	0.50	19.50	57.90	22.10	0.00	0.00	0.40	19.90	48.90	30.90	0.00	0.00	0.10	9.30	50.60	40.00	640	653	28				69.90	68.50				610.00	690.00	610.00	710.00	26.00	31.00	ACTB																			X	X						SATB
2018	12	5506	Y		0.00	4.30	31.90	46.80	15.70	1.30	0.00	6.70	36.20	46.00	9.80	1.30	0.00	0.60	33.00	42.50	21.60	2.30	524	452	19				87.00	18.00				470.00	580.00	460.00	560.00	16.00	23.00	ACTB														X							X			X		SATB
2018	12	5507	Y														0.84	0.84	28.57	43.70	24.37	2.52							70.00	23.00								16.00	21.00	ACTB																					X	X				
2018	12	5508	Y		0.04	3.95	42.65	44.47	8.60	0.29	0.25	6.22	39.60	45.21	8.23	0.49	0.00	0.69	40.96	49.90	7.86	0.59							97.00	40.00				460.00	550.00	450.00	540.00	16.00	21.00	ACTB																					X	X				SATB
2018	12	5509	Y		0.00	3.60	39.60	46.10	9.90	0.80	0.10	8.40	37.70	45.40	7.90	0.50	0.00	0.70	37.80	48.70	11.60	1.20							76.00	30.00				460.00	560.00	450.00	540.00	17.00	21.00	ACTB																					X	X				SATB
2018	12	5510	Y		0.03	1.12	19.89	47.68	27.69	3.59	0.00	1.47	18.25	43.61	28.16	8.51	0.00	0.10	10.65	40.94	37.05	11.26	556	565	23				90.00	26.00				500.00	610.00	510.00	630.00	20.00	27.00	ACTB											X	X											X	X		SATB
2018	12	5511	Y														0.00	1.00	16.00	54.00	27.00	2.00			21				88.00	43.00								19.00	24.00	ACTB																			X	X						
2018	12	5512	Y		3.50	18.80	50.60	22.40	4.70	0.00	1.10	31.10	44.40	16.70	6.70	0.00	0.00	0.02	47.93	47.70	4.30	0.05												420.00	500.00	380.00	490.00	16.00	20.00	ACTB																			X	X						SATB
2018	12	5513	Y														0.00	8.00	41.90	36.70	11.40	2.00							93.30	42.40								16.00	21.00	ACTB																			X	X						
2018	12	5514	N																																																															
2018	12	5515	Y		0.00	4.40	44.30	41.80	9.00	0.50	0.10	9.30	41.40	40.40	8.30	0.50	0.00	0.80	41.70	48.30	8.40	0.80	502	493	19				75.00	36.00				450.00	550.00	440.00	540.00	16.00	21.00	ACTB																					X	X				
2018	12	5516	Y		0.00	3.08	25.64	47.18	20.00	4.10	0.00	3.25	19.66	34.87	36.58	5.64	0.00	0.00	10.81	40.80	40.88	7.52			9				14.14	30.86				370.00	650.00	370.00	660.00	15.00	28.00	ACTB																					X	X				SATB
2018	12	5517	Y														0.00	1.24	46.39	43.92	7.42	1.03							95.11	40.92				230.00	280.00	440.00	540.00	15.00	20.00	ACTB																			X	X						SATB
2018	12	5518	Y		0.00	3.00	23.00	51.00	21.00	2.00	0.00	4.00	28.00	50.00	17.00	1.00	0.00	1.00	20.00	51.00	25.00	3.00							92.00	40.00				490.00	590.00	480.00	580.00	18.00	24.00	ACTB																			X	X						SATB
2018	12	5519	Y																						19				91.00	25.00								16.00	22.00														X	X									X	X		
2018	12	5520	Y		0.00	2.40	33.70	47.60	15.50	0.90	0.00	4.00	32.60	47.90	14.30	1.20	0.00	0.30	28.10	51.90	16.90	2.80							88.00	28.00				470.00	570.00	470.00	570.00	17.00	23.00	ACTB																			X	X						SATB
2018	12	5521	Y		1.00	13.40	49.50	30.40	5.70	0.00	1.60	10.30	44.80	36.60	6.70	0.00	0.00	0.00	24.70	56.70	17.30	1.30							8.00	29.00				430.00	520.00	440.00	530.00	18.00	23.00	ACTB																			X	X	X	X				SATB
2018	12	5524	Y														0.00	4.00	38.00	48.00	10.00	0.00			18				47.00	53.00								15.00	21.00	ACTB																			X	X						
2018	12	5525	Y														0.00	0.00	5.00	50.00	30.00	15.00			24				9.00	66.00								20.00	25.00	ACTB																					X	X				SATB
2018	12	5526	Y														0.00	0.00	1.20	24.80	49.50	24.50	614	606	26				64.00	65.00				560.00	660.00	540.00	670.00	23.00	30.00	ACTB																					X	X				SATB
2018	12	5529	N																																																															
2018	12	5530	N																																																															
2018	12	5531	Y														0.00	0.30	30.90	50.00	17.90	1.70			20					88.00								16.00	21.00	ACTB																			X	X						
2018	12	5533	Y		0.00	3.00	41.00	41.00	15.00	0.00	0.00	3.00	36.00	51.00	10.00	0.00	0.00	0.00	20.00	53.00	24.00	3.00			21				7.00	80.00								18.00	24.00	ACTB																					X	X				SATB
2018	12	5534																											91.00	9.00																																				
2018	12	5537	N																																																															
2018	12	5538	Y																																					ACTB																					X	X				SATB
2018	12	5544	Y		0.00	0.60	15.70	42.40	35.10	6.20	0.00	0.80	15.50	47.60	29.40	6.70	0.00	0.00	4.30	30.90	49.40	15.40	577	570	25				86.60	46.80				520.00	630.00	520.00	630.00	22.00	28.00	ACTB																					X	X				SATB
