DATASET_YR	REPRJ_ID	INUN_ID	EXAM_CODE	STUD_I	ADMS_REQ	ADMS_REC	ADMS_RFS	PLACE_REQ	PLACE_REC	PLACE_RFS	DESCR	ADMS_CONSIDER	ADMS_NOT_USED
2018	12	6070	S1A	D		X							
2018	12	6072	S1A	D								X	
2018	12	6073	OTHT	D	X						ACT ASSET, ACCUPLACER, and TEAS (for nursing)		
2018	12	6073	S1A	D		X							
2018	12	6078	S1A	D		X							
2018	12	6080	S1A	D	X								
2018	12	6080	S1S2A	D								X	
2018	12	6086	OTHT	D			X				ACT Compass		
2018	12	6086	S1A	D			X						
2018	12	6093	S1S2A	D								X	
2018	12	6093	SAT2	D									X
2018	12	6094	S1S2A	D								X	
2018	12	6094	SAT2	D									X
2018	12	6095	S1A	D								X	
2018	12	6095	SAT2	D									X
2018	12	6096	ACT	D								X	
2018	12	6096	S1A	D								X	
2018	12	6096	S1S2A	D									X
2018	12	6096	SAT1	D								X	
2018	12	6096	SAT2	D									X
2018	12	6098	ACT	D								X	
2018	12	6098	S1A	D								X	
2018	12	6098	S1S2A	D									X
2018	12	6098	SAT1	D								X	
2018	12	6098	SAT2	D									X
2018	12	6100	S1A	D								X	
2018	12	6100	SAT2	D									X
2018	12	6103	S1A	D		X							
2018	12	6103	SAT2	D								X	
2018	12	6107	S1A	D	X								
2018	12	6108	OTHT	D	X						minimum SAT score of 870 (math and verbal) or minimum ACT composite score of 18		
2018	12	6108	S1A	D	X								
2018	12	6110	ACT	D								X	
2018	12	6110	S1A	D									X
2018	12	6110	S1S2A	D									X
2018	12	6110	SAT1	D									X
2018	12	6110	SAT2	D									X
2018	12	6111	S1A	D		X							
2018	12	6114	S1A	D	X								
2018	12	6115	S1A	D	X								
2018	12	6117	S1A	D								X	
2018	12	6118	S1A	D	X								
2018	12	6122	OTHT	D		X					ACT, ACT ASSET, or ACT Compass		
2018	12	6126	S1A	D	X								
2018	12	6130	S1A	D			X						
2018	12	6140	S1A	D								X	
2018	12	6140	SAT2	D									X
2018	12	6141	S1A	D	X								
2018	12	6143	S1A	D	X								
2018	12	6146	S1S2A	D	X								
2018	12	6149	ACT	D			X						
2018	12	6150	S1A	D			X						
2018	12	6154	OTHT	D			X				ACT Compass for students who are over 21		
2018	12	6154	S1A	D	X								
2018	12	6156	S1A	D	X								
2018	12	6157	S1A	D			X					X	
2018	12	6157	S1S2A	D								X	
2018	12	6160	S1A	D	X								
2018	12	6160	SAT2	D									X
2018	12	6163	ACT	D	X								
2018	12	6163	S1A	D		X							
2018	12	6168	S1A	D			X						
2018	12	6168	S1S2A	D									X
2018	12	6168	SAT2	D									X
2018	12	6170	OTHT	D			X				ACT Compass, ACT ASSET, or CPT		
2018	12	6170	S1A	D								X	
2018	12	6170	S1S2A	D								X	
2018	12	6171	S1A	D	X								
2018	12	6173	S1A	D	X								
2018	12	6173	S1S2A	D			X						
2018	12	6174	OTHT	D	X						ACCUPLACER		
2018	12	6174	SAT1	D			X						
2018	12	6175	S1A	D	X								
2018	12	6177	S1A	D	X								
2018	12	6178	S1A	D			X						
2018	12	6179	S1A	D	X								
2018	12	6181	ACT	D			X						
2018	12	6181	SAT1	D			X						
2018	12	6182	ACT	D		X							
2018	12	6186	S1A	D	X								
2018	12	6186	S1S2A	D			X						
2018	12	6189	S1A	D	X								
2018	12	6189	S1S2A	D									X
2018	12	6189	SAT2	D									X
2018	12	6190	S1A	D								X	
2018	12	6192	OTHT	D	X						international students require TOEFL score of 450, CBT score 133, iBT score 45 or higher		
2018	12	6195	S1A	D			X					X	
2018	12	6196	S1A	D	X								
2018	12	6197	S1A	D	X								
2018	12	6198	S1A	D	X								
2018	12	6200	S1A	D	X								
2018	12	6201	ACT	D	X								
2018	12	6203	S1A	D	X								
2018	12	6203	SAT2	D		X							
2018	12	6212	ACT	D								X	
2018	12	6212	S1A	D								X	
2018	12	6212	S1S2A	D								X	
2018	12	6212	SAT1	D								X	
2018	12	6212	SAT2	D								X	
2018	12	6216	S1A	D	X								
2018	12	6217	S1A	D	X								
2018	12	6224	S1A	D	X								
2018	12	6227	OTHT	D	X						CEEB, institutional admission exam		
2018	12	6231	OTHT	D	X						TABE		
2018	12	6231	S1A	D		X							
2018	12	6233	S1A	D	X								
2018	12	6235	S1A	D	X								
2018	12	6238	S1A	D	X								
2018	12	6239	S1A	D								X	
2018	12	6243	S1A	D	X								
2018	12	6246	S1A	D		X							
2018	12	6247	S1A	D								X	
2018	12	6248	ACT	D								X	
2018	12	6248	S1A	D		X							
2018	12	6248	S1S2A	D								X	
2018	12	6248	SAT1	D								X	
2018	12	6248	SAT2	D									X
2018	12	6249	S1A	D								X	
2018	12	6249	S1S2A	D								X	
2018	12	6250	ACT	D								X	
2018	12	6250	S1S2A	D		X							
2018	12	6250	SAT1	D								X	
2018	12	6250	SAT2	D								X	
2018	12	6251	S1A	D								X	
2018	12	6251	SAT2	D									X
2018	12	6254	S1A	D	X								
2018	12	6255	S1A	D								X	
2018	12	6259	S1A	D	X								
2018	12	6260	S1A	D	X								
2018	12	6260	S1S2A	D								X	
2018	12	6260	SAT2	D								X	
2018	12	6261	S1A	D	X								
2018	12	6261	S1S2A	D								X	
2018	12	6261	SAT2	D								X	
2018	12	6264	S1A	D	X								
2018	12	6266	S1A	D			X						
2018	12	6268	S1S2A	D								X	
2018	12	6276	S1A	D	X								
2018	12	6283	SAT1	D		X							
2018	12	6286	S1A	D	X								
2018	12	6293	S1A	D	X								
2018	12	6296	OTHT	D	X						ACT ASSET, ACT Compass		
2018	12	6297	S1A	D	X								
2018	12	6299	ACT	D								X	
2018	12	6299	S1A	D								X	
2018	12	6299	S1S2A	D								X	
2018	12	6299	SAT1	D								X	
2018	12	6299	SAT2	D									X
2018	12	6301	S1A	D	X								
2018	12	6303	S1A	D	X								
2018	12	6307	S1A	D	X								
2018	12	6308	S1A	D	X								
2018	12	6312	S1A	D		X							
2018	12	6313	S1S2A	D		X							
2018	12	6314	S1A	D		X							
2018	12	6315	S1A	D		X							
2018	12	6317	S1A	D	X								
2018	12	6319	ACT	D								X	
2018	12	6319	OTHT	D		X					ACCUPLACER		
2018	12	6319	S1A	D								X	
2018	12	6319	S1S2A	D								X	
2018	12	6319	SAT1	D								X	
2018	12	6319	SAT2	D								X	
2018	12	6321	ACT	D			X						
2018	12	6321	S1A	D	X								
2018	12	6321	S1S2A	D		X							
2018	12	6321	SAT1	D			X						
2018	12	6321	SAT2	D			X						
2018	12	6323	S1A	D			X						
2018	12	6324	S1A	D	X								
2018	12	6326	S1A	D	X								
2018	12	6327	S1A	D			X						
2018	12	6328	S1A	D	X								
2018	12	6329	S1A	D	X								
2018	12	6331	S1A	D		X							
2018	12	6333	S1A	D	X								
2018	12	6335	ACT	D		X							
2018	12	6337	S1A	D	X								
2018	12	6338	S1A	D	X								
2018	12	6342	S1A	D	X								
2018	12	6345	OTHT	D			X				TOEFL for non-native English Speakers		
2018	12	6345	S1A	D			X						
2018	12	6347	S1A	D	X								
2018	12	6348	OTHT	D			X				TOEFL for applicants whose native language is not English		
2018	12	6348	S1A	D	X								
2018	12	6351	S1A	D		X							
2018	12	6352	S1A	D	X								
2018	12	6353	S1A	D	X								
2018	12	6354	S1A	D	X								
2018	12	6354	SAT2	D									X
2018	12	6357	S1A	D	X								
2018	12	6361	S1A	D	X								
2018	12	6368	ACT	D									X
2018	12	6368	OTHT	D									X
2018	12	6368	S1A	D									X
2018	12	6368	S1S2A	D									X
2018	12	6368	SAT1	D									X
2018	12	6368	SAT2	D									X
2018	12	6370	OTHT	D	X						ACT Compass		
2018	12	6373	S1A	D			X						
2018	12	6375	S1A	D	X								
2018	12	6379	S1A	D	X								
2018	12	6381	S1A	D			X						
2018	12	6382	OTHT	D			X				ACT or ACCUPLACER, TEAS, Bennett Mechanical Comprehension Test		
2018	12	6384	S1A	D	X								
2018	12	6386	S1A	D	X								
2018	12	6387	S1A	D								X	
2018	12	6388	S1A	D	X								
2018	12	6388	S1S2A	D									X
2018	12	6388	SAT2	D									X
2018	12	6389	S1A	D								X	
2018	12	6389	S1S2A	D								X	
2018	12	6389	SAT2	D								X	
2018	12	6390	S1A	D		X							
2018	12	6392	S1A	D			X					X	
2018	12	6400	S1A	D	X								
2018	12	6401	S1A	D	X								
2018	12	6403	S1A	D	X								
2018	12	6404	S1A	D	X								
2018	12	6405	ACT	D		X							
2018	12	6405	S1A	D			X						
2018	12	6405	S1S2A	D		X							
2018	12	6408	S1A	D	X								
2018	12	6417	S1A	D								X	
2018	12	6421	ACT	D		X							
2018	12	6421	S1A	D	X								
2018	12	6421	S1S2A	D								X	
2018	12	6422	OTHT	D	X						TSI or exemption test scores and documentation		
2018	12	6423	S1A	D	X								
2018	12	6424	ACT	D		X							
2018	12	6424	OTHT	D	X						ACT Compass		
2018	12	6425	S1A	D	X								
2018	12	6426	ACT	D	X								
2018	12	6426	OTHT	D	X						ACCUPLACER		
2018	12	6426	S1S2A	D	X								
2018	12	6429	OTHT	D	X						ACT Compass		
2018	12	6429	S1S2A	D			X						
2018	12	6436	S1A	D	X								
2018	12	6438	S1A	D									X
2018	12	6439	S1A	D	X								
2018	12	6441	S1A	D		X							
2018	12	6442	S1A	D	X								
2018	12	6443	S1A	D			X						
2018	12	6443	S1S2A	D								X	
2018	12	6443	SAT2	D									X
2018	12	6445	S1A	D	X								
2018	12	6446	S1A	D	X								
2018	12	6446	SAT2	D		X							
2018	12	6447	S1S2A	D			X					X	
2018	12	6450	S1A	D	X								
2018	12	6450	SAT2	D			X						
2018	12	6451	S1A	D	X								
2018	12	6451	S1S2A	D								X	
2018	12	6451	SAT2	D								X	
2018	12	6454	OTHT	D								X	
2018	12	6454	S1A	D	X								
2018	12	6454	S1S2A	D									X
2018	12	6454	SAT2	D									X
2018	12	6455	S1A	D	X								
2018	12	6455	S1S2A	D									X
2018	12	6455	SAT2	D									X
2018	12	6456	S1A	D	X								
2018	12	6457	S1A	D	X								
2018	12	6460	S1A	D			X						
2018	12	6460	SAT2	D								X	
2018	12	6461	S1A	D	X								
2018	12	6465	S1A	D	X								
2018	12	6466	S1A	D			X						
2018	12	6468	S1A	D	X								
2018	12	6468	SAT1	D		X							
2018	12	6473	S1A	D	X								
2018	12	6474	S1A	D	X								
2018	12	6474	SAT2	D									X
2018	12	6476	S1A	D	X								
2018	12	6479	S1A	D	X								
2018	12	6481	S1A	D	X								
2018	12	6481	S1S2A	D									X
2018	12	6481	SAT2	D									X
2018	12	6483	S1A	D								X	
2018	12	6484	S1S2A	D	X								
2018	12	6485	S1S2A	D	X								
2018	12	6486	S1A	D	X								
2018	12	6488	OTHT	D	X						TOEFL or IELTS for all students whose first language is not English		
2018	12	6488	S1A	D	X								
2018	12	6495	S1A	D	X								
2018	12	6496	S1A	D		X							
2018	12	6498	S1A	D	X								
2018	12	6501	S1A	D	X								
2018	12	6502	S1A	D	X								
2018	12	6510	S1A	D	X								
2018	12	6512	OTHT	D			X				Psychological Corporation Practical Nursing Entrance Examination		
2018	12	6513	S1A	D								X	
2018	12	6513	SAT2	D								X	
2018	12	6515	S1A	D	X								
2018	12	6516	S1A	D	X								
2018	12	6521	S1A	D	X								
2018	12	6530	OTHT	D	X						SAT, ACT, and/or CLT test scores		
2018	12	6530	S1A	D	X								
2018	12	6533	S1A	D		X							
2018	12	6535	S1A	D		X							
2018	12	6538	S1A	D								X	
2018	12	6540	S1A	D	X								
2018	12	6540	S1S2A	D								X	
2018	12	6540	SAT2	D								X	
2018	12	6547	OTHT	D	X								
2018	12	6549	S1A	D	X								
2018	12	6550	ACT	D									X
2018	12	6550	S1A	D	X								
2018	12	6550	S1S2A	D		X							
2018	12	6550	SAT2	D									X
2018	12	6551	ACT	D									X
2018	12	6551	S1A	D									X
2018	12	6551	S1S2A	D									X
2018	12	6551	SAT1	D									X
2018	12	6551	SAT2	D								X	
2018	12	6552	S1A	D			X						
2018	12	6553	S1A	D	X								
2018	12	6554	S1A	D	X								
2018	12	6555	S1A	D		X							
2018	12	6558	S1A	D	X								
2018	12	6559	S1A	D	X								
2018	12	6564	S1A	D	X								
2018	12	6571	S1A	D			X						
2018	12	6573	S1A	D	X								
2018	12	6573	SAT2	D	X								
2018	12	6575	S1A	D	X								
2018	12	6575	SAT2	D	X								
2018	12	6576	ACT	D	X								
2018	12	6577	S1A	D	X								
2018	12	6578	S1A	D	X								
2018	12	6580	OTHT	D			X				TOEFL or IELTS		
2018	12	6580	S1A	D	X								
2018	12	6580	SAT2	D								X	
2018	12	6581	ACT	D			X						
2018	12	6581	OTHT	D	X						ACT ACCUPLACER or the equivalent from ACT or accredited college course(s)		
2018	12	6604	S1A	D	X								
2018	12	6612	S1A	D	X								
2018	12	6614	OTHT	D	X						Nelson Denny Reading Test		
2018	12	6615	OTHT	D	X						TOEFL for international students		
2018	12	6615	S1A	D	X								
2018	12	6619	ACT	D		X							
2018	12	6619	S1A	D	X								
2018	12	6620	S1A	D	X								
2018	12	6630	S1A	D	X								
2018	12	6636	S1A	D								X	
2018	12	6637	S1A	D		X							
2018	12	6639	ACT	D									X
2018	12	6639	OTHT	D									X
2018	12	6639	S1A	D									X
2018	12	6639	S1S2A	D									X
2018	12	6639	SAT1	D									X
2018	12	6639	SAT2	D									X
2018	12	6641	S1A	D	X								
2018	12	6641	SAT2	D		X							
2018	12	6642	S1A	D	X								
2018	12	6644	OTHT	D			X				SAT or ACT for applicants with cumulative GPA below 2.8, nursing or education applicants, or Trustee and/or President's Scholarships applicants		
2018	12	6644	S1A	D			X					X	
2018	12	6645	S1A	D	X								
2018	12	6646	S1A	D			X					X	
2018	12	6647	S1A	D	X								
2018	12	6650	OTHT	D			X				TOEFL for international students		
2018	12	6650	S1A	D								X	
2018	12	6650	SAT2	D								X	
2018	12	6651	S1A	D	X								
2018	12	6653	SAT1	D		X							
2018	12	6654	S1A	D	X								
2018	12	6657	S1A	D	X								
2018	12	6658	S1A	D	X								
2018	12	6666	S1A	D	X								
2018	12	6669	S1A	D		X							
2018	12	6671	ACT	D								X	
2018	12	6671	S1A	D	X								
2018	12	6671	S1S2A	D									X
2018	12	6671	SAT1	D								X	
2018	12	6671	SAT2	D									X
2018	12	6675	S1A	D			X						
2018	12	6675	SAT2	D									X
2018	12	6676	OTHT	D			X				ACCUPLACER		
2018	12	6676	S1A	D	X								
2018	12	6677	S1A	D	X								
2018	12	6677	S1S2A	D								X	
2018	12	6682	S1A	D			X						
2018	12	6684	S1A	D	X								
2018	12	6685	S1A	D	X								
2018	12	6689	OTHT	D			X				TOEFL, IELTS, or PTE for non-native English speakers		
2018	12	6689	S1A	D			X						
2018	12	6691	S1A	D	X								
2018	12	6692	ACT	D		X							
2018	12	6692	S1A	D	X								
2018	12	6692	S1S2A	D		X							
2018	12	6692	SAT1	D		X							
2018	12	6692	SAT2	D								X	
2018	12	6696	ACT	D		X							
2018	12	6696	S1A	D	X								
2018	12	6696	SAT1	D								X	
2018	12	6696	SAT2	D									X
2018	12	6699	S1A	D	X								
2018	12	6701	S1A	D								X	
2018	12	6711	S1A	D	X								
2018	12	6711	SAT2	D								X	
2018	12	6713	S1A	D	X								
2018	12	6713	S1S2A	D									X
2018	12	6713	SAT2	D									X
2018	12	6716	ACT	D		X							
2018	12	6717	S1A	D	X								
2018	12	6718	ACT	D								X	
2018	12	6718	S1A	D			X						
2018	12	6718	S1S2A	D									X
2018	12	6718	SAT1	D								X	
2018	12	6718	SAT2	D									X
2018	12	6722	S1A	D	X								
2018	12	6724	OTHT	D	X						Wonderlic Scholastic Level Exam (SLE)		
2018	12	6725	S1A	D	X								
2018	12	6728	OTHT	D		X					AP Exam Results		
2018	12	6728	S1A	D	X								
2018	12	6730	S1A	D	X								
2018	12	6730	SAT2	D								X	
2018	12	6731	S1A	D	X								
2018	12	6732	S1A	D	X								
2018	12	6732	SAT2	D		X							
2018	12	6733	S1A	D	X								
2018	12	6734	S1A	D	X								
2018	12	6735	S1A	D	X								
2018	12	6736	S1A	D	X								
2018	12	6737	ACT	D								X	
2018	12	6737	S1A	D	X								
2018	12	6737	S1S2A	D									X
2018	12	6737	SAT1	D								X	
2018	12	6737	SAT2	D									X
2018	12	6740	S1A	D	X								
2018	12	6741	S1A	D	X								
2018	12	6742	S1A	D	X								
2018	12	6781	SAT1	D	X								
2018	12	6782	SAT1	D	X								
2018	12	6783	SAT1	D	X								
2018	12	6784	SAT1	D	X								
2018	12	6785	SAT1	D	X								
2018	12	6786	SAT1	D	X								
2018	12	6787	SAT1	D	X								
2018	12	6789	SAT1	D	X								
2018	12	6791	SAT1	D	X								
2018	12	6793	SAT1	D	X								
2018	12	6794	SAT1	D	X								
2018	12	6795	SAT1	D	X								
2018	12	6796	SAT1	D	X								
2018	12	6799	SAT1	D	X								
2018	12	6800	SAT1	D	X								
2018	12	6801	SAT1	D	X								
2018	12	6802	SAT1	D	X								
2018	12	6803	SAT1	D	X								
2018	12	6804	SAT1	D	X								
2018	12	6805	SAT1	D	X								
2018	12	6806	SAT1	D	X								
2018	12	6807	SAT1	D	X								
2018	12	6808	OTHT	D	X						PAA		
2018	12	6808	S1A	D	X								
2018	12	6809	OTHT	D	X						PAA, CEEB		
2018	12	6810	ACT	D								X	
2018	12	6810	OTHT	D	X						CEEB		
2018	12	6810	S1A	D			X						
2018	12	6810	SAT1	D		X							
2018	12	6810	SAT2	D		X							
2018	12	6811	OTHT	D	X						CEEB		
2018	12	6811	SAT1	D			X						
2018	12	6812	OTHT	D	X						College Board exam		
2018	12	6813	OTHT	D	X						PAA		
2018	12	6813	SAT1	D		X							
2018	12	6814	OTHT	D	X						CEEB		
2018	12	6814	SAT1	D			X						
2018	12	6815	OTHT	D	X						CEEB		
2018	12	6815	S1A	D			X						
2018	12	6816	OTHT	D	X						CEEB		
2018	12	6816	S1A	D			X						
2018	12	6826	OTHT	D			X				TOEFL for international students		
2018	12	6830	OTHT	D			X				CPAt		
2018	12	6846	S1A	D	X								
2018	12	6852	S1A	D	X								
2018	12	6854	S1A	D	X								
2018	12	6893	S1A	D								X	
2018	12	6893	SAT2	D								X	
2018	12	6909	ACT	D		X							
2018	12	6909	OTHT	D	X						ACT Compass		
2018	12	6909	S1A	D	X								
2018	12	6910	S1A	D	X								
2018	12	6911	ACT	D			X						
2018	12	6911	OTHT	D			X				THEA		
2018	12	6911	SAT1	D			X						
2018	12	6912	S1A	D	X								
2018	12	6913	ACT	D								X	
2018	12	6913	OTHT	D								X	
2018	12	6913	S1A	D								X	
2018	12	6913	S1S2A	D								X	
2018	12	6913	SAT1	D								X	
2018	12	6913	SAT2	D								X	
2018	12	6915	S1A	D								X	
2018	12	6915	SAT2	D									X
2018	12	6918	S1A	D	X								
2018	12	6920	S1A	D	X								
2018	12	6923	S1A	D		X							
2018	12	6927	S1A	D			X						
2018	12	6928	S1A	D								X	
2018	12	6928	SAT1	D		X							
2018	12	6931	S1A	D	X								
2018	12	6934	ACT	D	X								
2018	12	6937	S1A	D			X						
2018	12	6938	S1A	D	X								
2018	12	6938	SAT2	D								X	
2018	12	6939	S1A	D			X						
2018	12	6942	S1A	D			X						
2018	12	6943	S1A	D	X								
2018	12	6943	S1S2A	D		X							
2018	12	6946	S1A	D			X						
2018	12	6947	S1A	D			X						
2018	12	6949	S1A	D	X								
2018	12	6951	S1A	D	X								
2018	12	6952	SAT1	D		X	X						
2018	12	6953	S1A	D		X							
2018	12	6954	OTHT	D	X						NC DAP		
2018	12	6954	S1A	D		X							
2018	12	6957	ACT	D		X							
2018	12	6961	S1A	D	X								
2018	12	6966	S1A	D	X								
2018	12	6967	S1A	D	X								
2018	12	6968	S1A	D			X						
2018	12	6970	S1A	D		X							
2018	12	6973	S1A	D								X	
2018	12	6974	ACT	D	X								
2018	12	6978	OTHT	D			X				TOEFL		
2018	12	6978	S1A	D	X								
2018	12	6983	S1A	D			X						
2018	12	6985	S1A	D		X	X						
2018	12	6987	S1A	D	X								
2018	12	6988	S1A	D		X							
2018	12	6996	S1A	D	X								
2018	12	6996	S1S2A	D									X
2018	12	6996	SAT2	D									X
2018	12	6997	S1A	D	X								
2018	12	7005	S1A	D								X	
2018	12	7007	OTHT	D	X						SAT or ACT or Wonderlic aptitude test		
2018	12	7015	ACT	D	X								
2018	12	7016	S1A	D			X						
2018	12	7018	OTHT	D			X				HESI nursing exam, HOBET for allied health programs, ACCUPLACER		
2018	12	7018	S1A	D		X							
2018	12	7019	OTHT	D	X								
2018	12	7019	S1A	D	X								
2018	12	7019	SAT2	D									X
2018	12	7021	S1A	D	X								
2018	12	7022	S1A	D		X	X						
2018	12	7023	S1A	D		X	X						
2018	12	7024	S1A	D		X							
2018	12	7025	S1A	D		X	X						
2018	12	7026	S1A	D		X							
2018	12	7027	S1A	D		X							
2018	12	7028	S1A	D		X							
2018	12	7030	S1A	D	X								
2018	12	7032	S1A	D	X								
2018	12	7033	S1A	D	X								
2018	12	7034	S1A	D	X								
2018	12	7036	ACT	D	X								
2018	12	7036	SAT1	D		X							
2018	12	7038	S1A	D	X								
2018	12	7041	S1A	D								X	
2018	12	7046	S1A	D		X							
2018	12	7053	S1A	D		X							
2018	12	7057	S1A	D								X	
2018	12	7063	S1A	D	X								
2018	12	7063	SAT2	D			X						
2018	12	7066	S1A	D								X	
2018	12	7068	OTHT	D	X						ACT Compass		
2018	12	7069	S1A	D		X							
2018	12	7071	S1A	D	X								
2018	12	7071	SAT2	D		X							
2018	12	7072	ACT	D			X						
2018	12	7072	S1A	D	X								
2018	12	7072	SAT1	D			X						
2018	12	7074	ACT	D		X							
2018	12	7074	OTHT	D			X				ACCUPLACER, TEAS		
2018	12	7074	SAT1	D								X	
2018	12	7076	OTHT	D		X					AP, CLEP, institutional exam		
2018	12	7076	S1S2A	D			X					X	
2018	12	7078	S1A	D		X							
2018	12	7080	S1A	D	X								
2018	12	7083	ACT	D		X							
2018	12	7084	S1A	D	X								
2018	12	7085	OTHT	D	X						ACT Compass		
2018	12	7085	S1A	D								X	
2018	12	7088	S1A	D			X						
2018	12	7089	OTHT	D		X					ACCUPLACER/ACT ASSET		
2018	12	7089	S1A	D		X							
2018	12	7091	S1A	D	X								
2018	12	7093	OTHT	D	X						Nursing Admission Test		
2018	12	7097	S1A	D	X								
2018	12	7106	S1A	D	X								
2018	12	7109	S1A	D	X								
2018	12	7110	OTHT	D	X						Wechsler Adult Intelligence Scale III, Nelson Denny Reading Test, or the equivalent		
2018	12	7111	S1A	D	X								
2018	12	7114	S1A	D	X								
2018	12	7119	ACT	D		X							
2018	12	7119	SAT1	D		X							
2018	12	7120	S1A	D	X								
2018	12	7121	S1A	D	X								
2018	12	7122	S1A	D			X						
2018	12	7123	S1A	D			X					X	
2018	12	7123	SAT2	D									X
2018	12	7126	S1A	D		X							
2018	12	7130	ACT	D									X
2018	12	7130	S1A	D	X								
2018	12	7130	S1S2A	D									X
2018	12	7130	SAT1	D									X
2018	12	7130	SAT2	D									X
2018	12	7131	ACT	D								X	
2018	12	7131	OTHT	D			X				English Language Proficiency Exam (SAT/TOEFL/IELTS/ACT)		
2018	12	7131	S1A	D								X	
2018	12	7131	S1S2A	D								X	
2018	12	7131	SAT1	D								X	
2018	12	7131	SAT2	D								X	
2018	12	7134	ACT	D								X	
2018	12	7134	S1A	D								X	
2018	12	7134	S1S2A	D								X	
2018	12	7134	SAT1	D								X	
2018	12	7134	SAT2	D								X	
2018	12	7135	ACT	D		X							
2018	12	7135	S1A	D	X								
2018	12	7135	S1S2A	D								X	
2018	12	7135	SAT1	D		X							
2018	12	7135	SAT2	D								X	
2018	12	7138	OTHT	D			X				SAT or ACT scores for prospective intercollegiate athletes and honors program students		
2018	12	7138	S1A	D			X						
2018	12	7140	ACT	D		X							
2018	12	7140	S1A	D	X								
2018	12	7140	S1S2A	D								X	
2018	12	7140	SAT1	D		X							
2018	12	7140	SAT2	D									X
2018	12	7141	S1A	D			X						
2018	12	7141	S1S2A	D									X
2018	12	7141	SAT2	D									X
2018	12	7142	S1A	D	X								
2018	12	7143	S1A	D		X							
2018	12	7144	S1A	D	X								
2018	12	7145	S1A	D	X								
2018	12	7145	SAT2	D									X
2018	12	7147	S1A	D			X						
2018	12	7148	OTHT	D	X						SAT or ACT scores or Test-Optional Portfolio Path materials		
2018	12	7151	S1A	D			X						
2018	12	7152	S1A	D	X								
2018	12	7158	S1A	D	X								
2018	12	7159	S1A	D	X								
2018	12	7160	S1A	D		X							
2018	12	7163	OTHT	D			X				minimum score of 500 on TOEFL or proof of successfully completed ESL program for students whose native language is not English		
2018	12	7163	S1A	D	X								
2018	12	7164	S1A	D	X								
2018	12	7166	S1A	D	X								
2018	12	7169	S1A	D	X								
2018	12	7176	S1A	D	X								
2018	12	7177	S1A	D	X								
2018	12	7178	S1A	D			X						
2018	12	7179	S1A	D			X						
2018	12	7180	S1A	D	X								
2018	12	7185	S1A	D	X								
2018	12	7186	S1A	D	X								
2018	12	7187	S1A	D	X								
2018	12	7192	S1A	D	X								
2018	12	7201	S1A	D	X								
2018	12	7203	ACT	D		X							
2018	12	7204	S1A	D	X								
2018	12	7204	SAT2	D									X
2018	12	7208	S1A	D	X								
2018	12	7208	S1S2A	D								X	
2018	12	7208	SAT2	D								X	
2018	12	7211	S1A	D	X								
2018	12	7211	SAT2	D									X
2018	12	7216	OTHT	D	X						TEAS, version V		
2018	12	7226	S1A	D	X								
2018	12	7227	S1A	D	X								
2018	12	7229	ACT	D		X							
2018	12	7229	S1A	D	X								
2018	12	7229	S1S2A	D								X	
2018	12	7229	SAT1	D								X	
2018	12	7229	SAT2	D									X
2018	12	7230	S1A	D	X								
2018	12	7230	S1S2A	D									X
2018	12	7230	SAT2	D									X
2018	12	7231	S1A	D	X								
2018	12	7233	S1A	D	X								
2018	12	7236	ACT	D		X							
2018	12	7236	S1A	D	X								
2018	12	7236	S1S2A	D									X
2018	12	7236	SAT1	D								X	
2018	12	7236	SAT2	D									X
2018	12	7240	OTHT	D	X						ACT Compass or ACT or SAT language and math		
2018	12	7240	S1A	D		X							
2018	12	7241	S1A	D	X								
2018	12	7244	ACT	D								X	
2018	12	7244	S1A	D								X	
2018	12	7244	S1S2A	D								X	
2018	12	7244	SAT1	D								X	
2018	12	7245	S1A	D	X								
2018	12	7245	SAT2	D								X	
2018	12	7246	S1A	D	X								
2018	12	7247	S1A	D	X								
2018	12	7248	S1A	D	X								
2018	12	7259	S1A	D	X								
2018	12	7264	S1A	D		X							
2018	12	7266	S1A	D	X								
2018	12	7270	S1A	D	X								
2018	12	7270	SAT2	D								X	
2018	12	7271	ACT	D	X								
2018	12	7271	SAT1	D		X							
2018	12	7273	S1A	D	X								
2018	12	7275	S1A	D	X								
2018	12	7281	S1A	D	X								
2018	12	7283	S1A	D	X								
2018	12	7285	ACT	D								X	
2018	12	7285	S1A	D								X	
2018	12	7285	S1S2A	D								X	
2018	12	7285	SAT1	D								X	
2018	12	7285	SAT2	D								X	
2018	12	7286	S1A	D	X								
2018	12	7290	S1A	D	X								
2018	12	7292	S1A	D								X	
2018	12	7295	S1A	D	X								
2018	12	7296	S1A	D	X								
2018	12	7296	S1S2A	D									X
2018	12	7296	SAT2	D									X
2018	12	7297	S1A	D		X							
2018	12	7298	S1A	D		X							
2018	12	7298	S1S2A	D									X
2018	12	7298	SAT2	D									X
2018	12	7299	S1A	D	X								
2018	12	7302	S1A	D		X	X						
2018	12	7305	ACT	D								X	
2018	12	7305	S1A	D			X						
2018	12	7305	S1S2A	D									X
2018	12	7305	SAT1	D								X	
2018	12	7305	SAT2	D									X
2018	12	7308	S1A	D	X								
2018	12	7308	S1S2A	D								X	
2018	12	7309	OTHT	D			X				TEAS for AAS in nursing and practical nursing certificate programs		
2018	12	7309	S1A	D		X	X						
2018	12	7310	S1A	D	X								
2018	12	7311	ACT	D		X							
