DATASET_YR	REPRJ_ID	INUN_ID	EXAM_CODE	STUD_I	ADMS_REQ	ADMS_REC	ADMS_RFS	PLACE_REQ	PLACE_REC	PLACE_RFS	DESCR	ADMS_CONSIDER	ADMS_NOT_USED
2018	12	7311	S1A	D	X								
2018	12	7317	S1A	D	X								
2018	12	7317	SAT2	D		X							
2018	12	7319	OTHT	D			X				TOEFL for non-English speaking and some non-resident alien students		
2018	12	7319	S1A	D	X								
2018	12	7320	S1A	D	X								
2018	12	7321	ACT	D			X						
2018	12	7321	OTHT	D	X						ACT Compass or ACT		
2018	12	7322	ACT	D								X	
2018	12	7322	S1A	D								X	
2018	12	7322	SAT1	D								X	
2018	12	7322	SAT2	D									X
2018	12	7323	S1A	D		X							
2018	12	7324	S1A	D	X								
2018	12	7325	ACT	D		X							
2018	12	7325	OTHT	D	X						ACT Compass		
2018	12	7326	S1A	D	X								
2018	12	7328	S1A	D	X								
2018	12	7330	S1A	D	X								
2018	12	7332	S1A	D	X								
2018	12	7332	SAT2	D									X
2018	12	7333	S1A	D	X								
2018	12	7340	S1A	D	X								
2018	12	7346	S1A	D			X						
2018	12	7347	S1A	D	X								
2018	12	7348	S1A	D		X							
2018	12	7349	S1A	D			X						
2018	12	7350	S1A	D	X								
2018	12	7351	S1A	D			X						
2018	12	7351	SAT2	D								X	
2018	12	7352	S1A	D	X								
2018	12	7355	S1A	D	X								
2018	12	7358	S1A	D	X								
2018	12	7358	SAT2	D	X								
2018	12	7359	S1A	D	X								
2018	12	7359	SAT2	D								X	
2018	12	7365	OTHT	D	X						ACCUPLACER		
2018	12	7366	OTHT	D			X				CPT for nursing program		
2018	12	7368	S1A	D	X								
2018	12	7369	OTHT	D	X						Wonderlic aptitude test		
2018	12	7374	S1S2A	D			X						
2018	12	7378	S1A	D	X								
2018	12	7381	S1A	D	X								
2018	12	7382	S1A	D	X								
2018	12	7383	S1A	D	X								
2018	12	7384	S1A	D	X								
2018	12	7387	S1A	D	X								
2018	12	7387	SAT1	D		X							
2018	12	7390	S1A	D	X								
2018	12	7401	S1A	D	X								
2018	12	7405	S1A	D	X								
2018	12	7412	S1A	D	X								
2018	12	7416	S1A	D		X	X						
2018	12	7418	S1A	D	X								
2018	12	7418	SAT2	D									X
2018	12	7419	OTHT	I	X						ACT or ACCUPLACER		
2018	12	7420	ACT	D								X	
2018	12	7420	SAT1	D								X	
2018	12	7421	S1A	D	X								
2018	12	7424	S1A	D	X								
2018	12	7429	S1A	D			X						
2018	12	7429	S1S2A	D								X	
2018	12	7429	SAT2	D								X	
2018	12	7430	S1A	D	X								
2018	12	7431	S1A	D	X								
2018	12	7435	ACT	D			X						
2018	12	7435	S1A	D	X								
2018	12	7435	SAT1	D			X						
2018	12	7436	S1A	D		X							
2018	12	7445	S1A	D	X								
2018	12	7448	S1A	D	X								
2018	12	7450	S1A	D	X								
2018	12	7450	S1S2A	D									X
2018	12	7450	SAT2	D									X
2018	12	7451	S1A	D	X								
2018	12	7451	S1S2A	D									X
2018	12	7451	SAT2	D									X
2018	12	7454	ACT	D								X	
2018	12	7454	SAT1	D								X	
2018	12	7457	OTHT	D		X					TOEFL for international applicants		
2018	12	7457	S1A	D			X						
2018	12	7457	S1S2A	D									X
2018	12	7457	SAT2	D									X
2018	12	7459	S1S2A	D	X								
2018	12	7461	OTHT	D	X						CPT		
2018	12	7462	OTHT	D			X				ACCUPLACER, TEAS		
2018	12	7463	OTHT	D			X						
2018	12	7466	S1A	D	X								
2018	12	7468	S1A	D	X								
2018	12	7469	OTHT	D			X				ACT ASSET		
2018	12	7469	S1A	D		X							
2018	12	7472	ACT	D		X							
2018	12	7472	OTHT	D			X				ACCUPLACER		
2018	12	7473	OTHT	D	X						SAT, ACT or ACT Compass		
2018	12	7476	OTHT	D	X						Wonderlic aptitude test		
2018	12	7481	S1A	D	X								
2018	12	7485	S1A	D	X								
2018	12	7485	S1S2A	D			X						
2018	12	7486	ACT	D		X							
2018	12	7486	OTHT	D			X						
2018	12	7490	ACT	D									X
2018	12	7490	OTHT	D									X
2018	12	7490	S1A	D	X								
2018	12	7490	S1S2A	D									X
2018	12	7490	SAT1	D									X
2018	12	7490	SAT2	D									X
2018	12	7491	S1A	D	X								
2018	12	7492	S1A	D	X								
2018	12	7493	S1A	D	X								
2018	12	7496	OTHT	D	X						ACCUPLACER		
2018	12	7497	ACT	D								X	
2018	12	7497	S1A	D	X								
2018	12	7497	S1S2A	D								X	
2018	12	7497	SAT1	D								X	
2018	12	7497	SAT2	D								X	
2018	12	7499	OTHT	D	X						CPAt, ACCUPLACER		
2018	12	7499	S1A	D		X							
2018	12	7501	S1A	D			X						
2018	12	7511	ACT	D								X	
2018	12	7511	S1A	D	X								
2018	12	7511	S1S2A	D								X	
2018	12	7511	SAT1	D								X	
2018	12	7511	SAT2	D								X	
2018	12	7516	S1A	D	X								
2018	12	7518	ACT	D			X						
2018	12	7525	S1A	D	X								
2018	12	7526	S1A	D		X	X						
2018	12	7527	S1A	D	X								
2018	12	7528	S1A	D	X								
2018	12	7529	S1A	D								X	
2018	12	7529	SAT2	D									X
2018	12	7531	ACT	D		X							
2018	12	7531	S1S2A	D	X								
2018	12	7533	S1A	D	X								
2018	12	7534	S1A	D	X								
2018	12	7539	ACT	D	X								
2018	12	7539	OTHT	D	X						ACCUPLACER		
2018	12	7540	ACT	D		X	X						
2018	12	7540	OTHT	D		X	X						
2018	12	7541	S1A	D	X								
2018	12	7547	S1A	D	X								
2018	12	7549	S1A	D	X								
2018	12	7550	S1A	D	X								
2018	12	7551	S1A	D			X						
2018	12	7554	ACT	D		X							
2018	12	7554	OTHT	D	X						ACT, ACT Compass, SAT, ACCUPLACER		
2018	12	7554	SAT1	D		X							
2018	12	7555	S1A	D	X								
2018	12	7556	S1A	D	X								
2018	12	7560	S1A	D								X	
2018	12	7570	S1A	D	X								
2018	12	7571	S1A	D			X						
2018	12	7572	S1S2A	D	X								
2018	12	7573	S1A	D		X							
2018	12	7574	ACT	D		X							
2018	12	7574	S1A	D	X								
2018	12	7574	S1S2A	D									X
2018	12	7574	SAT1	D								X	
2018	12	7574	SAT2	D									X
2018	12	7577	OTHT	D	X						ACT, ACCUPLACER or ACT Compass		
2018	12	7580	S1A	D	X								
2018	12	7582	S1A	D	X								
2018	12	7583	S1A	D	X								
2018	12	7583	S1S2A	D		X							
2018	12	7586	S1A	D	X								
2018	12	7586	SAT2	D			X						
2018	12	7587	S1A	D	X								
2018	12	7599	ACT	D		X							
2018	12	7599	S1A	D	X								
2018	12	7599	S1S2A	D									X
2018	12	7599	SAT1	D		X							
2018	12	7599	SAT2	D									X
2018	12	7600	SAT1	D		X							
2018	12	7601	S1A	D			X						
2018	12	7602	ACT	D								X	
2018	12	7602	S1A	D								X	
2018	12	7602	S1S2A	D								X	
2018	12	7602	SAT1	D								X	
2018	12	7602	SAT2	D								X	
2018	12	7605	S1A	D	X								
2018	12	7606	S1A	D	X								
2018	12	7607	S1A	D	X								
2018	12	7608	OTHT	D			X				SAT or ACT for those under 21		
2018	12	7612	S1A	D			X						
2018	12	7613	S1A	D	X								
2018	12	7614	S1A	D			X						
2018	12	7615	S1A	D	X								
2018	12	7620	S1A	D	X								
2018	12	7622	S1A	D	X								
2018	12	7624	S1A	D			X						
2018	12	7625	S1A	D		X							
2018	12	7628	S1A	D	X								
2018	12	7629	ACT	D		X							
2018	12	7629	S1A	D	X								
2018	12	7631	S1A	D			X						
2018	12	7635	OTHT	D			X						
2018	12	7635	S1A	D		X							
2018	12	7636	S1A	D	X								
2018	12	7642	OTHT	D			X				ACT ASSET or ACT Compass		
2018	12	7642	S1S2A	D			X						
2018	12	7643	S1A	D	X								
2018	12	7656	ACT	D		X							
2018	12	7662	S1A	D		X							
2018	12	7692	S1A	D			X						
2018	12	7693	ACT	D	X								
2018	12	7695	ACT	D	X								
2018	12	7697	S1A	D								X	
2018	12	7697	S1S2A	D									X
2018	12	7697	SAT2	D									X
2018	12	7698	S1A	D	X								
2018	12	7700	S1A	D	X								
2018	12	7706	S1A	D	X								
2018	12	7720	S1A	D		X							
2018	12	7722	S1A	D		X							
2018	12	7728	S1A	D								X	
2018	12	7728	S1S2A	D								X	
2018	12	7728	SAT2	D									X
2018	12	7730	OTHT	D			X				National League of Nursing Exam		
2018	12	7730	S1A	D		X							
2018	12	7731	OTHT	D			X				TEAS for associate's degree nursing program		
2018	12	7735	OTHT	D			X				TEAS for pre-nursing		
2018	12	7737	S1A	D	X								
2018	12	7743	ACT	D		X							
2018	12	7743	S1A	D	X								
2018	12	7743	S1S2A	D									X
2018	12	7743	SAT1	D								X	
2018	12	7743	SAT2	D									X
2018	12	7745	S1A	D	X								
2018	12	7748	OTHT	D	X						CPT		
2018	12	7749	S1A	D	X								
2018	12	7753	ACT	D								X	
2018	12	7753	S1A	D			X						
2018	12	7753	SAT1	D								X	
2018	12	7756	OTHT	D			X				TOEFL, IELTS and PTE for some applicants whose first language is not English		
2018	12	7756	S1A	D								X	
2018	12	7756	S1S2A	D								X	
2018	12	7756	SAT2	D								X	
2018	12	7757	ACT	D								X	
2018	12	7757	S1A	D								X	
2018	12	7757	S1S2A	D								X	
2018	12	7757	SAT1	D								X	
2018	12	7757	SAT2	D								X	
2018	12	7760	S1A	D		X							
2018	12	7762	S1A	D		X							
2018	12	7765	S1A	D	X								
2018	12	7765	SAT2	D								X	
2018	12	7771	S1A	D			X						
2018	12	7773	OTHT	D	X								
2018	12	7773	S1S2A	D	X								
2018	12	7776	S1A	D								X	
2018	12	7777	S1A	D	X								
2018	12	7778	S1A	D			X						
2018	12	7779	ACT	D		X							
2018	12	7779	OTHT	D	X						ACCUPLACER or ACT		
2018	12	7783	S1A	D	X								
2018	12	7785	S1A	D	X								
2018	12	7790	S1A	D	X								
2018	12	7791	S1A	D	X								
2018	12	7793	S1A	D	X								
2018	12	7794	S1A	D	X								
2018	12	7794	SAT2	D								X	
2018	12	7795	S1A	D	X								
2018	12	7796	S1A	D	X								
2018	12	7797	ACT	D		X							
2018	12	7797	S1A	D	X								
2018	12	7798	ACT	D	X								
2018	12	7802	S1A	D		X							
2018	12	7806	S1A	D	X								
2018	12	7811	S1A	D	X								
2018	12	7815	ACT	D	X								
2018	12	7816	S1A	D	X								
2018	12	7817	S1A	D								X	
2018	12	7819	S1A	D	X								
2018	12	7821	S1A	D			X						
2018	12	7822	S1A	D									X
2018	12	7827	SAT1	D		X							
2018	12	7827	SAT2	D		X							
2018	12	7829	OTHT	D			X				Psychological Corporation Aptitude Test for practical nursing		
2018	12	7830	S1A	D	X								
2018	12	7831	S1A	D	X								
2018	12	7834	S1A	D	X								
2018	12	7839	S1A	D	X								
2018	12	7842	S1A	D	X								
2018	12	7843	OTHT	D		X	X				CPT		
2018	12	7843	S1A	D	X								
2018	12	7849	S1A	D			X						
2018	12	7849	S1S2A	D									X
2018	12	7849	SAT2	D									X
2018	12	7853	S1A	D	X								
2018	12	7859	S1A	D	X								
2018	12	7859	S1S2A	D									X
2018	12	7859	SAT2	D									X
2018	12	7866	S1A	D	X								
2018	12	7867	S1A	D	X								
2018	12	7871	S1A	D		X							
2018	12	7873	S1A	D	X								
2018	12	7873	SAT2	D									X
2018	12	7874	S1A	D	X								
2018	12	7880	S1A	D	X								
2018	12	7881	S1A	D	X								
2018	12	7882	S1A	D	X								
2018	12	7882	SAT2	D			X						
2018	12	7886	OTHT	D	X						ACT Compass		
2018	12	7888	S1A	D	X								
2018	12	7889	S1A	D	X								
2018	12	7893	S1A	D	X								
2018	12	7900	S1A	D			X						
2018	12	7902	S1A	D	X								
2018	12	7909	S1A	D	X								
2018	12	7911	S1S2A	D			X						
2018	12	7912	S1A	D	X								
2018	12	7913	S1A	D			X						
2018	12	7915	S1A	D	X								
2018	12	7915	S1S2A	D									X
2018	12	7915	SAT2	D									X
2018	12	7917	S1A	D	X								
2018	12	7918	S1A	D	X								
2018	12	7918	S1S2A	D			X						
2018	12	7921	S1A	D	X								
2018	12	7921	SAT2	D		X							
2018	12	7922	OTHT	D			X				ACCUPLACER or waiver for degree-seeking students		
2018	12	7926	S1A	D	X								
2018	12	7929	S1A	D			X						
2018	12	7931	ACT	D								X	
2018	12	7931	S1A	D								X	
2018	12	7931	S1S2A	D									X
2018	12	7931	SAT1	D								X	
2018	12	7931	SAT2	D									X
2018	12	7932	ACT	D								X	
2018	12	7932	S1A	D	X								
2018	12	7932	S1S2A	D									X
2018	12	7932	SAT1	D								X	
2018	12	7932	SAT2	D									X
2018	12	7934	S1A	D	X								
2018	12	7935	S1A	D			X						
2018	12	7936	S1A	D			X						
2018	12	7937	S1A	D			X						
2018	12	7938	S1A	D			X						
2018	12	7939	S1A	D			X						
2018	12	7941	S1A	D	X								
2018	12	7942	OTHT	D	X						ACCUPLACER		
2018	12	7943	ACT	D			X						
2018	12	7945	S1A	D			X						
2018	12	7949	S1A	D			X						
2018	12	7949	S1S2A	D									X
2018	12	7949	SAT2	D									X
2018	12	7951	S1A	D			X						
2018	12	7956	S1A	D	X								
2018	12	7957	S1A	D	X								
2018	12	7958	S1A	D	X								
2018	12	7959	S1A	D	X								
2018	12	7963	S1A	D		X							
2018	12	7966	S1A	D	X								
2018	12	7966	SAT2	D									X
2018	12	7968	ACT	D		X							
2018	12	7968	S1A	D			X						
2018	12	7969	S1A	D								X	
2018	12	7972	S1A	D			X						
2018	12	7974	S1A	D	X								
2018	12	7975	S1A	D	X								
2018	12	7979	ACT	D								X	
2018	12	7979	S1A	D	X								
2018	12	7979	S1S2A	D								X	
2018	12	7979	SAT1	D								X	
2018	12	7979	SAT2	D								X	
2018	12	7988	S1A	D	X								
2018	12	7994	SAT1	D								X	
2018	12	7997	S1A	D	X								
2018	12	7997	SAT2	D								X	
2018	12	8000	ACT	D		X							
2018	12	8000	SAT1	D		X							
2018	12	8003	S1A	D	X								
2018	12	8003	SAT2	D			X						
2018	12	8007	S1A	D	X								
2018	12	8008	S1A	D	X								
2018	12	8009	S1A	D	X								
2018	12	8011	S1A	D	X								
2018	12	8012	S1A	D	X								
2018	12	8013	ACT	D								X	
2018	12	8013	OTHT	D									X
2018	12	8013	S1A	D	X								
2018	12	8013	S1S2A	D									X
2018	12	8013	SAT1	D								X	
2018	12	8013	SAT2	D									X
2018	12	8015	S1A	D	X								
2018	12	8015	S1S2A	D									X
2018	12	8015	SAT2	D									X
2018	12	8022	S1A	D	X								
2018	12	8023	S1A	D			X						
2018	12	8023	SAT2	D									X
2018	12	8026	S1A	D	X								
2018	12	8029	ACT	D									X
2018	12	8029	S1A	D									X
2018	12	8029	S1S2A	D									X
2018	12	8029	SAT1	D									X
2018	12	8029	SAT2	D									X
2018	12	8031	S1A	D	X								
2018	12	8034	OTHT	D			X				TOEFL or IELTS		
2018	12	8034	S1A	D		X							
2018	12	8035	S1A	D	X								
2018	12	8036	ACT	D								X	
2018	12	8036	S1A	D	X								
2018	12	8036	S1S2A	D									X
2018	12	8036	SAT1	D								X	
2018	12	8036	SAT2	D									X
2018	12	8038	S1A	D	X								
2018	12	8039	S1A	D	X								
2018	12	8040	S1A	D	X								
2018	12	8041	S1S2A	D		X							
2018	12	8049	S1A	D	X								
2018	12	8055	S1A	D	X		X						
2018	12	8058	ACT	D			X						
2018	12	8063	ACT	D								X	
2018	12	8063	OTHT	D			X				TOEFL/IELTS /PTE for students whose native language is not English		
2018	12	8063	S1A	D								X	
2018	12	8063	S1S2A	D								X	
2018	12	8063	SAT1	D								X	
2018	12	8063	SAT2	D								X	
2018	12	8066	OTHT	D		X					PERT		
2018	12	8066	S1S2A	D		X							
2018	12	8073	S1A	D	X								
2018	12	8076	S1A	D			X						
2018	12	8077	S1A	D	X								
2018	12	8080	OTHT	D			X				TOEFL		
2018	12	8080	S1A	D	X								
2018	12	8084	OTHT	D			X				TOEFL (suggested 600 paper based, 250 computer based, 100 iBT) or IELTS (suggested 6.0 paper based) for international students		
2018	12	8089	S1A	D	X								
2018	12	8090	S1A	D	X								
2018	12	8091	S1A	D	X								
2018	12	8092	S1A	D	X								
2018	12	8093	S1A	D	X								
2018	12	8094	S1A	D	X								
2018	12	8095	S1A	D	X								
2018	12	8096	S1A	D	X								
2018	12	8097	S1A	D	X								
2018	12	8098	S1A	D	X								
2018	12	8100	S1A	D	X								
2018	12	8101	S1A	D	X								
2018	12	8102	S1A	D	X								
2018	12	8103	S1A	D	X								
2018	12	8105	S1A	D	X								
2018	12	8106	S1A	D	X								
2018	12	8107	S1A	D	X								
2018	12	8108	S1A	D	X								
2018	12	8109	S1A	D	X								
2018	12	8110	S1A	D	X								
2018	12	8117	S1A	D	X								
2018	12	8119	S1A	D			X						
2018	12	8120	OTHT	D		X					ACT Compass, ACCUPLACER		
2018	12	8120	S1A	D		X							
2018	12	8121	ACT	D								X	
2018	12	8121	S1A	D								X	
2018	12	8121	S1S2A	D									X
2018	12	8121	SAT1	D								X	
2018	12	8121	SAT2	D									X
2018	12	8123	S1A	D	X								
2018	12	8125	OTHT	D			X				TOEFL or IELTS for non-English as first language applicants		
2018	12	8125	S1A	D	X								
2018	12	8129	S1A	D	X								
2018	12	8141	S1A	D	X								
2018	12	8143	S1A	D	X								
2018	12	8148	S1A	D	X								
2018	12	8151	OTHT	D			X				ACCUPLACER (if no other test scores are available, or test scores are older than 3 years)		
2018	12	8151	S1S2A	D		X							
2018	12	8153	OTHT	D	X						Wonderlic Scholastic Level Exam (SLE)		
2018	12	8154	OTHT	D	X						Wonderlic aptitude test		
2018	12	8155	OTHT	D	X						Wonderlic Scholastic Level Exam (SLE)		
2018	12	8156	OTHT	D	X						Wonderlic Scholastic Level Exam (SLE)		
2018	12	8158	OTHT	D	X						Wonderlic aptitude test		
2018	12	8165	ACT	D	X								
2018	12	8167	S1A	D			X						
2018	12	8167	S1S2A	D									X
2018	12	8167	SAT2	D									X
2018	12	8171	OTHT	D	X						ACT Compass		
2018	12	8173	ACT	D		X							
2018	12	8173	S1A	D	X								
2018	12	8173	SAT1	D		X							
2018	12	8173	SAT2	D									X
2018	12	8174	S1A	D	X								
2018	12	8179	S1A	D	X								
2018	12	8179	SAT2	D								X	
2018	12	8182	S1A	D	X								
2018	12	8187	S1A	D			X						
2018	12	8188	S1A	D	X								
2018	12	8190	S1A	D		X							
2018	12	8192	OTHT	D	X						CPAt		
2018	12	8192	S1A	D		X							
2018	12	8194	S1A	D	X								
2018	12	8194	S1S2A	D									X
2018	12	8194	SAT2	D									X
2018	12	8195	OTHT	D			X				ACT ASSET		
2018	12	8196	S1A	D	X								
2018	12	8196	SAT2	D			X						
2018	12	8198	S1A	D			X						
2018	12	8198	S1S2A	D								X	
2018	12	8200	ACT	D								X	
2018	12	8200	S1A	D	X								
2018	12	8200	S1S2A	D								X	
2018	12	8200	SAT1	D								X	
2018	12	8200	SAT2	D								X	
2018	12	8203	S1A	D	X								
2018	12	8207	S1A	D	X								
2018	12	8207	SAT2	D		X							
2018	12	8208	S1A	D	X								
2018	12	8208	SAT2	D								X	
2018	12	8209	OTHT	D	X						Wonderlic aptitude test		
2018	12	8212	ACT	D								X	
2018	12	8212	OTHT	D			X				TOEFL or IELTS if English is not the applicant's first language		
2018	12	8212	S1A	D								X	
2018	12	8212	S1S2A	D								X	
2018	12	8212	SAT1	D								X	
2018	12	8212	SAT2	D									X
2018	12	8215	OTHT	D			X				College Board exam		
2018	12	8218	S1A	D	X								
2018	12	8219	S1A	D	X								
2018	12	8223	S1A	D	X								
2018	12	8224	S1A	D	X								
2018	12	8225	S1A	D	X								
2018	12	8228	S1A	D			X						
2018	12	8245	S1A	D		X							
2018	12	8247	ACT	D								X	
2018	12	8247	S1A	D	X								
2018	12	8250	S1A	D	X								
2018	12	8250	SAT2	D		X							
2018	12	8251	ACT	D								X	
2018	12	8251	S1A	D	X								
2018	12	8251	S1S2A	D								X	
2018	12	8251	SAT1	D								X	
2018	12	8251	SAT2	D								X	
2018	12	8258	ACT	D		X							
2018	12	8258	OTHT	D			X				TOEFL		
2018	12	8258	SAT1	D		X							
2018	12	8259	S1A	D			X						
2018	12	8261	S1A	D	X								
2018	12	8261	SAT2	D								X	
2018	12	8262	OTHT	D	X						institutional exam		
2018	12	8263	OTHT	D	X						institutional exam		
2018	12	8264	OTHT	D	X						institutional exam		
2018	12	8265	OTHT	D	X						institutional exam		
2018	12	8267	S1A	D	X								
2018	12	8268	OTHT	D		X					ACT Compass		
2018	12	8268	S1A	D		X							
2018	12	8273	S1A	D	X								
2018	12	8273	SAT2	D									X
2018	12	8275	S1A	D			X						
2018	12	8278	S1A	D	X								
2018	12	8281	S1A	D	X								
2018	12	8281	S1S2A	D			X						
2018	12	8281	SAT2	D								X	
2018	12	8282	OTHT	D			X				ACT ASSET, CLEP, ACCUPLACER, DSP		
2018	12	8284	S1A	D	X								
2018	12	8292	S1A	D	X								
2018	12	8295	S1A	D	X								
2018	12	8295	S1S2A	D									X
2018	12	8295	SAT2	D									X
2018	12	8299	S1A	D	X								
2018	12	8299	SAT2	D		X							
2018	12	8300	S1A	D		X							
2018	12	8302	ACT	D		X							
2018	12	8306	S1A	D	X								
2018	12	8307	S1A	D	X								
2018	12	8310	ACT	D		X							
2018	12	8313	S1A	D								X	
2018	12	8315	OTHT	D			X				nursing exam		
2018	12	8315	S1A	D		X	X						
2018	12	8317	S1A	D			X						
2018	12	8319	OTHT	D							Students with a 3.0 academic high school GPA may opt to send two graded writing samples in lieu of test scores	X	
2018	12	8319	S1A	D	X								
2018	12	8319	SAT2	D								X	
2018	12	8321	S1A	D	X								
2018	12	8322	OTHT	D			X				ACT for nursing and surgical technology programs		
2018	12	8322	S1A	D			X						
2018	12	8324	S1A	D	X								
2018	12	8328	S1A	D	X								
2018	12	8328	SAT2	D								X	
2018	12	8330	S1A	D	X								
2018	12	8331	S1A	D	X								
2018	12	8334	S1A	D	X								
2018	12	8336	S1A	D	X								
2018	12	8339	ACT	D								X	
2018	12	8339	S1A	D			X						
2018	12	8339	S1S2A	D									X
2018	12	8339	SAT1	D								X	
2018	12	8339	SAT2	D									X
2018	12	8341	OTHT	D	X						Selection of Test Score Waived Option (TSWO) or official SAT/ACT scores		
2018	12	8342	ACT	D								X	
2018	12	8342	S1A	D	X								
2018	12	8342	SAT1	D								X	
2018	12	8343	S1A	D	X								
2018	12	8344	S1A	D	X								
2018	12	8345	OTHT	D							Advanced Placement, International Baccalaureate	X	
2018	12	8345	S1A	D	X								
2018	12	8345	SAT2	D								X	
2018	12	8356	ACT	D	X								
2018	12	8357	S1A	D	X								
2018	12	8366	S1A	D	X								
2018	12	8368	S1A	D	X								
2018	12	8385	S1A	D	X								
2018	12	8386	S1A	D								X	
2018	12	8389	S1A	D	X								
2018	12	8391	S1A	D	X								
2018	12	8394	S1S2A	D		X							
2018	12	8395	S1A	D			X						
2018	12	8395	S1S2A	D								X	
2018	12	8395	SAT2	D								X	
2018	12	8400	S1A	D	X								
2018	12	8405	S1A	D	X								
2018	12	8405	S1S2A	D			X						
2018	12	8411	S1A	D	X								
2018	12	8413	S1A	D	X								
2018	12	8413	SAT2	D									X
2018	12	8414	S1A	D	X								
2018	12	8414	S1S2A	D									X
2018	12	8414	SAT2	D									X
2018	12	8415	ACT	D								X	
2018	12	8415	SAT1	D	X								
2018	12	8416	S1A	D	X								
2018	12	8419	S1A	D		X	X						
2018	12	8419	SAT2	D		X							
2018	12	8422	S1A	D	X								
2018	12	8423	OTHT	D			X				TEAS V		
2018	12	8425	OTHT	D		X	X				SAT/ACT, TOEFL/IELTS or interview for international applicants; SAT/ACT/CLT for homeschooled students and applicants who have not and will not graduate high school		
2018	12	8425	S1A	D			X						
2018	12	8425	SAT2	D								X	
2018	12	8426	OTHT	D			X				SAT/ACT, TOEFL/IELTS or interview for international applicants; SAT/ACT/CLT for homeschooled students and applicants who have not and will not graduate high school		
2018	12	8426	S1A	D			X						
2018	12	8426	S1S2A	D								X	
2018	12	8426	SAT2	D								X	
2018	12	8433	S1A	D	X								
2018	12	8434	S1A	D			X					X	
2018	12	8435	S1A	D		X							
2018	12	8436	S1A	D			X						
2018	12	8439	S1A	D	X								
2018	12	8440	S1A	D	X								
2018	12	8441	S1A	D	X								
2018	12	8441	SAT2	D									X
2018	12	8442	ACT	D	X								
2018	12	8444	S1A	D								X	
2018	12	8445	S1A	D								X	
2018	12	8445	S1S2A	D								X	
2018	12	8445	SAT2	D								X	
2018	12	8446	S1A	D		X							
2018	12	8447	S1A	D	X								
2018	12	8448	S1A	D	X								
2018	12	8448	S1S2A	D									X
2018	12	8455	S1A	D	X								
2018	12	8457	S1A	D	X								
2018	12	8457	SAT2	D									X
2018	12	8458	S1A	D	X								
2018	12	8461	S1A	D	X								
2018	12	8462	S1A	D	X								
2018	12	8464	S1A	D	X								
2018	12	8466	ACT	D								X	
2018	12	8466	S1A	D	X								
2018	12	8466	S1S2A	D									X
2018	12	8466	SAT1	D								X	
2018	12	8466	SAT2	D									X
2018	12	8467	S1A	D	X								
2018	12	8467	S1S2A	D								X	
2018	12	8474	S1A	D	X								
2018	12	8477	S1A	D								X	
2018	12	8478	S1A	D	X								
2018	12	8479	S1A	D	X								
2018	12	8479	S1S2A	D								X	
2018	12	8479	SAT2	D								X	
2018	12	8482	S1A	D	X								
2018	12	8487	OTHT	D	X						ACCUPLACER		
2018	12	8488	SAT1	D		X							
2018	12	8491	S1A	D			X					X	
2018	12	8491	SAT2	D									X
2018	12	8496	S1A	D	X								
2018	12	8498	SAT1	D		X							
2018	12	8499	S1A	D	X								
2018	12	8503	S1A	D	X								
2018	12	8504	S1A	D	X								
2018	12	8505	S1A	D			X						
2018	12	8508	S1A	D	X								
2018	12	8511	S1A	D			X						
2018	12	8511	S1S2A	D									X
2018	12	8511	SAT2	D									X
2018	12	8512	ACT	D								X	
2018	12	8512	S1A	D	X								
2018	12	8512	S1S2A	D								X	
2018	12	8512	SAT1	D								X	
2018	12	8512	SAT2	D									X
2018	12	8513	ACT	D								X	
2018	12	8513	S1A	D	X								
2018	12	8513	S1S2A	D								X	
2018	12	8513	SAT1	D								X	
2018	12	8513	SAT2	D									X
2018	12	8518	OTHT	D	X						ACT ASSET, THEA, ACCUPLACER		
2018	12	8526	S1A	D	X								
2018	12	8531	S1A	D		X							
2018	12	8534	S1A	D	X								
2018	12	8534	SAT2	D								X	
2018	12	8536	S1A	D	X								
2018	12	8536	S1S2A	D		X							
2018	12	8544	S1A	D	X								
2018	12	8547	S1A	D	X								
2018	12	8557	S1A	D								X	
2018	12	8557	SAT2	D								X	
2018	12	8559	ACT	D		X							
2018	12	8560	OTHT	D	X						TOEFL scores are required for International students		
2018	12	8560	S1A	D	X								
2018	12	8561	S1A	D	X								
2018	12	8561	SAT1	D		X							
2018	12	8561	SAT2	D			X						
2018	12	8580	S1A	D	X								
2018	12	8584	ACT	D		X							
2018	12	8584	S1A	D	X								
2018	12	8584	SAT1	D								X	
2018	12	8587	S1A	D	X								
2018	12	8587	S1S2A	D									X
2018	12	8587	SAT2	D									X
2018	12	8589	S1A	D	X								
2018	12	8592	S1A	D	X								
2018	12	8599	S1A	D	X								
2018	12	8599	S1S2A	D			X						
2018	12	8600	S1A	D	X								
2018	12	8602	S1A	D		X	X						
2018	12	8604	S1A	D			X						
2018	12	8610	S1A	D	X								
2018	12	8611	S1A	D		X							
2018	12	8616	SAT1	D		X	X						
2018	12	8618	S1A	D	X								
2018	12	8623	S1A	D	X								
2018	12	8624	S1A	D	X								
2018	12	8629	S1A	D	X								
2018	12	8631	OTHT	D		X					ACT ASSET or ACT Compass		
2018	12	8632	ACT	D	X								
2018	12	8633	S1A	D	X								
2018	12	8635	ACT	D								X	
2018	12	8635	OTHT	D									X
2018	12	8635	S1A	D			X					X	
2018	12	8635	S1S2A	D									X
2018	12	8635	SAT1	D								X	
